method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels,preference_id,preference_name,preference,actions,reconstruction_mode
random,0,17,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0036199886817485094,0.8492985841520263,0.8119694102781742,0.9963800113182515,0.8492985841520263,0.8888888888888888,0.8888888888888888,0 5,H00 H20,5,H20,,,,,direct_sum
random,0,18,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.003496924415230751,0.8332973218054536,0.7749153938137633,0.9965030755847692,0.8332973218054536,0.8888888888888888,0.8888888888888888,0 6,H00 H03,6,H03,,,,,direct_sum
random,0,19,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.00520150875672698,0.8286917658719842,0.7507827068950608,0.994798491243273,0.8286917658719842,0.8888888888888888,0.8888888888888888,0 9,H00 H30,9,H30,,,,,direct_sum
random,0,0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.003926103003323078,0.8551848421491213,0.8156048243472331,0.9960738969966769,0.8551848421491213,0.6666666666666667,0.6666666666666667,0 2 7 9,H00 H10 H12 H30,2 7 9,H10 H12 H30,,,,,direct_sum
random,0,1,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0022022798657417297,0.9145023676253385,0.891976624909651,0.9977977201342583,0.9145023676253385,0.6666666666666667,0.6666666666666667,0 1 5 7,H00 H01 H20 H12,1 5 7,H01 H20 H12,,,,,direct_sum
random,0,2,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0033988452050834894,0.8933117664623983,0.8489417770887192,0.9966011547949165,0.8933117664623983,0.6666666666666667,0.6666666666666667,0 1 2 6,H00 H01 H10 H03,1 2 6,H01 H10 H03,,,,,direct_sum
random,0,3,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0030582251492887735,0.9147059477413877,0.875927367904732,0.9969417748507112,0.9147059477413877,0.6666666666666667,0.6666666666666667,0 1 3 4,H00 H01 H02 H11,1 3 4,H01 H02 H11,,,,,direct_sum
random,0,4,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0021905098110437393,0.908444974850531,0.8740885769839939,0.9978094901889563,0.908444974850531,0.6666666666666667,0.6666666666666667,0 1 3 9,H00 H01 H02 H30,1 3 9,H01 H02 H30,,,,,direct_sum
random,0,5,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0036311703734099865,0.8763696020613031,0.8603631458080209,0.99636882962659,0.8763696020613031,0.6666666666666667,0.6666666666666667,0 5 6 8,H00 H20 H03 H21,5 6 8,H20 H03 H21,,,,,direct_sum
random,0,6,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0028119354974478483,0.9121016050809629,0.894316110913196,0.9971880645025522,0.9121016050809629,0.6666666666666667,0.6666666666666667,0 4 5 6,H00 H11 H20 H03,4 5 6,H11 H20 H03,,,,,direct_sum
random,0,7,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0029425700195133686,0.8934768043795112,0.8660166607488009,0.9970574299804866,0.8934768043795112,0.6666666666666667,0.6666666666666667,0 4 7 9,H00 H11 H12 H30,4 7 9,H11 H12 H30,,,,,direct_sum
random,0,8,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0025830543600022793,0.8918836513815468,0.8757201137817895,0.9974169456399977,0.8918836513815468,0.6666666666666667,0.6666666666666667,0 6 7 8,H00 H03 H12 H21,6 7 8,H03 H12 H21,,,,,direct_sum
