method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels,preference_id,preference_name,preference,actions,reconstruction_mode
random,6,8,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.002399741904810071,0.934091787320184,0.9119130856280009,0.9976002580951899,0.934091787320184,0.4444444444444444,0.4444444444444444,0 1 4 7 8 9,H00 H01 H11 H12 H21 H30,1 4 7 8 9,H01 H11 H12 H21 H30,,,,,direct_sum
random,6,9,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.00325419451110065,0.9436611289448602,0.9389702776141943,0.9967458054888994,0.9436611289448602,0.4444444444444444,0.4444444444444444,0 1 4 5 6 7,H00 H01 H11 H20 H03 H12,1 4 5 6 7,H01 H11 H20 H03 H12,,,,,direct_sum
random,6,10,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009954582201316953,0.9341595332347539,0.9291395985661657,0.9990045417798683,0.9341595332347539,0.4444444444444444,0.4444444444444444,0 3 5 6 7 9,H00 H02 H20 H03 H12 H30,3 5 6 7 9,H02 H20 H03 H12 H30,,,,,direct_sum
random,6,11,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.003291063942015171,0.9050566207763698,0.9062736037180478,0.9967089360579848,0.9050566207763698,0.4444444444444444,0.4444444444444444,0 1 2 3 4 9,H00 H01 H10 H02 H11 H30,1 2 3 4 9,H01 H10 H02 H11 H30,,,,,direct_sum
random,6,12,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.002399741904810071,0.934091787320184,0.9119130856280009,0.9976002580951899,0.934091787320184,0.4444444444444444,0.4444444444444444,0 1 4 7 8 9,H00 H01 H11 H12 H21 H30,1 4 7 8 9,H01 H11 H12 H21 H30,,,,,direct_sum
random,6,13,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.000827318406663835,0.9389455989357549,0.9392803942145572,0.9991726815933362,0.9389455989357549,0.4444444444444444,0.4444444444444444,0 3 5 7 8 9,H00 H02 H20 H12 H21 H30,3 5 7 8 9,H02 H20 H12 H21 H30,,,,,direct_sum
random,6,14,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009668614366091788,0.9429230609383793,0.9321574711885173,0.9990331385633908,0.9429230609383793,0.4444444444444444,0.4444444444444444,0 4 5 6 7 9,H00 H11 H20 H03 H12 H30,4 5 6 7 9,H11 H20 H03 H12 H30,,,,,direct_sum
random,6,15,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.006482387892901897,0.9258861233359568,0.9050600334120124,0.9935176121070981,0.9258861233359568,0.4444444444444444,0.4444444444444444,0 1 2 4 6 8,H00 H01 H10 H11 H03 H21,1 2 4 6 8,H01 H10 H11 H03 H21,,,,,direct_sum
random,6,16,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009470327058807015,0.9511286149268768,0.9444527434566391,0.9990529672941193,0.9511286149268768,0.4444444444444444,0.4444444444444444,0 3 4 5 6 9,H00 H02 H11 H20 H03 H30,3 4 5 6 9,H02 H11 H20 H03 H30,,,,,direct_sum
random,6,17,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0023916985373944044,0.902478619143101,0.9044429346899533,0.9976083014626056,0.902478619143101,0.4444444444444444,0.4444444444444444,0 2 4 7 8 9,H00 H10 H11 H12 H21 H30,2 4 7 8 9,H10 H11 H12 H21 H30,,,,,direct_sum
random,6,18,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.002621700521558523,0.9264689667524679,0.9105080799483303,0.9973782994784415,0.9264689667524679,0.4444444444444444,0.4444444444444444,0 1 2 6 7 8,H00 H01 H10 H03 H12 H21,1 2 6 7 8,H01 H10 H03 H12 H21,,,,,direct_sum
