method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels,preference_id,preference_name,preference,actions,is_pareto_global,is_pareto_by_method
random,0,3.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0017423687968403,0.9028274063530348,0.8614285393255653,0.9982576312031596,0.9028274063530348,0.6666666666666667,0.6666666666666667,0 1 5 9,H00 H01 H20 H30,1 5 9,H01 H20 H30,,,,,False,False
random,0,4.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0020404695533216,0.8812600362527668,0.8844906699716609,0.9979595304466784,0.8812600362527668,0.6666666666666667,0.6666666666666667,0 3 7 9,H00 H02 H12 H30,3 7 9,H02 H12 H30,,,,,False,False
random,0,5.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0015726803103461,0.9091267369501514,0.8793931497423672,0.9984273196896538,0.9091267369501514,0.6666666666666667,0.6666666666666667,0 1 7 9,H00 H01 H12 H30,1 7 9,H01 H12 H30,,,,,False,False
random,0,6.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016721470747143,0.9114396635633444,0.8595802794154702,0.9983278529252856,0.9114396635633444,0.6666666666666667,0.6666666666666667,0 2 5 8,H00 H10 H20 H21,2 5 8,H10 H20 H21,,,,,False,False
random,0,7.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0015778815140947,0.9060243226667504,0.8932759578885225,0.9984221184859052,0.9060243226667504,0.6666666666666667,0.6666666666666667,0 3 6 8,H00 H02 H03 H21,3 6 8,H02 H03 H21,,,,,False,False
random,0,8.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0015168897807598,0.9246277180494792,0.8774301347541973,0.9984831102192402,0.9246277180494792,0.6666666666666667,0.6666666666666667,0 4 8 9,H00 H11 H21 H30,4 8 9,H11 H21 H30,,,,,False,False
random,0,9.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0020889746956527,0.8873337983473799,0.8624805476075754,0.9979110253043472,0.8873337983473799,0.6666666666666667,0.6666666666666667,0 1 5 6,H00 H01 H20 H03,1 5 6,H01 H20 H03,,,,,False,False
random,0,10.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001937300665304,0.8862963906056319,0.8775937131982133,0.998062699334696,0.8862963906056319,0.6666666666666667,0.6666666666666667,0 6 7 9,H00 H03 H12 H30,6 7 9,H03 H12 H30,,,,,False,False
random,0,11.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013061470817774,0.92784909072125,0.8902816001436274,0.9986938529182224,0.92784909072125,0.6666666666666667,0.6666666666666667,0 1 4 7,H00 H01 H11 H12,1 4 7,H01 H11 H12,,,,,False,False
random,0,12.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001376987202093,0.92344497607558,0.8970011075808534,0.998623012797907,0.92344497607558,0.6666666666666667,0.6666666666666667,0 4 6 7,H00 H11 H03 H12,4 6 7,H11 H03 H12,,,,,False,False
random,0,13.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0015168897807598,0.9246277180494792,0.8774301347541973,0.9984831102192402,0.9246277180494792,0.6666666666666667,0.6666666666666667,0 4 8 9,H00 H11 H21 H30,4 8 9,H11 H21 H30,,,,,False,False
random,0,14.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0017188390484079,0.9112023938619992,0.8569534387578632,0.998281160951592,0.9112023938619992,0.6666666666666667,0.6666666666666667,0 1 4 9,H00 H01 H11 H30,1 4 9,H01 H11 H30,,,,,False,False
random,0,15.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016058945329859,0.9093732029004696,0.89016258121122,0.998394105467014,0.9093732029004696,0.6666666666666667,0.6666666666666667,0 5 7 9,H00 H20 H12 H30,5 7 9,H20 H12 H30,,,,,False,False
random,0,16.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001376987202093,0.92344497607558,0.8970011075808534,0.998623012797907,0.92344497607558,0.6666666666666667,0.6666666666666667,0 4 6 7,H00 H11 H03 H12,4 6 7,H11 H03 H12,,,,,False,False
random,0,17.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001392658916302,0.9278096968970316,0.8787733846092725,0.998607341083698,0.9278096968970316,0.6666666666666667,0.6666666666666667,0 2 4 8,H00 H10 H11 H21,2 4 8,H10 H11 H21,,,,,False,False
random,0,18.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0019021744374185,0.8911241264205413,0.8759827730539047,0.9980978255625814,0.8911241264205413,0.6666666666666667,0.6666666666666667,0 2 6 7,H00 H10 H03 H12,2 6 7,H10 H03 H12,,,,,False,False
random,0,19.0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0026341951452195,0.8625635303707525,0.8340167200606673,0.9973658048547804,0.8625635303707525,0.6666666666666667,0.6666666666666667,0 2 7 9,H00 H10 H12 H30,2 7 9,H10 H12 H30,,,,,False,False
random,0,0.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.001604048651643,0.912057421569946,0.904520496636463,0.9983959513483568,0.912057421569946,0.5555555555555556,0.5555555555555556,0 6 7 8 9,H00 H03 H12 H21 H30,6 7 8 9,H03 H12 H21 H30,,,,,False,False
random,0,1.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0021263556554913,0.8895542753570216,0.8286697330545717,0.9978736443445086,0.8895542753570216,0.5555555555555556,0.5555555555555556,0 1 6 8 9,H00 H01 H03 H21 H30,1 6 8 9,H01 H03 H21 H30,,,,,False,False
random,0,2.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0013654404319822,0.9233254864368936,0.913029717465927,0.9986345595680176,0.9233254864368936,0.5555555555555556,0.5555555555555556,0 3 4 7 9,H00 H02 H11 H12 H30,3 4 7 9,H02 H11 H12 H30,,,,,False,False
random,0,3.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0019533508457243,0.8884748684842578,0.8793095886365684,0.9980466491542755,0.8884748684842578,0.5555555555555556,0.5555555555555556,0 2 3 7 9,H00 H10 H02 H12 H30,2 3 7 9,H10 H02 H12 H30,,,,,False,False
random,0,4.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0011923029087483,0.9335914282360768,0.90188042410826,0.9988076970912516,0.9335914282360768,0.5555555555555556,0.5555555555555556,0 2 4 5 6,H00 H10 H11 H20 H03,2 4 5 6,H10 H11 H20 H03,,,,,False,False
random,0,5.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0019951490685343,0.8864000114378621,0.854699626946893,0.9980048509314656,0.8864000114378621,0.5555555555555556,0.5555555555555556,0 1 5 6 8,H00 H01 H20 H03 H21,1 5 6 8,H01 H20 H03 H21,,,,,False,False
random,0,6.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0011522941058501,0.9381768486764852,0.9083553225007176,0.9988477058941498,0.9381768486764852,0.5555555555555556,0.5555555555555556,0 1 4 7 8,H00 H01 H11 H12 H21,1 4 7 8,H01 H11 H12 H21,,,,,False,False
random,0,7.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0016719207633286,0.9115799712404768,0.8597678411696703,0.9983280792366712,0.9115799712404768,0.5555555555555556,0.5555555555555556,0 2 5 8 9,H00 H10 H20 H21 H30,2 5 8 9,H10 H20 H21 H30,,,,,False,False
random,0,8.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0012402149150148,0.9259256921292202,0.9199377600439044,0.9987597850849852,0.9259256921292202,0.5555555555555556,0.5555555555555556,0 1 3 5 6,H00 H01 H02 H20 H03,1 3 5 6,H01 H02 H20 H03,,,,,False,False
random,0,9.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0012190650450065,0.9293899505037048,0.9149157614734322,0.9987809349549934,0.9293899505037048,0.5555555555555556,0.5555555555555556,0 2 3 7 8,H00 H10 H02 H12 H21,2 3 7 8,H10 H02 H12 H21,,,,,False,False
random,0,10.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0015503129689022,0.9162036255002022,0.8954794516668233,0.9984496870310976,0.9162036255002022,0.5555555555555556,0.5555555555555556,0 2 7 8 9,H00 H10 H12 H21 H30,2 7 8 9,H10 H12 H21 H30,,,,,False,False
random,0,11.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0015464111929759,0.9084022664570212,0.8892741783040706,0.998453588807024,0.9084022664570212,0.5555555555555556,0.5555555555555556,0 1 3 6 8,H00 H01 H02 H03 H21,1 3 6 8,H01 H02 H03 H21,,,,,False,False
random,0,12.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0017423066310584,0.9029249122696316,0.8616918100459838,0.9982576933689415,0.9029249122696316,0.5555555555555556,0.5555555555555556,0 1 5 6 9,H00 H01 H20 H03 H30,1 5 6 9,H01 H20 H03 H30,,,,,False,False
random,0,13.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0009567007655277,0.944002526109057,0.9269437229830196,0.9990432992344722,0.944002526109057,0.5555555555555556,0.5555555555555556,0 3 4 7 8,H00 H02 H11 H12 H21,3 4 7 8,H02 H11 H12 H21,,,,,False,False
random,0,14.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0008931466727517,0.9473113921536276,0.9383301153034392,0.9991068533272482,0.9473113921536276,0.5555555555555556,0.5555555555555556,0 1 3 4 5,H00 H01 H02 H11 H20,1 3 4 5,H01 H02 H11 H20,,,,,False,False
random,0,15.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.001548082451336,0.9178418061838848,0.8994928109322333,0.998451917548664,0.9178418061838848,0.5555555555555556,0.5555555555555556,0 2 6 7 8,H00 H10 H03 H12 H21,2 6 7 8,H10 H03 H12 H21,,,,,False,False
random,0,16.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0019951490685343,0.8864000114378621,0.854699626946893,0.9980048509314656,0.8864000114378621,0.5555555555555556,0.5555555555555556,0 1 5 6 8,H00 H01 H20 H03 H21,1 5 6 8,H01 H20 H03 H21,,,,,False,False
random,0,17.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0017254052218049,0.901257358850218,0.8581867043129897,0.998274594778195,0.901257358850218,0.5555555555555556,0.5555555555555556,0 1 5 8 9,H00 H01 H20 H21 H30,1 5 8 9,H01 H20 H21 H30,,,,,False,False
random,0,18.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0011150445789098,0.9350364597139972,0.9244550015133776,0.99888495542109,0.9350364597139972,0.5555555555555556,0.5555555555555556,0 2 3 5 8,H00 H10 H02 H20 H21,2 3 5 8,H10 H02 H20 H21,,,,,False,False
random,0,19.0,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0015338050434365,0.9136605295003808,0.8766643821107145,0.9984661949565634,0.9136605295003808,0.5555555555555556,0.5555555555555556,0 1 2 6 7,H00 H01 H10 H03 H12,1 2 6 7,H01 H10 H03 H12,,,,,False,False
random,0,0.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009161944617517,0.9483690005278615,0.929698931296072,0.9990838055382484,0.9483690005278615,0.4444444444444444,0.4444444444444444,0 3 4 6 8 9,H00 H02 H11 H03 H21 H30,3 4 6 8 9,H02 H11 H03 H21 H30,,,,,False,False
random,0,1.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008997720433399,0.9487661530798596,0.9329254721412747,0.99910022795666,0.9487661530798596,0.4444444444444444,0.4444444444444444,0 1 3 4 8 9,H00 H01 H02 H11 H21 H30,1 3 4 8 9,H01 H02 H11 H21 H30,,,,,False,False
random,0,2.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0007948441198095,0.9520783670308616,0.9458954719371168,0.9992051558801904,0.9520783670308616,0.4444444444444444,0.4444444444444444,0 1 3 4 5 6,H00 H01 H02 H11 H20 H03,1 3 4 5 6,H01 H02 H11 H20 H03,,,,,False,False
random,0,3.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0011898056836798,0.9310389671930944,0.9125674082136698,0.99881019431632,0.9310389671930944,0.4444444444444444,0.4444444444444444,0 1 2 3 7 8,H00 H01 H10 H02 H12 H21,1 2 3 7 8,H01 H10 H02 H12 H21,,,,,False,False
random,0,4.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.001274783629924,0.9255367173468882,0.9202433776524552,0.998725216370076,0.9255367173468882,0.4444444444444444,0.4444444444444444,0 3 6 7 8 9,H00 H02 H03 H12 H21 H30,3 6 7 8 9,H02 H03 H12 H21 H30,,,,,False,False
random,0,5.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0011811808217316,0.9292893626159068,0.9169449073569472,0.9988188191782684,0.9292893626159068,0.4444444444444444,0.4444444444444444,0 1 5 6 7 8,H00 H01 H20 H03 H12 H21,1 5 6 7 8,H01 H20 H03 H12 H21,,,,,False,False
random,0,6.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0012898874701932,0.9246351661583616,0.9204517182322476,0.9987101125298068,0.9246351661583616,0.4444444444444444,0.4444444444444444,0 5 6 7 8 9,H00 H20 H03 H12 H21 H30,5 6 7 8 9,H20 H03 H12 H21 H30,,,,,False,False
random,0,7.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008787651895545,0.9484929792698158,0.940309034640725,0.9991212348104456,0.9484929792698158,0.4444444444444444,0.4444444444444444,0 1 3 4 5 8,H00 H01 H02 H11 H20 H21,1 3 4 5 8,H01 H02 H11 H20 H21,,,,,False,False
random,0,8.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.001113916398026,0.9348250962483756,0.9102905285535114,0.998886083601974,0.9348250962483756,0.4444444444444444,0.4444444444444444,0 1 3 4 7 9,H00 H01 H02 H11 H12 H30,1 3 4 7 9,H01 H02 H11 H12 H30,,,,,False,False
random,0,9.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0012434194795787,0.9284412557708804,0.9197934432587704,0.9987565805204212,0.9284412557708804,0.4444444444444444,0.4444444444444444,0 2 3 5 7 9,H00 H10 H02 H20 H12 H30,2 3 5 7 9,H10 H02 H20 H12 H30,,,,,False,False
random,0,10.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009428019984625,0.9458250436714798,0.9256200060570092,0.9990571980015376,0.9458250436714798,0.4444444444444444,0.4444444444444444,0 1 4 5 7 8,H00 H01 H11 H20 H12 H21,1 4 5 7 8,H01 H11 H20 H12 H21,,,,,False,False
random,0,11.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0013719229027628,0.922443367983796,0.8960111706473937,0.9986280770972372,0.922443367983796,0.4444444444444444,0.4444444444444444,0 2 4 6 7 9,H00 H10 H11 H03 H12 H30,2 4 6 7 9,H10 H11 H03 H12 H30,,,,,False,False
random,0,12.0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0011132740182802,0.9340398666868596,0.908212242163544,0.9988867259817198,0.9340398666868596,0.4444444444444444,0.4444444444444444,0 1 2 3 4 9,H00 H01 H10 H02 H11 H30,1 2 3 4 9,H01 H10 H02 H11 H30,,,,,False,False
