method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels
top-k energy,8,,8,8,9,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0012478581629693508,0.9253233199569261,0.8985504829679266,0.9987521418370306,0.9253233199569261,0.11111111111111116,0.11111111111111116,0 1 2 3 4 6 7 8 9,H00 H01 H10 H02 H11 H03 H12 H21 H30,1 2 3 4 6 7 8 9,H01 H10 H02 H11 H03 H12 H21 H30
top-k energy,8,,9,9,10,9,1.0,1.0,1.0,0.0010921034263446927,0.9330478566349899,0.9148784847598924,0.9989078965736553,0.9330478566349899,0.0,0.0,0 1 2 3 4 5 6 7 8 9,H00 H01 H10 H02 H11 H20 H03 H12 H21 H30,1 2 3 4 5 6 7 8 9,H01 H10 H02 H11 H20 H03 H12 H21 H30
top-k energy,9,,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.002795994281768799,0.8146354370040644,0.7837749302679158,0.9972040057182312,0.8146354370040644,0.8888888888888888,0.8888888888888888,0 2,H00 H10,2,H10
top-k energy,9,,2,2,3,2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0027885441668331623,0.8157742511210841,0.7913638976332805,0.9972114558331668,0.8157742511210841,0.7777777777777778,0.7777777777777778,0 2 9,H00 H10 H30,2 9,H10 H30
top-k energy,9,,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0027457603719085455,0.8205076412571313,0.7955560674794565,0.9972542396280915,0.8205076412571313,0.6666666666666667,0.6666666666666667,0 2 7 9,H00 H10 H12 H30,2 7 9,H10 H12 H30
top-k energy,9,,4,4,5,4,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.00245243264362216,0.8419061605414369,0.8085249755717089,0.9975475673563778,0.8419061605414369,0.5555555555555556,0.5555555555555556,0 2 6 7 9,H00 H10 H03 H12 H30,2 6 7 9,H10 H03 H12 H30
top-k energy,9,,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.002244887873530388,0.8564492233859444,0.8174713910585412,0.9977551121264696,0.8564492233859444,0.4444444444444444,0.4444444444444444,0 1 2 6 7 9,H00 H01 H10 H03 H12 H30,1 2 6 7 9,H01 H10 H03 H12 H30
top-k energy,9,,6,6,7,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.00213425699621439,0.8592388078118547,0.8315388084316663,0.9978657430037856,0.8592388078118547,0.33333333333333337,0.33333333333333337,0 1 2 3 6 7 9,H00 H01 H10 H02 H03 H12 H30,1 2 3 6 7 9,H01 H10 H02 H03 H12 H30
top-k energy,9,,7,7,8,7,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0014707311056554317,0.9047538182575269,0.9121474404662633,0.9985292688943446,0.9047538182575269,0.2222222222222222,0.2222222222222222,0 1 2 3 5 6 7 9,H00 H01 H10 H02 H20 H03 H12 H30,1 2 3 5 6 7 9,H01 H10 H02 H20 H03 H12 H30
top-k energy,9,,8,8,9,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0014026417629793286,0.9102431631400101,0.9215908572517891,0.9985973582370207,0.9102431631400101,0.11111111111111116,0.11111111111111116,0 1 2 3 5 6 7 8 9,H00 H01 H10 H02 H20 H03 H12 H21 H30,1 2 3 5 6 7 8 9,H01 H10 H02 H20 H03 H12 H21 H30
top-k energy,9,,9,9,10,9,1.0,1.0,1.0,0.0012130460236221552,0.9249280598479701,0.9347959452357908,0.9987869539763778,0.9249280598479701,0.0,0.0,0 1 2 3 4 5 6 7 8 9,H00 H01 H10 H02 H11 H20 H03 H12 H21 H30,1 2 3 4 5 6 7 8 9,H01 H10 H02 H11 H20 H03 H12 H21 H30
