episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,cost,actions
813,4039,0.050000000000000044,0.12251240015029907,0.0004340913874329999,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
814,4042,0.050000000000000044,0.3654143214225769,0.0004910938926817229,0.001609352882951498,0.8689435805846338,2,0.13333333333333333,0 7 15
815,4045,0.050000000000000044,0.3898588716983795,0.0003307502483949065,0.00095389224588871,0.8590373563603471,2,0.13333333333333333,0 7 15
816,4048,0.050000000000000044,0.08552569150924683,0.0003539791117267062,0.002095447387546301,0.8245167099414216,2,0.13333333333333333,0 7 15
817,4051,0.050000000000000044,0.2855933904647827,0.0003726209494440506,0.0017625108594074845,0.8580351613825198,2,0.13333333333333333,0 3 15
818,4058,0.050000000000000044,0.26694226264953613,0.0004505249671638012,0.0007494039600715041,0.9409243304827267,6,0.4,3 14 5 13 11 0 15
819,4060,0.050000000000000044,0.08240792900323868,0.0003925906348740682,0.003982699941843748,0.6812698549951464,1,0.06666666666666667,0 15
820,4062,0.050000000000000044,0.2495211362838745,0.00033923030423466116,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
821,4064,0.050000000000000044,0.21899893879890442,0.0004594156052917242,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
822,4066,0.050000000000000044,0.1344224512577057,0.0003322584234410897,0.003237640717998147,0.7251322270458505,1,0.06666666666666667,0 15
823,4068,0.050000000000000044,0.1831447035074234,0.00041329530358780175,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
824,4071,0.050000000000000044,0.11061590164899826,0.00036215399935220677,0.0019267433090135455,0.8306915187293511,2,0.13333333333333333,13 0 15
825,4074,0.050000000000000044,0.11856196820735931,0.00031654163224933046,0.0008657135767862201,0.8540978063602226,2,0.13333333333333333,1 0 15
826,4076,0.050000000000000044,0.11503994464874268,0.0004148722509853542,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
827,4078,0.050000000000000044,0.300115704536438,0.0002718353789532557,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
828,4080,0.050000000000000044,0.23669050633907318,0.0002726086968323216,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
829,4082,0.050000000000000044,0.17371436953544617,0.0003833027949440293,0.003069466445595026,0.7810428271781072,1,0.06666666666666667,0 15
830,4084,0.050000000000000044,0.11503994464874268,0.00028351719811325893,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
831,4086,0.050000000000000044,0.18845146894454956,0.00039940148417372257,0.0051157474517822266,0.6636837995749556,1,0.06666666666666667,0 15
832,4088,0.050000000000000044,0.12251240015029907,0.0002996093826368451,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
833,4092,0.050000000000000044,0.3787616193294525,0.00031781697180122137,0.0011252000695094466,0.8857618993797144,3,0.2,0 11 10 15
834,4094,0.050000000000000044,0.21899893879890442,0.00022770928626414388,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
835,4099,0.050000000000000044,0.4247099757194519,0.00031062993803061546,0.0014337641187012196,0.8843848671981186,4,0.26666666666666666,0 14 13 10 15
836,4101,0.050000000000000044,0.12244947254657745,0.0003768415772356093,0.002852122997865081,0.6947940848036874,1,0.06666666666666667,0 15
837,4108,0.050000000000000044,0.3018982708454132,0.0003126898040396294,0.0006925214547663927,0.9459828415644155,6,0.4,14 4 7 1 12 0 15
838,4110,0.050000000000000044,0.1711343228816986,0.0003690571174956858,0.002334018237888813,0.8169348388184947,1,0.06666666666666667,0 15
839,4118,0.050000000000000044,0.23641547560691833,0.00034189332291134633,0.000846700684633106,0.9233334254601906,7,0.4666666666666667,14 4 11 10 1 6 0 15
840,4122,0.050000000000000044,0.38986754417419434,0.00027413240604801103,0.0006064340705052018,0.9158574916626129,3,0.2,0 11 12 15
841,4127,0.050000000000000044,0.3818342685699463,0.0003727339091710746,0.0008587552001699805,0.8860046023881676,4,0.26666666666666666,0 14 13 10 15
842,4129,0.050000000000000044,0.300115704536438,0.00022455530415754765,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
843,4131,0.050000000000000044,0.11503994464874268,0.0003072003601118922,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
844,4138,0.050000000000000044,0.28215301036834717,0.0003157956442529602,0.000858773710206151,0.9172976653974206,6,0.4,14 4 7 12 1 0 15
845,4141,0.050000000000000044,0.3654143214225769,0.0002591271186247468,0.001609352882951498,0.8689435805846338,2,0.13333333333333333,0 7 15
846,4143,0.050000000000000044,0.21899893879890442,0.0002690586625249125,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
847,4147,0.050000000000000044,0.43352508544921875,0.0003072088220505975,0.000550254073459655,0.9367991358254384,3,0.2,0 14 13 15
848,4153,0.050000000000000044,0.2774643301963806,0.00027210024563828483,0.0008671910618431866,0.9299382355316641,5,0.3333333333333333,14 4 5 3 0 15
849,4156,0.050000000000000044,0.37378257513046265,0.00024141911611271402,0.0020389046985656023,0.8271890546634847,2,0.13333333333333333,0 7 15
850,4158,0.050000000000000044,0.2495211362838745,0.0002660123573150486,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
851,4160,0.050000000000000044,0.2642996311187744,0.00022951237042434514,0.003218446159735322,0.7966522244934776,1,0.06666666666666667,0 15
852,4162,0.050000000000000044,0.300115704536438,0.00022283267026068643,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
853,4166,0.050000000000000044,0.3407476544380188,0.000231807011005003,0.0011427307035773993,0.8766695633973577,3,0.2,0 14 13 15
854,4168,0.050000000000000044,0.17371436953544617,0.00023537898960057646,0.003069466445595026,0.7810428271781072,1,0.06666666666666667,0 15
855,4171,0.050000000000000044,0.3562610149383545,0.0002614663972053677,0.0015135204885154963,0.8482875956668697,2,0.13333333333333333,0 7 15
856,4173,0.050000000000000044,0.16447439789772034,0.0003489325172267854,0.006094321608543396,0.700758538072415,1,0.06666666666666667,0 15
857,4175,0.050000000000000044,0.12251240015029907,0.0003684477851493284,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
858,4180,0.050000000000000044,0.4247099757194519,0.0002821883623255417,0.0014337641187012196,0.8843848671981186,4,0.26666666666666666,0 14 13 10 15
859,4184,0.050000000000000044,0.3774011731147766,0.00022754253586754203,0.0012558773159980774,0.8820055476993358,3,0.2,0 11 12 15
860,4186,0.050000000000000044,0.1831447035074234,0.0002766554825939238,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
861,4193,0.050000000000000044,0.26580503582954407,0.0002257088926853612,0.0007766252383589745,0.9364352736901159,6,0.4,14 4 12 9 6 0 15
862,4195,0.050000000000000044,0.18965360522270203,0.0003032202657777816,0.002573377685621381,0.7079943261833531,1,0.06666666666666667,0 15
863,4199,0.050000000000000044,0.39048850536346436,0.00026618726406013593,0.0005915085785090923,0.9176167098541748,3,0.2,14 0 12 15
864,4201,0.050000000000000044,0.1831447035074234,0.0001609296814422123,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
865,4203,0.050000000000000044,0.2005401849746704,0.00024009568733163178,0.003257201984524727,0.7500508179695442,1,0.06666666666666667,0 15
866,4205,0.050000000000000044,0.17167341709136963,0.00037312693893909454,0.0038083093240857124,0.7457163336772752,1,0.06666666666666667,0 15
867,4208,0.050000000000000044,0.3562610149383545,0.0003064326592721045,0.0015135204885154963,0.8482875956668697,2,0.13333333333333333,0 7 15
868,4210,0.050000000000000044,0.2495211362838745,0.000279779575066641,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
869,4212,0.050000000000000044,0.1312006413936615,0.00027571077225729823,0.0023328824900090694,0.8432090521284006,1,0.06666666666666667,0 15
870,4215,0.050000000000000044,0.17761319875717163,0.000225674938216495,0.0023672403767704964,0.8345260529221876,2,0.13333333333333333,0 8 15
871,4218,0.050000000000000044,0.19406142830848694,0.0002535389697489639,0.0012703691609203815,0.8645812708969748,2,0.13333333333333333,0 11 15
872,4220,0.050000000000000044,0.2642996311187744,0.0004578914085868746,0.003218446159735322,0.7966522244934776,1,0.06666666666666667,0 15
873,4223,0.050000000000000044,0.24215224385261536,0.00022422026571196815,0.001269235392101109,0.8708982327321764,2,0.13333333333333333,5 0 15
874,4226,0.050000000000000044,0.18318670988082886,0.00021773219729463258,0.003785987850278616,0.7746283304453999,2,0.13333333333333333,0 4 15
875,4228,0.050000000000000044,0.1831447035074234,0.0002964091254398227,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
876,4231,0.050000000000000044,0.3857109248638153,0.00022100340477967015,0.0018465451430529356,0.8491955669984381,2,0.13333333333333333,0 4 15
877,4233,0.050000000000000044,0.18845146894454956,0.00022726634051650763,0.0051157474517822266,0.6636837995749556,1,0.06666666666666667,0 15
878,4242,0.050000000000000044,0.24238187074661255,0.00023217457540643713,0.0008535831002518535,0.9179464229133409,8,0.5333333333333333,14 4 7 1 10 12 3 0 15
879,4245,0.050000000000000044,0.24088872969150543,0.0002312071689326937,0.0023624300956726074,0.8354859318945216,2,0.13333333333333333,9 0 15
880,4247,0.050000000000000044,0.17167341709136963,0.00025080202613025904,0.0038083093240857124,0.7457163336772752,1,0.06666666666666667,0 15
881,4249,0.050000000000000044,0.21899893879890442,0.00032063512480817735,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
882,4251,0.050000000000000044,0.17167341709136963,0.000605281165917404,0.0038083093240857124,0.7457163336772752,1,0.06666666666666667,0 15
883,4255,0.050000000000000044,0.2951754331588745,0.0007569557201350108,0.0012419021222740412,0.894940574665628,3,0.2,0 14 13 15
884,4258,0.050000000000000044,0.43478909134864807,0.0003162605280522257,0.0009122048504650593,0.8893181496741656,2,0.13333333333333333,0 11 15
885,4261,0.050000000000000044,0.39199480414390564,0.0006673462533702453,0.0009011314250528812,0.8650873561836027,2,0.13333333333333333,0 4 15
886,4263,0.050000000000000044,0.1344224512577057,0.0005669733363902196,0.003237640717998147,0.7251322270458505,1,0.06666666666666667,0 15
887,4270,0.050000000000000044,0.3056228756904602,0.00039727943034709564,0.0010100004728883505,0.8958784404978174,6,0.4,3 8 2 10 4 0 15
888,4272,0.050000000000000044,0.17371436953544617,0.00032869179267436266,0.003069466445595026,0.7810428271781072,1,0.06666666666666667,0 15
889,4276,0.050000000000000044,0.3679090142250061,0.0003746102738659829,0.0014505693688988686,0.8550798656467645,3,0.2,0 5 14 15
890,4278,0.050000000000000044,0.300115704536438,0.0003992126585217193,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
891,4282,0.050000000000000044,0.3865385949611664,0.00039727102921460755,0.0012085498310625553,0.8522581144564926,3,0.2,0 13 8 15
892,4284,0.050000000000000044,0.12251240015029907,0.000271188429906033,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
893,4286,0.050000000000000044,0.15564492344856262,0.0003154884107061662,0.0013349374057725072,0.790675773986313,1,0.06666666666666667,0 15
894,4288,0.050000000000000044,0.30348581075668335,0.00025524252851027995,0.0027194975409656763,0.7972285267824969,1,0.06666666666666667,0 15
895,4290,0.050000000000000044,0.21899893879890442,0.00043025455670431256,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
896,4292,0.050000000000000044,0.30348581075668335,0.00029727062792517245,0.0027194975409656763,0.7972285267824969,1,0.06666666666666667,0 15
897,4294,0.050000000000000044,0.2005401849746704,0.00023789037368260324,0.003257201984524727,0.7500508179695442,1,0.06666666666666667,0 15
898,4297,0.050000000000000044,0.373225599527359,0.000321343793378522,0.0014587979530915618,0.8911110514622097,2,0.13333333333333333,0 4 15
899,4300,0.050000000000000044,0.3653216063976288,0.00020593812223523855,0.0013408162631094456,0.874002298333557,2,0.13333333333333333,0 4 15
900,4307,0.050000000000000044,0.26454663276672363,0.00037965370159197064,0.0008588924538344145,0.9315827170145498,6,0.4,8 5 3 2 4 0 15
901,4310,0.050000000000000044,0.18279501795768738,0.0002499483428740253,0.003071307670325041,0.7723468257054492,2,0.13333333333333333,0 5 15
902,4312,0.050000000000000044,0.13259172439575195,0.0003055039996979758,0.002853183075785637,0.7414969990470676,1,0.06666666666666667,0 15
903,4314,0.050000000000000044,0.21899893879890442,0.0003277170326327905,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
904,4316,0.050000000000000044,0.12251240015029907,0.00027361362299416214,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
905,4319,0.050000000000000044,0.4400259852409363,0.00025109347188845277,0.000823172100353986,0.9100697466862188,2,0.13333333333333333,0 13 15
906,4321,0.050000000000000044,0.17167341709136963,0.0003775311924982816,0.0038083093240857124,0.7457163336772752,1,0.06666666666666667,0 15
907,4324,0.050000000000000044,0.3653717041015625,0.00032615500579898554,0.001615811255760491,0.8688283321955966,2,0.13333333333333333,0 5 15
908,4327,0.050000000000000044,0.39458733797073364,0.0002495483495295048,0.0009418653789907694,0.8725352445694836,2,0.13333333333333333,0 5 15
909,4330,0.050000000000000044,0.39458733797073364,0.0002811657711087416,0.0009418653789907694,0.8725352445694836,2,0.13333333333333333,0 5 15
910,4332,0.050000000000000044,0.2495211362838745,0.00038879828935023397,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
911,4334,0.050000000000000044,0.2495211362838745,0.00025489939434919506,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
912,4336,0.050000000000000044,0.23669050633907318,0.000282218650681898,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
913,4341,0.050000000000000044,0.3365219235420227,0.0002897645637858659,0.0009732284815981984,0.8843762293263082,4,0.26666666666666666,0 5 4 9 15
914,4343,0.050000000000000044,0.08240792900323868,0.00039569275395479053,0.003982699941843748,0.6812698549951464,1,0.06666666666666667,0 15
915,4345,0.050000000000000044,0.15564492344856262,0.0003161328349960968,0.0013349374057725072,0.790675773986313,1,0.06666666666666667,0 15
916,4348,0.050000000000000044,0.36670979857444763,0.0002539340008903916,0.0012019076384603977,0.8656082907769116,2,0.13333333333333333,0 13 15
917,4351,0.050000000000000044,0.22300106287002563,0.0002530708055322369,0.002125915139913559,0.8768251535441731,2,0.13333333333333333,0 3 15
918,4360,0.050000000000000044,0.23693400621414185,0.0002969431710274269,0.0008719664765521884,0.9278276451064914,8,0.5333333333333333,12 8 7 14 3 10 6 0 15
919,4363,0.050000000000000044,0.14539802074432373,0.0002485056465957314,0.0013543919194489717,0.8872737571614818,2,0.13333333333333333,0 4 15
920,4365,0.050000000000000044,0.12244947254657745,0.0003797731187660247,0.002852122997865081,0.6947940848036874,1,0.06666666666666667,0 15
921,4367,0.050000000000000044,0.08240792900323868,0.0001925010874401778,0.003982699941843748,0.6812698549951464,1,0.06666666666666667,0 15
922,4369,0.050000000000000044,0.12244947254657745,0.0002485738223185763,0.002852122997865081,0.6947940848036874,1,0.06666666666666667,0 15
923,4373,0.050000000000000044,0.34608691930770874,0.0003460879379417747,0.0012536486610770226,0.8699198037421377,3,0.2,0 13 5 15
924,4376,0.050000000000000044,0.34228184819221497,0.00028951695033659536,0.001554582267999649,0.830379000684417,2,0.13333333333333333,0 5 15
925,4378,0.050000000000000044,0.2005401849746704,0.00031234144989866763,0.003257201984524727,0.7500508179695442,1,0.06666666666666667,0 15
926,4381,0.050000000000000044,0.4385819137096405,0.0002761675665775935,0.0008692104602232575,0.9043948443320787,2,0.13333333333333333,0 4 15
927,4384,0.050000000000000044,0.4385819137096405,0.0002519840491004288,0.0008692104602232575,0.9043948443320787,2,0.13333333333333333,0 4 15
928,4386,0.050000000000000044,0.1711343228816986,0.0002615053817862645,0.002334018237888813,0.8169348388184947,1,0.06666666666666667,0 15
929,4390,0.050000000000000044,0.3321341574192047,0.00030011793205630966,0.0019318595295771956,0.8156007258764133,3,0.2,0 11 4 15
930,4392,0.050000000000000044,0.21899893879890442,0.00023332588898483664,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
931,4395,0.050000000000000044,0.4385819137096405,0.00027400018492092687,0.0008692104602232575,0.9043948443320787,2,0.13333333333333333,0 4 15
932,4397,0.050000000000000044,0.1831447035074234,0.00030806897848378867,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
933,4399,0.050000000000000044,0.1711343228816986,0.00038239796413108706,0.002334018237888813,0.8169348388184947,1,0.06666666666666667,0 15
934,4401,0.050000000000000044,0.43634745478630066,0.00029091908800182864,0.0014195932308211923,0.843334418069239,1,0.06666666666666667,0 15
935,4403,0.050000000000000044,0.18965360522270203,0.00023975310614332557,0.002573377685621381,0.7079943261833531,1,0.06666666666666667,0 15
936,4407,0.050000000000000044,0.42378634214401245,0.0002617958452901803,0.002207238459959626,0.8290586474791223,3,0.2,0 11 13 15
937,4409,0.050000000000000044,0.11503994464874268,0.0002446688886266202,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
938,4412,0.050000000000000044,0.2488272339105606,0.00019811793269279102,0.001987551338970661,0.8668649963875091,2,0.13333333333333333,7 0 15
939,4421,0.050000000000000044,0.22524435818195343,0.0002676588208285264,0.0007793127442710102,0.9318340796175525,8,0.5333333333333333,14 3 2 5 12 6 10 0 15
940,4423,0.050000000000000044,0.1312006413936615,0.0002767797705018893,0.0023328824900090694,0.8432090521284006,1,0.06666666666666667,0 15
941,4426,0.050000000000000044,0.17314985394477844,0.0002650004850390057,0.002431177534162998,0.8122732420313514,2,0.13333333333333333,0 9 15
942,4429,0.050000000000000044,0.3835337162017822,0.00027753864803041023,0.0016781329177320004,0.8546886928512424,2,0.13333333333333333,0 4 15
943,4432,0.050000000000000044,0.3548768162727356,0.0001740834607820337,0.0020282058976590633,0.870114500839241,2,0.13333333333333333,4 0 15
944,4436,0.050000000000000044,0.38006412982940674,0.0002430389758956153,0.0012322368565946817,0.8264123597021761,3,0.2,0 2 14 15
945,4438,0.050000000000000044,0.23669050633907318,0.0002472701162332669,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
946,4440,0.050000000000000044,0.23669050633907318,0.00024979795853141695,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
947,4444,0.050000000000000044,0.32934051752090454,0.00028515483791125007,0.002095742616802454,0.8047867077585491,3,0.2,0 6 8 15
948,4447,0.050000000000000044,0.43850284814834595,0.00019160154139778265,0.0008642302127555013,0.9040675496551852,2,0.13333333333333333,0 8 15
949,4450,0.050000000000000044,0.18056660890579224,0.000258606843999587,0.003720454405993223,0.7640823175240303,2,0.13333333333333333,0 8 15
950,4454,0.050000000000000044,0.3438412547111511,0.0002322344807907939,0.0013628004817292094,0.8611770907060358,3,0.2,0 8 10 15
951,4456,0.050000000000000044,0.2005401849746704,0.0002658005178091116,0.003257201984524727,0.7500508179695442,1,0.06666666666666667,0 15
952,4458,0.050000000000000044,0.16447439789772034,0.00022770382929593325,0.006094321608543396,0.700758538072415,1,0.06666666666666667,0 15
953,4461,0.050000000000000044,0.10987457633018494,0.00022939918077706048,0.00202877726405859,0.8270868749914781,2,0.13333333333333333,0 8 15
954,4464,0.050000000000000044,0.0936330109834671,0.00021319896526013812,0.0011200287844985723,0.9026565061755895,2,0.13333333333333333,0 14 15
955,4466,0.050000000000000044,0.1312006413936615,0.00022689613251714036,0.0023328824900090694,0.8432090521284006,1,0.06666666666666667,0 15
956,4470,0.050000000000000044,0.35629722476005554,0.00021118447693879716,0.0008559779962524772,0.8926549833290075,3,0.2,0 3 5 15
957,4473,0.050000000000000044,0.1761995553970337,0.0002574854976652811,0.002488657832145691,0.8034147431411726,2,0.13333333333333333,14 0 15
958,4476,0.050000000000000044,0.3857109248638153,0.00017888000002130866,0.0018465451430529356,0.8491955669984381,2,0.13333333333333333,0 4 15
959,4486,0.050000000000000044,0.21099981665611267,0.00021636718447552993,0.0008452071342617273,0.9306986779328901,10,0.6666666666666666,3 8 9 2 14 12 7 10 6 0
960,4490,0.050000000000000044,0.3786975145339966,0.00021532188839046285,0.0011470667086541653,0.8856005317638944,3,0.2,0 5 3 15
961,4492,0.050000000000000044,0.13259172439575195,0.00020868600404355675,0.002853183075785637,0.7414969990470676,1,0.06666666666666667,0 15
962,4495,0.050000000000000044,0.39458733797073364,0.00017581027350388467,0.0009418653789907694,0.8725352445694836,2,0.13333333333333333,0 5 15
963,4497,0.050000000000000044,0.11503994464874268,0.00016324737225659192,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
964,4499,0.050000000000000044,0.2495211362838745,0.00022813229588791728,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
965,4501,0.050000000000000044,0.17371436953544617,0.000501173228258267,0.003069466445595026,0.7810428271781072,1,0.06666666666666667,0 15
966,4503,0.050000000000000044,0.300115704536438,0.0006328477757051587,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
967,4505,0.050000000000000044,0.21899893879890442,0.00039620308962184936,0.0019920608028769493,0.789990494813295,1,0.06666666666666667,0 15
968,4508,0.050000000000000044,0.39199480414390564,0.00038560448835293454,0.0009011314250528812,0.8650873561836027,2,0.13333333333333333,0 4 15
969,4510,0.050000000000000044,0.1831447035074234,0.0003640450013335794,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
970,4512,0.050000000000000044,0.1711343228816986,0.0002730842970777303,0.002334018237888813,0.8169348388184947,1,0.06666666666666667,0 15
971,4515,0.050000000000000044,0.12170664966106415,0.0005760305793955922,0.0007680773269385099,0.8749647363577387,2,0.13333333333333333,14 0 15
972,4518,0.050000000000000044,0.15420298278331757,0.0003232241627605011,0.0020105631556361914,0.8565664568497366,2,0.13333333333333333,14 0 15
973,4520,0.050000000000000044,0.2495211362838745,0.0003877925919368863,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
974,4523,0.050000000000000044,0.22247332334518433,0.0003781140937159459,0.0019130224827677011,0.8745012987586676,2,0.13333333333333333,13 0 15
975,4527,0.050000000000000044,0.34697961807250977,0.0003768005408346653,0.0012127594090998173,0.8734005731392063,3,0.2,0 3 13 15
976,4534,0.050000000000000044,0.30680742859840393,0.00031225819839164615,0.0005769438575953245,0.9224051651007781,6,0.4,12 7 9 14 6 0 15
977,4537,0.050000000000000044,0.35901373624801636,0.0002837912276542435,0.0013869155663996935,0.856025873711078,2,0.13333333333333333,0 5 15
978,4539,0.050000000000000044,0.1831447035074234,0.00028139009373262525,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
979,4542,0.050000000000000044,0.35901373624801636,0.00022374240506906062,0.0013869155663996935,0.856025873711078,2,0.13333333333333333,5 0 15
980,4544,0.050000000000000044,0.2495211362838745,0.00030129519291222095,0.002150712301954627,0.7679219787539504,1,0.06666666666666667,0 15
981,4547,0.050000000000000044,0.2860772907733917,0.00035210592128957313,0.0015507377684116364,0.8597589195899745,2,0.13333333333333333,2 0 15
982,4555,0.050000000000000044,0.27857014536857605,0.0002687393607629929,0.0007884309161454439,0.9365697549157704,7,0.4666666666666667,12 9 7 8 3 14 0 15
983,4558,0.050000000000000044,0.24088872969150543,0.00032964952212447923,0.0023624300956726074,0.8354859318945216,2,0.13333333333333333,9 0 15
984,4562,0.050000000000000044,0.35391533374786377,0.00018312472820980474,0.0009180638007819653,0.8981330158735994,3,0.2,3 14 0 15
985,4572,0.050000000000000044,0.2789706885814667,0.00024597869196441025,0.00046110659604892135,0.9547201618109248,9,0.6,12 9 7 14 13 3 10 0 11 15
986,4574,0.050000000000000044,0.300115704536438,0.000212934821320232,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
987,4576,0.050000000000000044,0.11503994464874268,0.00022694684594171122,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
988,4578,0.050000000000000044,0.1831447035074234,0.0002505415104678832,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
989,4580,0.050000000000000044,0.1831447035074234,0.0002497331443009898,0.003824138082563877,0.7307142555142235,1,0.06666666666666667,0 15
990,4585,0.050000000000000044,0.10266147553920746,0.0002530180412577465,0.0010556887136772275,0.9255298015868622,4,0.26666666666666666,6 7 0 5 15
991,4587,0.050000000000000044,0.12244947254657745,0.0003058532311115414,0.002852122997865081,0.6947940848036874,1,0.06666666666666667,0 15
992,4594,0.050000000000000044,0.3071209490299225,0.00026971868231027784,0.0005762364016845822,0.9233002885910333,6,0.4,12 9 7 10 14 0 15
993,4597,0.050000000000000044,0.17851479351520538,0.0003318118688184768,0.001837003044784069,0.796036049945105,2,0.13333333333333333,2 0 15
994,4599,0.050000000000000044,0.23669050633907318,0.0002717399038374424,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
995,4601,0.050000000000000044,0.23669050633907318,0.00031449118978343904,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
996,4603,0.050000000000000044,0.11503994464874268,0.00019108103879261762,0.0028499681502580643,0.7693135804229823,1,0.06666666666666667,0 15
997,4607,0.050000000000000044,0.4290958642959595,0.00023217863417812623,0.0007257985416799784,0.9194684379892457,3,0.2,0 13 2 15
998,4609,0.050000000000000044,0.1823476254940033,0.00017264661437366158,0.004247801844030619,0.6964328202865265,1,0.06666666666666667,0 15
999,4613,0.050000000000000044,0.3710176944732666,0.00023696906646364368,0.0013478315668180585,0.8757410394149643,3,0.2,5 0 13 15
1000,4615,0.050000000000000044,0.12251240015029907,0.00027218664763495326,0.0032903882674872875,0.761178596687975,1,0.06666666666666667,0 15
1001,4617,0.050000000000000044,0.23669050633907318,0.00023527006123913452,0.0034648894798010588,0.7995885665950395,1,0.06666666666666667,0 15
1002,4621,0.050000000000000044,0.38671696186065674,0.00021824988289154135,0.00119421212002635,0.8529400257271904,3,0.2,0 11 13 15
1003,4624,0.050000000000000044,0.44058066606521606,0.00021808525101126483,0.0007094949251040816,0.9120385090551394,2,0.13333333333333333,0 10 15
1004,4626,0.050000000000000044,0.12244947254657745,0.00020158401457592845,0.002852122997865081,0.6947940848036874,1,0.06666666666666667,0 15
1005,4628,0.050000000000000044,0.1823476254940033,0.00026269422960467637,0.004247801844030619,0.6964328202865265,1,0.06666666666666667,0 15
1006,4630,0.050000000000000044,0.08240792900323868,0.00026467107818461955,0.003982699941843748,0.6812698549951464,1,0.06666666666666667,0 15
1007,4634,0.050000000000000044,0.39019930362701416,0.00028638170260819606,0.0010530406143516302,0.8665587612727876,3,0.2,0 3 13 15
1008,4644,0.050000000000000044,0.23537759482860565,0.00021170563850319012,0.0005858824588358402,0.9535295003836843,10,0.6666666666666666,12 9 7 8 14 3 10 6 5 0
1009,4646,0.050000000000000044,0.300115704536438,0.00020593130466295406,0.0023183857556432486,0.8213479642675443,1,0.06666666666666667,0 15
1010,4649,0.050000000000000044,0.3740549683570862,0.0002120896582103645,0.0014869342558085918,0.8377312120231806,2,0.13333333333333333,0 3 15
1011,4652,0.050000000000000044,0.36080968379974365,0.00023241717038520923,0.001237743068486452,0.8487866355613424,2,0.13333333333333333,5 0 15
1012,4654,0.050000000000000044,0.30348581075668335,0.00026628823252394795,0.0027194975409656763,0.7972285267824969,1,0.06666666666666667,0 15
1013,4660,0.050000000000000044,0.28576403856277466,0.00025012833066284657,0.0013631968759000301,0.870976467239233,5,0.3333333333333333,12 7 9 6 0 15
1014,4663,0.050000000000000044,0.44058066606521606,0.000231464538956061,0.0007094949251040816,0.9120385090551394,2,0.13333333333333333,0 10 15
1015,4665,0.050000000000000044,0.08240792900323868,0.00018683847156353295,0.003982699941843748,0.6812698549951464,1,0.06666666666666667,0 15
1016,4667,0.050000000000000044,0.1344224512577057,0.00020456799393286929,0.003237640717998147,0.7251322270458505,1,0.06666666666666667,0 15
1017,4669,0.050000000000000044,0.2642996311187744,0.0001838326279539615,0.003218446159735322,0.7966522244934776,1,0.06666666666666667,0 15
