episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
20,120,0.962,-0.04695384204387665,,0.0009567998349666595,0.917651451716596,7,7,8,0.0,3 2 7 6 1 4 8 10
21,121,0.9616833333333333,0.0,,0.002939391415566206,0.7405864070674878,0,0,1,0.0,10
22,129,0.95915,-0.052076660096645355,0.013340682722628117,0.0005339290364645422,0.9523319588723846,7,7,8,0.0,8 6 2 9 3 5 7 10
23,132,0.9582,0.0998423844575882,0.010882994470496973,0.0016174035845324397,0.8595536009283398,2,2,3,0.0,6 5 10
24,141,0.95535,0.49839460849761963,0.006662398628476594,0.000610654940828681,0.9320328336266643,8,8,9,0.0,6 5 9 8 2 7 4 3 10
25,149,0.9528166666666666,0.3349549472332001,0.003369715384906158,0.0006670730654150248,0.9201456172110493,7,7,8,0.0,5 8 4 2 1 6 7 10
26,150,0.9525,0.0,0.0036904355511069298,0.0013359682634472847,0.7905819052863561,0,0,1,0.0,10
27,153,0.95155,0.2479156106710434,0.0028246098663657904,0.0012548855738714337,0.914879370095401,2,2,3,0.0,2 1 10
28,161,0.9490166666666666,0.39031893014907837,0.00202410998463165,0.0009428391931578517,0.9053348963116777,7,7,8,0.0,5 4 3 9 7 1 8 10
29,170,0.9461666666666667,0.055014073848724365,0.0014047371094218558,0.001060867216438055,0.9348467472723633,8,8,9,0.0,8 5 4 7 3 9 6 2 10
30,172,0.9455333333333333,0.10535883903503418,0.0010963504028040916,0.0021236417815089226,0.8361737951459131,1,1,2,0.0,7 10
31,181,0.9426833333333333,-0.08412367850542068,0.0012473591422248217,0.0006390800699591637,0.930052940595306,8,8,9,0.0,1 5 9 7 8 3 4 6 10
32,190,0.9398333333333333,0.52047199010849,0.001062787668262091,0.00030623964266851544,0.9617493655997706,9,9,10,0.0,2 5 8 4 9 7 1 3 6
33,193,0.9388833333333333,0.29173994064331055,0.0009872890271556873,0.00133374088909477,0.8258013016722574,2,2,3,0.0,5 6 10
34,198,0.9373,0.014608189463615417,0.0008567924262024463,0.000581477303057909,0.9098816992943125,4,4,5,0.0,2 8 6 5 10
35,203,0.9357166666666666,0.5157395601272583,0.0007064202567562461,0.0006904612528160214,0.9238704865649963,4,4,5,0.0,1 7 5 4 10
36,205,0.9350833333333334,0.09276778995990753,0.0007362863107118756,0.0017687708605080843,0.8649125497867923,1,1,2,0.0,6 10
37,211,0.9331833333333334,0.4051320254802704,0.0007115900710535547,0.0009280823869630694,0.8774658549802907,5,5,6,0.0,2 8 9 5 4 10
38,217,0.9312833333333334,0.3499370217323303,0.0006267949405203884,0.0010651031043380499,0.8963047063884001,5,5,6,0.0,2 9 5 4 8 10
39,220,0.9303333333333333,0.13095802068710327,0.0006007951645491024,0.00162213365547359,0.8664899182491509,2,2,3,0.0,9 6 10
40,229,0.9274833333333333,0.1270975023508072,0.0005477484147478309,0.000777876703068614,0.9121661683218941,8,8,9,0.0,3 4 2 6 8 5 9 7 10
41,238,0.9246333333333333,0.10491788387298584,0.0005169251396889902,0.0007509415736421943,0.9156523494495081,9,9,10,0.0,7 3 2 8 9 6 1 5 4
42,241,0.9236833333333333,0.26288145780563354,0.0004222832600741337,0.0014144494198262691,0.8407549256819891,2,2,3,0.0,1 3 10
43,244,0.9227333333333334,0.4294372797012329,0.0006319301513334116,0.0009747499716468155,0.8824637474560851,2,2,3,0.0,2 5 10
44,247,0.9217833333333334,0.3608105778694153,0.00038835644954815507,0.0022186795249581337,0.8280558313789039,2,2,3,0.0,9 8 10
45,255,0.91925,0.4616731107234955,0.0027322687601554208,0.0007388580706901848,0.9144992002869616,7,7,8,0.0,3 2 7 8 9 5 6 10
46,261,0.91735,0.10024481266736984,0.0022431209799833596,0.0008776193717494607,0.9167877388376118,5,5,6,0.0,4 1 9 5 6 10
47,269,0.9148166666666666,0.1979711949825287,0.0012692273667198606,0.00044730486115440726,0.9575257242859898,7,7,8,0.0,1 9 7 8 6 5 4 10
48,270,0.9145,0.0,0.0013907229295000434,0.0023364461958408356,0.8168094685532631,0,0,1,0.0,10
49,272,0.9138666666666666,0.23947091400623322,0.0009927148057613522,0.0018037506379187107,0.8635764370642505,1,1,2,0.0,1 10
50,275,0.9129166666666667,0.17317050695419312,0.0011323796934448183,0.001528312568552792,0.8917947286091009,2,2,3,0.0,4 2 10
51,281,0.9110166666666667,0.11525681614875793,0.0007957927591633052,0.0017288795206695795,0.9081293368904755,5,5,6,0.0,4 3 6 2 8 10
52,282,0.9107000000000001,0.0,0.0007027436513453722,0.0018439533887431026,0.7704608944110688,0,0,1,0.0,10
53,289,0.9084833333333333,0.16095106303691864,0.0007028077878723187,0.0017045026179403067,0.8800527775011221,6,6,7,0.0,4 3 9 1 6 5 10
54,296,0.9062666666666667,-0.04279910773038864,0.0005189952041421618,0.0009319265373051167,0.9069627883656979,6,6,7,0.0,6 5 9 1 4 8 10
55,305,0.9034166666666666,-0.06023438274860382,0.0005291922457723154,0.0003236044431105256,0.9703508401278508,8,8,9,0.0,8 6 3 9 7 4 2 5 10
56,312,0.9012,-0.031229250133037567,0.0005002291166290108,0.0008523078868165612,0.9183239920804549,6,6,7,0.0,5 6 8 2 4 1 10
57,319,0.8989833333333334,0.29204002022743225,0.0004526056000031531,0.0008108820184133947,0.8989721135314949,6,6,7,0.0,7 9 6 2 3 8 10
58,325,0.8970833333333333,0.12094920873641968,0.0004213363378463934,0.0010569022269919515,0.9275550659342838,5,5,6,0.0,6 4 1 7 2 10
59,334,0.8942333333333333,-0.11588288843631744,0.0004473095145335214,0.0010968622518703341,0.9010071717246959,8,8,9,0.0,4 8 3 9 5 6 7 1 10
60,337,0.8932833333333333,0.10193090885877609,0.0004881107500599076,0.0016784032341092825,0.8661917695215284,2,2,3,0.0,3 6 10
61,343,0.8913833333333333,-0.001165628433227539,0.0004080789561461036,0.0010497942566871643,0.9061526693802384,5,5,6,0.0,4 8 2 9 5 10
62,352,0.8885333333333334,0.0371563583612442,0.0003888693786898835,0.0008647748036310077,0.9353518727701711,8,8,9,0.0,4 6 8 9 7 1 5 2 10
63,361,0.8856833333333334,-0.009689465165138245,0.00043652330835660297,0.0007713983068242669,0.9280170600387344,9,9,10,0.0,3 7 6 5 8 9 2 1 4
64,363,0.88505,0.18909883499145508,0.00037423726462293416,0.0012712983880192041,0.8341219818283772,1,1,2,0.0,3 10
65,372,0.8822,-0.13678111135959625,0.0004097751742746267,0.0011738145258277655,0.8697837556620416,8,8,9,0.0,6 3 1 7 2 9 5 8 10
66,381,0.87935,0.511259913444519,0.00035699163951600593,0.0007577711949124932,0.9342862961018695,8,8,9,0.0,2 8 4 6 3 5 9 1 10
67,384,0.8784,0.20074287056922913,0.00028036915076275665,0.0010443658102303743,0.8862871369978194,2,2,3,0.0,7 6 10
68,385,0.8780833333333333,0.0,0.00028607051353901625,0.0028555647004395723,0.7413556939444984,0,0,1,0.0,10
69,394,0.8752333333333333,-0.0839141234755516,0.0003734934822811435,0.0006419804412871599,0.9305972730681106,8,8,9,0.0,2 7 3 6 5 4 8 9 10
70,403,0.8723833333333333,0.16782116889953613,0.00035152096663498215,0.00033794459886848927,0.9672684116858222,9,9,10,0.0,4 7 3 1 5 9 6 2 8
71,405,0.87175,0.22813206911087036,0.00038365431828424335,0.0011937269009649754,0.8500647536444608,1,1,2,0.0,7 10
