episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,k_effective,cost,actions
60,334,0.8942333333333333,-0.2167830616235733,0.0005654338391549471,0.0005826130509376526,0.9502005335408641,8,8,0.8888888888888888,4 8 3 9 5 6 7 1 10
61,337,0.8932833333333333,-0.016757693141698837,0.0005383681952177236,0.0014188329223543406,0.8463242615392602,2,2,0.2222222222222222,3 6 10
62,343,0.8913833333333333,-0.045966193079948425,0.0005237149889580905,0.0009857781697064638,0.9226177036762238,5,5,0.5555555555555556,4 8 2 9 5 10
63,348,0.8898,0.013116240501403809,0.00046820577699691057,0.0008553005172871053,0.9221091950832734,4,4,0.4444444444444444,4 6 5 3 10
64,357,0.88695,0.21895359456539154,0.0004822420143884503,0.0005689263925887644,0.9303289740108281,8,8,0.8888888888888888,1 6 3 5 4 8 9 7 10
65,363,0.88505,-0.20362630486488342,0.0005419957063471278,0.0010590022429823875,0.8798669953692115,5,5,0.5555555555555556,7 4 2 5 3 10
66,372,0.8822,0.3840494155883789,0.0005944367407614158,0.0009034399408847094,0.9219570184009112,8,8,0.8888888888888888,6 3 1 7 2 9 5 8 10
67,381,0.87935,-0.04079602658748627,0.0004284590540919453,0.0004094295436516404,0.9547362031324298,8,8,0.8888888888888888,2 8 4 6 3 5 9 1 10
68,384,0.8784,0.05533663183450699,0.0004806404370659341,0.001506376313045621,0.8633329017479836,2,2,0.2222222222222222,7 6 10
69,385,0.8780833333333333,0.0,0.00035573032801039517,0.0032903882674872875,0.761178596687975,0,0,0.0,10
70,394,0.8752333333333333,-0.018826156854629517,0.0004651696298323158,0.00031106185633689165,0.9708162690296893,8,8,0.8888888888888888,2 7 3 6 5 4 8 9 10
71,403,0.8723833333333333,0.18851548433303833,0.0004454251934981181,0.0005628898506984115,0.9314749112416958,9,9,1.0,4 7 3 1 5 9 6 2 8
72,405,0.87175,0.23186779022216797,0.00047080006333999336,0.0015135204885154963,0.8482875956668697,1,1,0.1111111111111111,7 10
73,406,0.8714333333333333,0.0,0.0004961728700436652,0.002573377685621381,0.7079943261833531,0,0,0.0,10
74,409,0.8704833333333333,0.1786099672317505,0.00040680516394786537,0.000961433514021337,0.9011322410686404,2,2,0.2222222222222222,5 2 10
75,414,0.8689,-0.007430016994476318,0.00047345702769234775,0.0010209940373897552,0.9105649772991606,4,4,0.4444444444444444,4 8 7 6 10
76,416,0.8682666666666667,0.03129344806075096,0.000557355786440894,0.0018200192134827375,0.8062764683939897,1,1,0.1111111111111111,7 10
77,420,0.867,0.4652934670448303,0.00039882973942440003,0.0010145672131329775,0.8835965649764121,3,3,0.3333333333333333,5 2 6 10
78,426,0.8651,-0.16527262330055237,0.0004356495337560773,0.000982759753242135,0.916343630467598,5,5,0.5555555555555556,8 1 7 5 2 10
79,428,0.8644666666666667,0.1578710973262787,0.0005047640006523579,0.0011982002761214972,0.8875442219767432,1,1,0.1111111111111111,2 10
80,429,0.86415,0.0,0.0003547983360476792,0.001579762203618884,0.777240292106032,0,0,0.0,10
81,431,0.8635166666666667,0.07550344616174698,0.00041162679553963244,0.0018998910672962666,0.8532582272008044,1,1,0.1111111111111111,7 10
82,434,0.8625666666666667,0.1457834243774414,0.0004316341558781763,0.0016432695556432009,0.9001633061293189,2,2,0.2222222222222222,9 3 10
83,443,0.8597166666666667,0.2922685444355011,0.0003822618325810052,0.0005672843544743955,0.9562060773443524,8,8,0.8888888888888888,5 8 1 9 3 6 4 2 10
84,451,0.8571833333333333,0.30854305624961853,0.0004167276310909074,0.0005654243286699057,0.9464043425783675,7,7,0.7777777777777778,5 6 2 7 4 1 8 10
85,456,0.8556,0.013116240501403809,0.00040996166062541307,0.0008553005172871053,0.9221091950832734,4,4,0.4444444444444444,4 6 5 3 10
86,462,0.8537,0.10790848731994629,0.0003779013641178608,0.00048685341607779264,0.9464163139161258,5,5,0.5555555555555556,4 5 7 6 1 10
87,464,0.8530666666666666,0.14983822405338287,0.0003442221786826849,0.0017790698911994696,0.8727750632375939,1,1,0.1111111111111111,3 10
88,472,0.8505333333333334,0.3183124363422394,0.0003700974921230227,0.0007498374907299876,0.9406142397102646,7,7,0.7777777777777778,4 6 5 1 7 9 8 10
89,478,0.8486333333333334,-0.011128202080726624,0.00037529659069453675,0.0010771879460662603,0.9364945365118215,5,5,0.5555555555555556,3 4 6 2 5 10
90,484,0.8467333333333333,0.24917557835578918,0.0003545975438707198,0.000774283311329782,0.9101644518400911,5,5,0.5555555555555556,2 1 4 7 8 10
91,492,0.8442000000000001,0.3391827344894409,0.00034301950290682726,0.0006647028494626284,0.9500795303889319,7,7,0.7777777777777778,6 4 9 8 3 5 1 10
92,498,0.8423,-0.21157146990299225,0.00037587894379006076,0.00113786687143147,0.8721402387414903,5,5,0.5555555555555556,2 3 7 5 8 10
93,505,0.8400833333333333,0.35598576068878174,0.0032740157413562493,0.0005785321700386703,0.9552389763198199,6,6,0.6666666666666666,9 4 7 8 3 5 10
94,511,0.8381833333333333,0.2716373801231384,0.0029002204925442734,0.0013471795246005058,0.8656033403002054,5,5,0.5555555555555556,4 9 8 6 5 10
95,516,0.8366,0.007626757025718689,0.0025918647181242703,0.0008973830845206976,0.9188267239917615,4,4,0.4444444444444444,4 9 3 8 10
96,520,0.8353333333333334,0.055707596242427826,0.0026948878075927496,0.0014586671022698283,0.9084360770766007,3,3,0.3333333333333333,6 8 4 10
97,524,0.8340666666666667,0.3164392411708832,0.0025694179930724204,0.0011736383894458413,0.8785467924158157,3,3,0.3333333333333333,8 2 4 10
98,532,0.8315333333333333,0.31745752692222595,0.0021127962390892208,0.0009084769990295172,0.8864508194939702,7,7,0.7777777777777778,1 9 2 7 4 8 6 10
99,537,0.82995,0.2135191261768341,0.0018139014951884746,0.0009219530038535595,0.8833334264428522,4,4,0.4444444444444444,7 3 2 6 10
100,542,0.8283666666666667,-0.119084432721138,0.0018186141271144152,0.0010413096752017736,0.9036709177933465,4,4,0.4444444444444444,9 4 5 1 10
