episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
886,4766,0.050000000000000044,0.5264805555343628,0.00047561937956035964,0.0005368294660001993,0.9353582777357555,9,9,10,0.0,2 8 3 6 4 9 5 1 7
887,4770,0.050000000000000044,0.19187839329242706,0.0005174705656827427,0.0007125287083908916,0.9225120335356659,3,3,4,0.0,5 3 4 10
888,4778,0.050000000000000044,0.3856789767742157,0.00048148809946724214,0.0009493095567449927,0.9022876474647544,7,7,8,0.0,9 1 6 4 3 5 2 10
889,4787,0.050000000000000044,0.38445723056793213,0.00046230517263110314,0.0009240448125638068,0.9058347816416257,8,8,9,0.0,2 8 5 4 3 6 9 1 10
890,4792,0.050000000000000044,0.25013235211372375,0.0004477809183299541,0.00023496562789659947,0.9604296457469818,4,4,5,0.0,1 4 3 5 10
891,4796,0.050000000000000044,0.10751000791788101,0.0005401274029281922,0.0006972261471673846,0.9356720983698592,3,3,4,0.0,4 5 3 10
892,4805,0.050000000000000044,0.5062131285667419,0.00048193720350455906,0.0008757488103583455,0.9434277114195928,8,8,9,0.0,2 9 5 8 3 1 6 4 10
893,4814,0.050000000000000044,0.38299790024757385,0.00042698180509938136,0.0009321386460214853,0.9064327901258055,8,8,9,0.0,9 1 6 8 7 4 3 5 10
894,4819,0.050000000000000044,0.25992366671562195,0.0003813432820606977,0.00035415354068391025,0.9582003313388042,4,4,5,0.0,1 4 3 5 10
895,4825,0.050000000000000044,0.21243268251419067,0.00036540042007497203,0.0008308319374918938,0.9214337244541267,5,5,6,0.0,1 3 8 5 4 10
896,4829,0.050000000000000044,0.09524019807577133,0.0004336604615673423,0.0006769447354599833,0.9249889811281642,3,3,4,0.0,5 3 4 10
897,4835,0.050000000000000044,0.4690779447555542,0.00044553079836380977,0.0006750685861334205,0.9475926403377058,5,5,6,0.0,5 9 3 8 4 10
898,4843,0.050000000000000044,0.42858386039733887,0.0004306820083002094,0.0010233726352453232,0.8822546690153168,7,7,8,0.0,5 9 8 3 4 6 2 10
899,4850,0.050000000000000044,0.3491970896720886,0.00039066031708249023,0.001123726600781083,0.8983092957688994,6,6,7,0.0,5 9 3 2 6 4 10
900,4854,0.050000000000000044,0.1890897899866104,0.0003594001100282185,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,4 3 5 10
901,4858,0.050000000000000044,0.16138248145580292,0.00034884306660387665,0.0011650301748886704,0.8867031143586219,3,3,4,0.0,3 5 4 10
902,4861,0.050000000000000044,0.1055641770362854,0.0004107158456463367,0.0005887477309443057,0.9096496218591751,2,2,3,0.0,7 8 10
903,4866,0.050000000000000044,0.4758046269416809,0.00042449396569281815,0.0003381504211574793,0.9664972652188379,4,4,5,0.0,3 4 5 9 10
904,4874,0.050000000000000044,0.5429849028587341,0.0004368928202893585,0.0005502243875525892,0.9324635983390488,7,7,8,0.0,3 4 5 9 6 1 2 10
905,4878,0.050000000000000044,0.06933696568012238,0.00041160787077387795,0.001283831661567092,0.861458354593032,3,3,4,0.0,5 3 4 10
906,4882,0.050000000000000044,0.18376979231834412,0.000487923294713255,0.0004041102947667241,0.9347659252167598,3,3,4,0.0,1 3 8 10
907,4888,0.050000000000000044,0.42741143703460693,0.0004092322487849742,0.0011080921394750476,0.9103538145208189,5,5,6,0.0,1 3 4 2 5 10
908,4892,0.050000000000000044,0.16138248145580292,0.00038728470826754346,0.0011650301748886704,0.8867031143586219,3,3,4,0.0,5 3 4 10
909,4899,0.050000000000000044,0.4706593155860901,0.0004246379955605205,0.0007760152802802622,0.9506763904117376,6,6,7,0.0,3 4 5 9 2 1 10
910,4903,0.050000000000000044,0.1247473657131195,0.00035556959483074024,0.001280350610613823,0.883502412556397,3,3,4,0.0,8 1 2 10
911,4912,0.050000000000000044,0.3844572603702545,0.0004046911684175332,0.0009240448125638068,0.9058347816416257,8,8,9,0.0,2 8 5 4 9 3 1 6 10
912,4919,0.050000000000000044,0.43795835971832275,0.00046161454104419263,0.000466429308289662,0.9518813480236584,6,6,7,0.0,3 1 4 6 8 5 10
913,4926,0.050000000000000044,0.44526129961013794,0.00035954384449204165,0.000333433534251526,0.9671887475886469,6,6,7,0.0,3 1 4 9 6 5 10
914,4930,0.050000000000000044,0.11958125233650208,0.00034853044053306803,0.0007459187181666493,0.9416358080580742,3,3,4,0.0,5 3 4 10
915,4934,0.050000000000000044,0.07672932744026184,0.00045330785360420123,0.0009904849575832486,0.8990747353126263,3,3,4,0.0,5 3 4 10
916,4938,0.050000000000000044,0.4777257740497589,0.0003815343661699444,0.0004470786079764366,0.9479181067696933,3,3,4,0.0,3 4 5 10
917,4947,0.050000000000000044,0.5351649522781372,0.00043869383646071784,0.0005414488259702921,0.9339400540359593,8,8,9,0.0,2 9 5 8 3 1 4 6 10
918,4952,0.050000000000000044,0.41591233015060425,0.00042847507866099476,0.0009755328064784408,0.9194864227960282,4,4,5,0.0,5 9 4 3 10
919,4960,0.050000000000000044,0.5167943239212036,0.0003697890024341177,0.0008776734466664493,0.9432336064841815,7,7,8,0.0,2 8 5 4 9 3 6 10
920,4965,0.050000000000000044,0.22496604919433594,0.00042673152638599275,0.0007590586901642382,0.9113621345048994,4,4,5,0.0,3 5 6 4 10
921,4969,0.050000000000000044,0.12612538039684296,0.00041300679004052654,0.0017454905901104212,0.8363535951437622,3,3,4,0.0,3 5 4 10
922,4974,0.050000000000000044,0.16639913618564606,0.0003987686010077596,0.00030146329663693905,0.956403461580611,4,4,5,0.0,5 3 6 4 10
923,4979,0.050000000000000044,0.2554064691066742,0.0003502030856907368,0.0007985481061041355,0.9318051968615914,4,4,5,0.0,5 3 6 4 10
924,4983,0.050000000000000044,0.10731006413698196,0.0003362468705745414,0.0013129606377333403,0.9179154419362064,3,3,4,0.0,5 4 3 10
925,4985,0.050000000000000044,0.22959282994270325,0.00039695261511951685,0.0012334322091192007,0.8686781760646245,1,1,2,0.0,5 10
926,4989,0.050000000000000044,0.1759030967950821,0.0004267774784239009,0.0009096288704313338,0.9269010189933953,3,3,4,0.0,5 3 4 10
927,4996,0.050000000000000044,0.4484218955039978,0.0003676677879411727,0.0003301372635178268,0.9681300379149838,6,6,7,0.0,8 3 6 5 7 4 10
928,5005,0.050000000000000044,0.38445723056793213,0.00048629062237321504,0.0009240448125638068,0.9058347816416257,8,8,9,0.0,8 3 6 9 1 2 4 5 10
929,5011,0.050000000000000044,0.46131056547164917,0.0004935946878201017,0.000713591929525137,0.9450598069235204,5,5,6,0.0,3 2 6 5 4 10
930,5016,0.050000000000000044,0.24756202101707458,0.0005106649186927825,0.0006706903805024922,0.9352929691001153,4,4,5,0.0,5 3 6 4 10
931,5022,0.050000000000000044,0.46202248334884644,0.0004208223787524427,0.00033421628177165985,0.9672849233418385,5,5,6,0.0,5 9 4 3 6 10
932,5027,0.050000000000000044,0.47412413358688354,0.0005312411987688393,0.0003525406355038285,0.9669716516675761,4,4,5,0.0,4 3 5 6 10
933,5032,0.050000000000000044,0.2858160734176636,0.000614701840095222,0.0005041981930844486,0.9497746528435264,4,4,5,0.0,5 3 6 4 10
934,5036,0.050000000000000044,0.16138248145580292,0.00046122993080643937,0.0011650301748886704,0.8867031143586219,3,3,4,0.0,5 3 4 10
935,5043,0.050000000000000044,0.3970007598400116,0.00048389619665353427,0.0009562653140164912,0.9042882701021029,6,6,7,0.0,5 7 8 6 3 4 10
936,5050,0.050000000000000044,0.5547482371330261,0.0004523025875511978,0.0005607438506558537,0.9349383981754466,6,6,7,0.0,5 9 8 3 4 6 10
937,5057,0.050000000000000044,0.5590946674346924,0.0004749424655788711,0.0006574311410076916,0.9369152338021434,6,6,7,0.0,3 1 4 2 9 5 10
938,5061,0.050000000000000044,0.1759030967950821,0.000494157153298147,0.0009096288704313338,0.9269010189933953,3,3,4,0.0,5 3 4 10
939,5066,0.050000000000000044,0.4753967821598053,0.0004362805862911046,0.0007237818208523095,0.9440221804926143,4,4,5,0.0,3 6 5 4 10
940,5070,0.050000000000000044,0.1890897899866104,0.00041632661304902285,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,3 4 5 10
941,5075,0.050000000000000044,0.2554064691066742,0.0005100610025692732,0.0007985481061041355,0.9318051968615914,4,4,5,0.0,6 3 5 4 10
942,5083,0.050000000000000044,0.5431645512580872,0.0003828365952358581,0.0005584293976426125,0.9340901452512009,7,7,8,0.0,3 8 4 9 2 5 6 10
943,5089,0.050000000000000044,0.45420345664024353,0.0004467975328831623,0.0004647409659810364,0.951450263082485,5,5,6,0.0,5 9 3 6 4 10
944,5098,0.050000000000000044,0.4521242380142212,0.00043054331197506853,0.0005989361088722944,0.9262345023054572,8,8,9,0.0,3 4 5 6 9 1 2 7 10
945,5103,0.050000000000000044,0.24462014436721802,0.0004902292683254927,0.000679461401887238,0.9335591515944772,4,4,5,0.0,3 1 4 5 10
946,5107,0.050000000000000044,0.11428262293338776,0.0003846543804684188,0.0004913120064884424,0.9460985286517886,3,3,4,0.0,5 3 4 10
947,5114,0.050000000000000044,0.5669128894805908,0.00038097980099597147,0.0006269016885198653,0.939571281055633,6,6,7,0.0,3 1 4 6 7 5 10
948,5118,0.050000000000000044,0.11428262293338776,0.0004427713429322466,0.0004913120064884424,0.9460985286517886,3,3,4,0.0,5 3 4 10
949,5122,0.050000000000000044,0.2767753005027771,0.0004381450344226323,0.00023578456602990627,0.9599719557392895,3,3,4,0.0,5 3 4 10
950,5129,0.050000000000000044,0.5799628496170044,0.0004802670737262815,0.0007472724537365139,0.9443927089396895,6,6,7,0.0,2 5 8 6 4 3 10
951,5133,0.050000000000000044,0.09524019807577133,0.0004468177430680953,0.0006769447354599833,0.9249889811281642,3,3,4,0.0,5 3 4 10
952,5138,0.050000000000000044,0.06956376880407333,0.0004832563339732587,0.0006886467454023659,0.9364799934037376,4,4,5,0.0,5 3 4 2 10
953,5143,0.050000000000000044,0.22278699278831482,0.00048314257292076946,0.0007677990943193436,0.9100548340700895,4,4,5,0.0,1 4 3 5 10
954,5150,0.050000000000000044,0.20036080479621887,0.0005000462198430407,0.0002273729769513011,0.962346828720941,6,6,7,0.0,3 6 7 5 4 2 10
955,5154,0.050000000000000044,0.1890898048877716,0.0004832301056012511,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,5 3 4 10
956,5159,0.050000000000000044,0.22367185354232788,0.0004228026606142521,0.0007629759493283927,0.9104639292915001,4,4,5,0.0,5 3 7 4 10
957,5163,0.050000000000000044,0.06753034144639969,0.0004269112687325105,0.0020754055585712194,0.8796904404823724,3,3,4,0.0,5 9 7 10
958,5168,0.050000000000000044,0.2646740972995758,0.0004077196586877108,0.0003394202794879675,0.9595537763819825,4,4,5,0.0,5 3 4 9 10
959,5173,0.050000000000000044,0.4753967523574829,0.0004198674752842635,0.0007237818208523095,0.9440221804926143,4,4,5,0.0,5 3 6 4 10
960,5180,0.050000000000000044,0.44526124000549316,0.0004186514000009213,0.000333433534251526,0.9671887475886469,6,6,7,0.0,3 6 5 1 4 9 10
961,5185,0.050000000000000044,0.4753967821598053,0.000339111196808517,0.0007237818208523095,0.9440221804926143,4,4,5,0.0,3 6 5 4 10
962,5189,0.050000000000000044,0.11428262293338776,0.0004461432254174724,0.0004913120064884424,0.9460985286517886,3,3,4,0.0,5 3 4 10
963,5193,0.050000000000000044,0.3090759515762329,0.0004036334648844786,0.0005270104738883674,0.9476480485780627,3,3,4,0.0,5 3 4 10
964,5197,0.050000000000000044,0.19460906088352203,0.0004442308927536942,0.00031904428033158183,0.9544529469061408,3,3,4,0.0,5 3 4 10
965,5201,0.050000000000000044,0.06933696568012238,0.0004171173568465747,0.001283831661567092,0.861458354593032,3,3,4,0.0,5 3 4 10
966,5204,0.050000000000000044,0.08941886574029922,0.0003478792981089403,0.0012216682080179453,0.8729719999783387,2,2,3,0.0,5 3 10
967,5208,0.050000000000000044,0.12612538039684296,0.0003712519865075592,0.0017454905901104212,0.8363535951437622,3,3,4,0.0,5 3 4 10
968,5210,0.050000000000000044,0.10797952115535736,0.00034801616857293993,0.000807669828645885,0.8913290838264681,1,1,2,0.0,5 10
969,5219,0.050000000000000044,0.4961155354976654,0.00039390249488254386,0.0008741158526390791,0.9440860008326991,9,9,10,0.0,3 4 5 6 9 1 2 7 8
970,5223,0.050000000000000044,0.10750999301671982,0.0004794871711055748,0.0006972261471673846,0.9356720983698592,3,3,4,0.0,5 3 4 10
971,5230,0.050000000000000044,0.3489220440387726,0.00042582635900803974,0.0011327833635732532,0.8988618140909533,6,6,7,0.0,3 6 8 5 2 4 10
972,5235,0.050000000000000044,0.22496604919433594,0.00034405428450554607,0.0007590586901642382,0.9113621345048994,4,4,5,0.0,6 3 5 4 10
973,5239,0.050000000000000044,0.48632511496543884,0.0003339121685712598,0.0007457327446900308,0.9416614441681702,3,3,4,0.0,3 4 5 10
974,5245,0.050000000000000044,0.23907087743282318,0.00039814665312102687,0.00032626272877678275,0.9594658340519022,5,5,6,0.0,6 3 5 4 1 10
975,5250,0.050000000000000044,0.2475619912147522,0.0004422008933033794,0.0006706903805024922,0.9352929691001153,4,4,5,0.0,6 3 5 4 10
976,5255,0.050000000000000044,0.2475619912147522,0.0007161473738960921,0.0006706903805024922,0.9352929691001153,4,4,5,0.0,6 3 5 4 10
977,5259,0.050000000000000044,0.19187839329242706,0.0006330844335025176,0.0007125287083908916,0.9225120335356659,3,3,4,0.0,4 5 3 10
978,5267,0.050000000000000044,0.45922014117240906,0.0006318337473203428,0.0006067308131605387,0.9246825350805071,7,7,8,0.0,4 8 3 9 2 6 5 10
979,5271,0.050000000000000044,0.1759030967950821,0.0006170716224005446,0.0009096288704313338,0.9269010189933953,3,3,4,0.0,3 4 5 10
980,5276,0.050000000000000044,0.17382702231407166,0.000535952253267169,0.0006527160294353962,0.949433034296977,4,4,5,0.0,5 3 7 4 10
981,5280,0.050000000000000044,0.1890898048877716,0.0005530154448933899,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,5 3 4 10
982,5289,0.050000000000000044,0.5360296964645386,0.0005568521446548402,0.0003254128387197852,0.9577292435482481,8,8,9,0.0,8 3 4 9 1 6 5 7 10
983,5292,0.050000000000000044,0.07734066247940063,0.0005797806467550496,0.0011447758879512548,0.8801634373823258,2,2,3,0.0,1 7 10
984,5296,0.050000000000000044,0.07672932744026184,0.0004994455011910759,0.0009904849575832486,0.8990747353126263,3,3,4,0.0,5 3 4 10
985,5298,0.050000000000000044,0.08469037711620331,0.0005779908824479207,0.002074113581329584,0.813579655510421,1,1,2,0.0,5 10
986,5306,0.050000000000000044,0.546363115310669,0.0005327594699338078,0.0005510098417289555,0.9357224804760089,7,7,8,0.0,2 9 5 6 4 7 3 10
987,5311,0.050000000000000044,0.4670996367931366,0.00051875103963539,0.0004306805203668773,0.9496687146769692,4,4,5,0.0,3 4 6 5 10
988,5315,0.050000000000000044,0.16138248145580292,0.0005007414292776957,0.0011650301748886704,0.8867031143586219,3,3,4,0.0,4 5 3 10
989,5319,0.050000000000000044,0.2757476568222046,0.0005872219408047386,0.0008420562953688204,0.9279354690406892,3,3,4,0.0,5 3 4 10
990,5323,0.050000000000000044,0.20271086692810059,0.000484036143461708,0.0006925154593773186,0.9477242445052734,3,3,4,0.0,5 3 4 10
991,5327,0.050000000000000044,0.28711608052253723,0.00048078341205837205,0.0003561797784641385,0.958056779700142,3,3,4,0.0,5 3 4 10
992,5332,0.050000000000000044,0.28253376483917236,0.0005147390824276954,0.0005198856233619153,0.9481364631057494,4,4,5,0.0,2 5 4 3 10
993,5340,0.050000000000000044,0.4263007342815399,0.00043269192246953025,0.0004484569653868675,0.9529941670428275,7,7,8,0.0,8 3 4 9 1 6 5 10
994,5349,0.050000000000000044,0.3848964273929596,0.00047104608772012096,0.0009265134576708078,0.9069147171733921,8,8,9,0.0,8 3 4 9 1 7 5 2 10
995,5355,0.050000000000000044,0.46360835433006287,0.0004199416483364378,0.0003847168991342187,0.9524195111145163,5,5,6,0.0,8 3 4 9 5 10
996,5358,0.050000000000000044,0.11195927113294601,0.0005087283886192987,0.0013545923866331577,0.9033599740844419,2,2,3,0.0,8 7 10
997,5362,0.050000000000000044,0.09524019807577133,0.0005307203537086025,0.0006769447354599833,0.9249889811281642,3,3,4,0.0,5 3 4 10
998,5367,0.050000000000000044,0.44592055678367615,0.0004954732081387192,0.0010930874850600958,0.9109251534435611,4,4,5,0.0,8 3 4 5 10
999,5371,0.050000000000000044,0.12612538039684296,0.00043198200000915676,0.0017454905901104212,0.8363535951437622,3,3,4,0.0,5 3 4 10
1000,5378,0.050000000000000044,0.4396527409553528,0.000424243717653943,0.00046134600415825844,0.9523627614684395,6,6,7,0.0,5 6 4 9 7 3 10
1001,5384,0.050000000000000044,0.43583622574806213,0.0004111917078262195,0.0010583109688013792,0.9143119983897765,5,5,6,0.0,8 5 9 3 4 10
1002,5388,0.050000000000000044,0.22431716322898865,0.0005143211019458249,0.00039680927875451744,0.9629182144202176,3,3,4,0.0,5 3 4 10
1003,5395,0.050000000000000044,0.4394947290420532,0.000438323722586834,0.001024157158099115,0.882194752766176,6,6,7,0.0,8 5 9 4 6 3 10
1004,5398,0.050000000000000044,0.06988902390003204,0.000527987644697229,0.0016929191770032048,0.812152810952893,2,2,3,0.0,4 3 10
1005,5401,0.050000000000000044,0.11433081328868866,0.0005181947102149328,0.0013132988242432475,0.9046269025161916,2,2,3,0.0,5 3 10
1006,5410,0.050000000000000044,0.3821580708026886,0.00046459459958391055,0.0009314047056250274,0.9053918365012593,8,8,9,0.0,6 4 3 5 1 7 9 2 10
1007,5419,0.050000000000000044,0.5058102607727051,0.00042710713589460484,0.00088233791757375,0.9439990619833135,8,8,9,0.0,9 5 4 6 7 1 3 8 10
1008,5423,0.050000000000000044,0.2624897360801697,0.0004412558992044069,0.0008646699134260416,0.9188100051901145,3,3,4,0.0,3 4 5 10
1009,5430,0.050000000000000044,0.44597047567367554,0.0005512074401069965,0.000698526855558157,0.9448541595238426,6,6,7,0.0,8 3 4 1 6 5 10
1010,5434,0.050000000000000044,0.1759030967950821,0.00040471127431374043,0.0009096288704313338,0.9269010189933953,3,3,4,0.0,4 3 5 10
1011,5438,0.050000000000000044,0.1890898048877716,0.0004705405081040226,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,4 5 3 10
1012,5445,0.050000000000000044,0.43795841932296753,0.0004209269702966724,0.000466429308289662,0.9518813480236584,6,6,7,0.0,8 3 4 1 6 5 10
1013,5448,0.050000000000000044,0.11533927172422409,0.0004949407302774489,0.0019521486246958375,0.89125137407594,2,2,3,0.0,8 7 10
1014,5451,0.050000000000000044,0.10182824730873108,0.000380446823934714,0.0010964535176753998,0.8968866375251701,2,2,3,0.0,8 7 10
1015,5456,0.050000000000000044,0.24886831641197205,0.000358231773134321,0.000837070110719651,0.9284224099835091,4,4,5,0.0,1 4 5 3 10
1016,5460,0.050000000000000044,0.19460906088352203,0.0003852445661323145,0.00031904428033158183,0.9544529469061408,3,3,4,0.0,5 3 4 10
1017,5467,0.050000000000000044,0.35208451747894287,0.00046030090639500746,0.0011156614637002349,0.8998934802611432,6,6,7,0.0,8 3 4 6 9 5 10
1018,5475,0.050000000000000044,0.39185261726379395,0.00041482461892883293,0.0009367419988848269,0.9053251973744239,7,7,8,0.0,8 3 4 6 1 5 9 10
1019,5479,0.050000000000000044,0.28711608052253723,0.0004990047964383848,0.0003561797784641385,0.958056779700142,3,3,4,0.0,5 3 4 10
1020,5487,0.050000000000000044,0.4377889633178711,0.0005053849927207921,0.000991881126537919,0.8860845962599114,7,7,8,0.0,8 3 4 6 7 1 5 10
1021,5490,0.050000000000000044,0.11433081328868866,0.0004409273193838696,0.0013132988242432475,0.9046269025161916,2,2,3,0.0,5 3 10
1022,5498,0.050000000000000044,0.5464503765106201,0.0004393070666992571,0.00032796442974358797,0.9578883394014254,7,7,8,0.0,7 8 4 6 3 1 5 10
1023,5504,0.050000000000000044,0.4845993220806122,0.00064386437588837,0.000801010406576097,0.9501415679804919,5,5,6,0.0,8 3 4 6 5 10
1024,5509,0.050000000000000044,0.25992366671562195,0.0005492345488164573,0.00035415354068391025,0.9582003313388042,4,4,5,0.0,1 4 5 3 10
1025,5517,0.050000000000000044,0.4647257924079895,0.000636965920421062,0.0005936247180216014,0.9261483478135076,7,7,8,0.0,8 3 4 1 2 5 9 10
1026,5520,0.050000000000000044,0.09331946820020676,0.0005479356817280253,0.0012118563754484057,0.8930701623525688,2,2,3,0.0,2 8 10
1027,5525,0.050000000000000044,0.249868243932724,0.0005960431473795325,0.00023457463248632848,0.9602524111319807,4,4,5,0.0,2 5 4 3 10
1028,5532,0.050000000000000044,0.5278801321983337,0.0006111432490537741,0.0008776813629083335,0.9432125974194048,6,6,7,0.0,2 5 8 4 9 3 10
1029,5540,0.050000000000000044,0.5560384392738342,0.0005076022462162655,0.0006269581499509513,0.9398179952405153,7,7,8,0.0,4 3 1 6 8 5 9 10
1030,5547,0.050000000000000044,0.4428696036338806,0.0005281542960022177,0.001010315609164536,0.8830585666842466,6,6,7,0.0,8 3 4 1 6 5 10
1031,5555,0.050000000000000044,0.3905228078365326,0.000571809614484664,0.0009387961472384632,0.9045031549902932,7,7,8,0.0,8 3 4 9 1 2 5 10
1032,5560,0.050000000000000044,0.41388314962387085,0.0004715836374089122,0.000988149200566113,0.9190044138540694,4,4,5,0.0,6 3 4 5 10
1033,5566,0.050000000000000044,0.4908832907676697,0.0005738543307719132,0.0007635295623913407,0.9525509322511738,5,5,6,0.0,8 3 4 9 5 10
1034,5570,0.050000000000000044,0.2718748152256012,0.0004945625405525789,0.0006805580342188478,0.9332163441620599,3,3,4,0.0,5 3 4 10
1035,5573,0.050000000000000044,0.08941886574029922,0.00042410064876700443,0.0012216682080179453,0.8729719999783387,2,2,3,0.0,5 3 10
1036,5578,0.050000000000000044,0.23507246375083923,0.0005170298041775823,0.0008616394479759037,0.9189084983396474,4,4,5,0.0,2 5 4 3 10
1037,5582,0.050000000000000044,0.19460906088352203,0.0005774460587417707,0.00031904428033158183,0.9544529469061408,3,3,4,0.0,5 3 4 10
1038,5587,0.050000000000000044,0.249868243932724,0.00044155227369628846,0.00023457463248632848,0.9602524111319807,4,4,5,0.0,2 4 3 5 10
1039,5591,0.050000000000000044,0.10751000046730042,0.00048296265595126897,0.0006972261471673846,0.9356720983698592,3,3,4,0.0,4 3 5 10
1040,5600,0.050000000000000044,0.5353937745094299,0.00045133416359830234,0.0003234610194340348,0.9567708424630261,8,8,9,0.0,8 3 4 1 2 9 6 5 10
1041,5604,0.050000000000000044,0.1890898048877716,0.0004080830403836444,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,4 5 3 10
1042,5608,0.050000000000000044,0.11958125978708267,0.000585398927796632,0.0007459187181666493,0.9416358080580742,3,3,4,0.0,4 3 5 10
1043,5612,0.050000000000000044,0.4840017557144165,0.0004388402448967099,0.00036596995778381824,0.9654395427027724,3,3,4,0.0,4 3 5 10
1044,5616,0.050000000000000044,0.2757476568222046,0.0005197170030442066,0.0008420562953688204,0.9279354690406892,3,3,4,0.0,4 3 5 10
1045,5621,0.050000000000000044,0.25013235211372375,0.00048574088141322135,0.00023496562789659947,0.9604296457469818,4,4,5,0.0,3 5 4 1 10
1046,5624,0.050000000000000044,0.09444060176610947,0.00039664882933720946,0.0009750102180987597,0.8904179491403909,2,2,3,0.0,4 3 10
1047,5633,0.050000000000000044,0.45832863450050354,0.00039762322881465987,0.0005837412318214774,0.9277698023778504,8,8,9,0.0,8 3 1 2 4 9 6 5 10
1048,5641,0.050000000000000044,0.5403874516487122,0.0004344032895460259,0.0005836102063767612,0.936008738874326,7,7,8,0.0,8 5 2 4 1 3 7 10
1049,5647,0.050000000000000044,0.46027570962905884,0.00045634361837680143,0.0007172896875999868,0.944614465469129,5,5,6,0.0,8 3 4 6 5 10
1050,5652,0.050000000000000044,0.2653455138206482,0.0004183418059255928,0.0003361274139024317,0.9596115387045955,4,4,5,0.0,3 4 5 7 10
1051,5658,0.050000000000000044,0.36510366201400757,0.0004638183017959818,0.0011368700070306659,0.8988275140895997,5,5,6,0.0,8 6 3 4 5 10
1052,5663,0.050000000000000044,0.4670996367931366,0.0004738613381050527,0.0004306805203668773,0.9496687146769692,4,4,5,0.0,6 3 4 5 10
1053,5667,0.050000000000000044,0.20271086692810059,0.0003841783254756592,0.0006925154593773186,0.9477242445052734,3,3,4,0.0,5 3 4 10
1054,5671,0.050000000000000044,0.0806933045387268,0.0005262043050606735,0.0017629207577556372,0.8885672084442323,3,3,4,0.0,5 3 6 10
1055,5679,0.050000000000000044,0.43610912561416626,0.00041646379031590186,0.0009994821157306433,0.885822034114252,7,7,8,0.0,8 7 9 2 4 3 5 10
1056,5683,0.050000000000000044,0.22431716322898865,0.00043631310836644843,0.00039680927875451744,0.9629182144202176,3,3,4,0.0,4 5 3 10
1057,5687,0.050000000000000044,0.22431716322898865,0.0003970154793933034,0.00039680927875451744,0.9629182144202176,3,3,4,0.0,4 5 3 10
1058,5691,0.050000000000000044,0.2497241497039795,0.00043555661250138655,0.0007711935322731733,0.90955268573924,3,3,4,0.0,4 5 3 10
1059,5692,0.050000000000000044,0.0,0.0006056564161553979,0.0027319309301674366,0.7100972338013715,0,0,1,0.0,10
1060,5700,0.050000000000000044,0.4335594177246094,0.0004654296935768798,0.0010059585329145193,0.8842324849913576,7,7,8,0.0,8 3 4 1 9 2 5 10
1061,5706,0.050000000000000044,0.2593889534473419,0.0004358682732951517,0.000499870628118515,0.9506724909142847,5,5,6,0.0,3 9 5 2 4 10
1062,5710,0.050000000000000044,0.22431716322898865,0.0004945343680446967,0.00039680927875451744,0.9629182144202176,3,3,4,0.0,4 5 3 10
1063,5715,0.050000000000000044,0.44592055678367615,0.00041120268870145085,0.0010930874850600958,0.9109251534435611,4,4,5,0.0,8 3 4 5 10
1064,5718,0.050000000000000044,0.10991331189870834,0.00040221128923197586,0.0008190380176529288,0.9144812475327363,2,2,3,0.0,8 7 10
1065,5722,0.050000000000000044,0.3090759515762329,0.00035417272010818124,0.0005270104738883674,0.9476480485780627,3,3,4,0.0,5 3 4 10
1066,5727,0.050000000000000044,0.15624307096004486,0.00046710523311048745,0.0008366544498130679,0.9273538200027452,4,4,5,0.0,4 1 3 5 10
1067,5733,0.050000000000000044,0.46025753021240234,0.00043155930567688,0.0003369564947206527,0.9668286804743244,5,5,6,0.0,4 3 5 1 9 10
1068,5736,0.050000000000000044,0.08369344472885132,0.000484893680550158,0.0015465832548215985,0.830022977848895,2,2,3,0.0,8 7 10
1069,5742,0.050000000000000044,0.21440435945987701,0.00040923045889940113,0.0008237609872594476,0.9228331440623393,5,5,6,0.0,9 5 3 4 6 10
1070,5748,0.050000000000000044,0.25035881996154785,0.0004777045057077582,0.0010330337099730968,0.9202696497282999,5,5,6,0.0,1 5 3 4 7 10
1071,5755,0.050000000000000044,0.4376704692840576,0.000683703414064699,0.001029354170896113,0.8811900093442762,6,6,7,0.0,8 5 2 1 4 3 10
1072,5761,0.050000000000000044,0.434037983417511,0.0006326326886968067,0.0010692942887544632,0.9134927398384539,5,5,6,0.0,8 6 3 5 4 10
1073,5764,0.050000000000000044,0.1055641770362854,0.0005553608352784067,0.0005887477309443057,0.9096496218591751,2,2,3,0.0,8 7 10
1074,5770,0.050000000000000044,0.4005128741264343,0.0005973475441957513,0.0009764599381014705,0.9204629983190408,5,5,6,0.0,5 6 3 7 4 10
1075,5774,0.050000000000000044,0.20108984410762787,0.0005139943677932024,0.0005039464449509978,0.9504095853154639,3,3,4,0.0,7 4 5 10
1076,5778,0.050000000000000044,0.1890898048877716,0.000500141191878356,0.0008415174670517445,0.9271355705439832,3,3,4,0.0,4 5 3 10
