episode,seed,hermite_config,sigma,kernel_size,max_order,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
62,1,sigma_1p0__kernel_9__order_2,1.0,9,2,209,0.9338166666666666,0.26224613189697266,0.0010103137659219403,0.00047694897511973977,0.959780734125414,2,2,3,0.0,3 4 6
63,1,sigma_1p0__kernel_9__order_2,1.0,9,2,210,0.9335,0.0,0.0008219994488172233,0.0026746829971671104,0.792789371044117,0,0,1,0.0,6
64,1,sigma_1p0__kernel_9__order_2,1.0,9,2,211,0.9331833333333334,0.0,0.0011024095583707094,0.002825152827426791,0.8207752047002528,0,0,1,0.0,6
65,1,sigma_1p0__kernel_9__order_2,1.0,9,2,216,0.9316,0.14253215491771698,0.0008947921916842461,0.0006873199017718434,0.9496382234992369,5,5,6,0.0,4 3 5 2 1
66,1,sigma_1p0__kernel_9__order_2,1.0,9,2,218,0.9309666666666667,0.1245068684220314,0.001104363240301609,0.0009999063331633806,0.9221012124550328,1,1,2,0.0,1 6
67,1,sigma_1p0__kernel_9__order_2,1.0,9,2,223,0.9293833333333333,0.13063520193099976,0.0008498399169184267,0.0005213909898884594,0.9506770570659467,5,5,6,0.0,2 1 4 3 5
68,1,sigma_1p0__kernel_9__order_2,1.0,9,2,225,0.92875,0.10135351121425629,0.0007410711841657758,0.0004936701734550297,0.925749589320312,1,1,2,0.0,1 6
69,1,sigma_1p0__kernel_9__order_2,1.0,9,2,229,0.9274833333333333,0.4524729549884796,0.0007645050791325048,0.0004897397593595088,0.9594882269889364,3,3,4,0.0,4 1 3 6
70,1,sigma_1p0__kernel_9__order_2,1.0,9,2,231,0.92685,0.1245068684220314,0.0008576654363423586,0.0009999063331633806,0.9221012124550328,1,1,2,0.0,1 6
71,1,sigma_1p0__kernel_9__order_2,1.0,9,2,233,0.9262166666666667,0.11969932168722153,0.0007767800707370043,0.0006543710478581488,0.9297308259855127,1,1,2,0.0,2 6
72,1,sigma_1p0__kernel_9__order_2,1.0,9,2,238,0.9246333333333333,-0.03773557394742966,0.0008599901804700494,0.0003301151446066797,0.9657235109777711,4,4,5,0.0,2 3 4 5 6
73,1,sigma_1p0__kernel_9__order_2,1.0,9,2,243,0.92305,0.22197088599205017,0.000674198882188648,0.0001059018395608291,0.984426758040571,4,4,5,0.0,2 4 3 5 6
74,1,sigma_1p0__kernel_9__order_2,1.0,9,2,248,0.9214666666666667,0.39850398898124695,0.0007852116483263672,0.0008392449235543609,0.9295983732313662,4,4,5,0.0,3 4 1 2 6
75,1,sigma_1p0__kernel_9__order_2,1.0,9,2,251,0.9205166666666666,0.1654605120420456,0.0029283437761478126,0.0006101408507674932,0.9581127204488206,2,2,3,0.0,3 4 6
76,1,sigma_1p0__kernel_9__order_2,1.0,9,2,255,0.91925,0.16487810015678406,0.0051415953785181046,0.000671840738505125,0.9246032053823987,3,3,4,0.0,3 1 4 6
77,1,sigma_1p0__kernel_9__order_2,1.0,9,2,258,0.9183,0.040190860629081726,0.0027654715813696384,0.0004301169537939131,0.9598116595630272,2,2,3,0.0,4 1 6
78,1,sigma_1p0__kernel_9__order_2,1.0,9,2,263,0.9167166666666666,0.13063520193099976,0.0024417571257799864,0.0005213909898884594,0.9506770570659467,5,5,6,0.0,4 2 5 3 1
79,1,sigma_1p0__kernel_9__order_2,1.0,9,2,264,0.9164,0.0,0.0016620629467070103,0.0022997516207396984,0.8291534932903883,0,0,1,0.0,6
80,1,sigma_1p0__kernel_9__order_2,1.0,9,2,269,0.9148166666666666,0.5583990812301636,0.0017487838631495833,0.00026596305542625487,0.972855068238255,4,4,5,0.0,2 1 5 3 6
81,1,sigma_1p0__kernel_9__order_2,1.0,9,2,274,0.9132333333333333,0.18052229285240173,0.000987318903207779,0.0005218282458372414,0.950624552904213,4,4,5,0.0,2 4 3 5 6
82,1,sigma_1p0__kernel_9__order_2,1.0,9,2,275,0.9129166666666667,0.0,0.0010402908083051443,0.0011304784566164017,0.9181450914401078,0,0,1,0.0,6
83,1,sigma_1p0__kernel_9__order_2,1.0,9,2,277,0.9122833333333333,0.11969932168722153,0.001112371333874762,0.0006543710478581488,0.9297308259855127,1,1,2,0.0,2 6
84,1,sigma_1p0__kernel_9__order_2,1.0,9,2,282,0.9107000000000001,-0.0878005176782608,0.0009138232097029686,0.00012918043648824096,0.9866923918586565,5,5,6,0.0,2 1 5 4 3
85,1,sigma_1p0__kernel_9__order_2,1.0,9,2,285,0.9097500000000001,0.3200957179069519,0.0008707246355091532,0.0005152014782652259,0.9537319436616194,2,2,3,0.0,1 5 6
86,1,sigma_1p0__kernel_9__order_2,1.0,9,2,290,0.9081666666666667,0.16101710498332977,0.000687581580132246,0.00014136696700006723,0.9863999006155697,5,5,6,0.0,5 1 3 4 2
87,1,sigma_1p0__kernel_9__order_2,1.0,9,2,294,0.9069,0.04592999815940857,0.000693125111865811,0.00011563707084860653,0.9869697132944069,3,3,4,0.0,4 5 3 6
88,1,sigma_1p0__kernel_9__order_2,1.0,9,2,299,0.9053166666666667,0.4543358385562897,0.0006555912899784744,0.00040402458398602903,0.9738739719359685,5,5,6,0.0,3 1 5 2 4
89,1,sigma_1p0__kernel_9__order_2,1.0,9,2,304,0.9037333333333334,0.4109562933444977,0.0006073677679523826,0.00030341072124429047,0.9622227869901305,4,4,5,0.0,3 1 5 2 6
90,1,sigma_1p0__kernel_9__order_2,1.0,9,2,308,0.9024666666666666,0.02233882248401642,0.0006606051465496421,0.00024507209309376776,0.9734456656626941,3,3,4,0.0,4 3 1 6
91,1,sigma_1p0__kernel_9__order_2,1.0,9,2,313,0.9008833333333334,0.20949044823646545,0.0006689724163152277,0.00014497878146357834,0.9862669892919191,4,4,5,0.0,1 3 4 5 6
92,1,sigma_1p0__kernel_9__order_2,1.0,9,2,317,0.8996166666666666,0.18345004320144653,0.0006327509327093139,0.0005454885540530086,0.948655255643848,3,3,4,0.0,4 5 1 6
93,1,sigma_1p0__kernel_9__order_2,1.0,9,2,319,0.8989833333333334,0.07575829327106476,0.0006232755549717695,0.0014786127721890807,0.866908831803148,1,1,2,0.0,5 6
94,1,sigma_1p0__kernel_9__order_2,1.0,9,2,324,0.8974,0.2268660068511963,0.0005189590388908982,0.00022937111498322338,0.9765678144876229,4,4,5,0.0,4 5 2 3 6
95,1,sigma_1p0__kernel_9__order_2,1.0,9,2,326,0.8967666666666667,0.08702997118234634,0.0006723846890963614,0.0005190336960367858,0.9465543863039096,1,1,2,0.0,4 6
96,1,sigma_1p0__kernel_9__order_2,1.0,9,2,331,0.8951833333333333,0.061827272176742554,0.0006272041413467377,0.00028641620883718133,0.9680881944798403,4,4,5,0.0,5 3 1 2 6
97,1,sigma_1p0__kernel_9__order_2,1.0,9,2,336,0.8936,0.6233142614364624,0.0005898065748624504,0.00016091778525151312,0.9841738597497646,4,4,5,0.0,5 4 2 3 6
98,1,sigma_1p0__kernel_9__order_2,1.0,9,2,339,0.8926499999999999,0.44184863567352295,0.0004948780018215378,0.000642152619548142,0.9369364166798404,2,2,3,0.0,5 3 6
99,1,sigma_1p0__kernel_9__order_2,1.0,9,2,342,0.8917,0.1792277991771698,0.0005492679192684591,0.0008294755825772882,0.913115315520239,2,2,3,0.0,1 5 6
100,1,sigma_1p0__kernel_9__order_2,1.0,9,2,346,0.8904333333333333,0.0116911381483078,0.0006369609473040327,0.0002047849993687123,0.9767661192293825,3,3,4,0.0,1 3 2 6
101,1,sigma_1p0__kernel_9__order_2,1.0,9,2,351,0.88885,0.6042490005493164,0.0004826372896786779,0.00015950106899254024,0.9843590594783833,5,5,6,0.0,5 2 3 4 1
102,1,sigma_1p0__kernel_9__order_2,1.0,9,2,352,0.8885333333333334,0.0,0.0005307939718477428,0.0015476560220122337,0.8544009318940705,0,0,1,0.0,6
103,1,sigma_1p0__kernel_9__order_2,1.0,9,2,353,0.8882166666666667,0.0,0.0005540520651265979,0.0011481661349534988,0.8678097875875185,0,0,1,0.0,6
104,1,sigma_1p0__kernel_9__order_2,1.0,9,2,358,0.8866333333333334,0.03978988528251648,0.00047980231465771794,0.0001376520813209936,0.9834099957336285,5,5,6,0.0,2 4 1 3 5
105,1,sigma_1p0__kernel_9__order_2,1.0,9,2,363,0.88505,-0.018816262483596802,0.0005550245521590113,0.00013378224684856832,0.986443631023204,4,4,5,0.0,3 2 4 5 6
106,1,sigma_1p0__kernel_9__order_2,1.0,9,2,368,0.8834666666666666,0.5374501347541809,0.0005569673026911915,0.00034784965100698173,0.9687446950625863,5,5,6,0.0,5 3 4 1 2
107,1,sigma_1p0__kernel_9__order_2,1.0,9,2,371,0.8825166666666666,0.25440913438796997,0.0005559316001987705,0.0005552549264393747,0.9588457210948436,2,2,3,0.0,5 3 6
108,1,sigma_1p0__kernel_9__order_2,1.0,9,2,376,0.8809333333333333,-0.023857146501541138,0.0005098863155581057,0.00011469401943031698,0.98698817721516,4,4,5,0.0,5 4 1 3 6
109,1,sigma_1p0__kernel_9__order_2,1.0,9,2,377,0.8806166666666666,0.0,0.0005188649520277977,0.0022997516207396984,0.8291534932903883,0,0,1,0.0,6
110,1,sigma_1p0__kernel_9__order_2,1.0,9,2,379,0.8799833333333333,0.30033445358276367,0.0004301442240830511,0.0010065233800560236,0.9035078517640813,1,1,2,0.0,3 6
111,1,sigma_1p0__kernel_9__order_2,1.0,9,2,384,0.8784,0.16109590232372284,0.0005614888446871191,7.915995956864208e-05,0.9850375777936577,5,5,6,0.0,3 2 4 1 5
112,1,sigma_1p0__kernel_9__order_2,1.0,9,2,389,0.8768166666666667,0.5706616044044495,0.00044441105565056204,0.00013534293975681067,0.9771839583316966,5,5,6,0.0,1 3 2 5 4
113,1,sigma_1p0__kernel_9__order_2,1.0,9,2,391,0.8761833333333333,0.2639580965042114,0.0004828378732781857,0.0007063101511448622,0.9457687625969349,1,1,2,0.0,4 6
114,1,sigma_1p0__kernel_9__order_2,1.0,9,2,393,0.87555,0.06134680658578873,0.0005612441163975745,0.0005868398584425449,0.9416346902849416,1,1,2,0.0,3 6
115,1,sigma_1p0__kernel_9__order_2,1.0,9,2,398,0.8739666666666667,0.07189898192882538,0.0005126018775627017,0.00046869658399373293,0.9538842547733634,4,4,5,0.0,1 4 5 3 6
116,1,sigma_1p0__kernel_9__order_2,1.0,9,2,399,0.87365,0.0,0.000550307915546,0.0010612790938466787,0.8978554962311431,0,0,1,0.0,6
117,1,sigma_1p0__kernel_9__order_2,1.0,9,2,402,0.8727,0.04986705631017685,0.00048114888098401326,0.00041720413719303906,0.9584034609029183,2,2,3,0.0,4 5 6
118,1,sigma_1p0__kernel_9__order_2,1.0,9,2,405,0.87175,0.05928263068199158,0.0005429317243397236,0.000565270078368485,0.9617493440896521,2,2,3,0.0,5 3 6
119,1,sigma_1p0__kernel_9__order_2,1.0,9,2,410,0.8701666666666666,0.4517238438129425,0.0004894650191999972,0.0002711522101890296,0.9798690636291232,5,5,6,0.0,3 5 2 1 4
120,1,sigma_1p0__kernel_9__order_2,1.0,9,2,411,0.86985,0.0,0.00046196661423891783,0.0020808607805520296,0.7826169854900429,0,0,1,0.0,6
121,1,sigma_1p0__kernel_9__order_2,1.0,9,2,416,0.8682666666666667,0.0546688437461853,0.00043729747412726285,0.0004695527895819396,0.9604601468115727,4,4,5,0.0,1 3 2 4 6
122,1,sigma_1p0__kernel_9__order_2,1.0,9,2,419,0.8673166666666667,0.44354361295700073,0.0004093063762411475,0.0008394967298954725,0.9469545501484741,2,2,3,0.0,4 3 6
123,1,sigma_1p0__kernel_9__order_2,1.0,9,2,424,0.8657333333333334,-0.03773556649684906,0.00042698667384684087,0.0003301151446066797,0.9657235109777711,4,4,5,0.0,4 3 5 2 6
124,1,sigma_1p0__kernel_9__order_2,1.0,9,2,428,0.8644666666666667,0.42496946454048157,0.0004988034415873699,0.0007326824706979096,0.9306045642895591,3,3,4,0.0,4 1 2 6
125,1,sigma_1p0__kernel_9__order_2,1.0,9,2,432,0.8632,0.012020789086818695,0.00047803526103962213,0.00027861009584739804,0.9690554406710953,3,3,4,0.0,1 3 5 6
126,1,sigma_1p0__kernel_9__order_2,1.0,9,2,437,0.8616166666666667,0.06150729954242706,0.00038857330800965426,0.00010020502668339759,0.991501499813462,5,5,6,0.0,4 1 5 3 2
127,1,sigma_1p0__kernel_9__order_2,1.0,9,2,440,0.8606666666666667,0.38861915469169617,0.0005083822276598463,0.0011912694899365306,0.9393844424694883,2,2,3,0.0,1 4 6
128,1,sigma_1p0__kernel_9__order_2,1.0,9,2,445,0.8590833333333333,0.10327297449111938,0.0005048168008215725,0.0002913416246883571,0.978467700810268,4,4,5,0.0,2 4 5 3 6
129,1,sigma_1p0__kernel_9__order_2,1.0,9,2,450,0.8575,0.12710735201835632,0.00043497218284755946,0.001248108921572566,0.928735353415843,4,4,5,0.0,4 2 3 1 6
130,1,sigma_1p0__kernel_9__order_2,1.0,9,2,451,0.8571833333333333,0.0,0.0003741317195817828,0.0012056378182023764,0.8928408563695184,0,0,1,0.0,6
131,1,sigma_1p0__kernel_9__order_2,1.0,9,2,453,0.85655,0.053252775222063065,0.0004906203539576381,0.000606580579187721,0.929935085291528,1,1,2,0.0,5 6
132,1,sigma_1p0__kernel_9__order_2,1.0,9,2,455,0.8559166666666667,0.3402990996837616,0.000570087693631649,0.0013542722444981337,0.9097240260679288,1,1,2,0.0,4 6
133,1,sigma_1p0__kernel_9__order_2,1.0,9,2,456,0.8556,0.0,0.0004518563800957054,0.0020808607805520296,0.7826169854900429,0,0,1,0.0,6
134,1,sigma_1p0__kernel_9__order_2,1.0,9,2,459,0.85465,0.3200957179069519,0.0004643772845156491,0.0005152014782652259,0.9537319436616194,2,2,3,0.0,5 1 6
135,1,sigma_1p0__kernel_9__order_2,1.0,9,2,462,0.8537,0.15507228672504425,0.00042282942255648476,0.0004867156967520714,0.9548420228515879,2,2,3,0.0,5 4 6
136,1,sigma_1p0__kernel_9__order_2,1.0,9,2,466,0.8524333333333334,0.17973394691944122,0.00039667062810622156,0.00010492635192349553,0.9911175728304916,3,3,4,0.0,3 4 5 6
137,1,sigma_1p0__kernel_9__order_2,1.0,9,2,468,0.8518,0.04966648295521736,0.0003861114237224683,0.0006769906030967832,0.9313428395568403,1,1,2,0.0,5 6
138,1,sigma_1p0__kernel_9__order_2,1.0,9,2,471,0.85085,0.08055205643177032,0.00047159889557709295,0.00019469985272735357,0.974917552186958,2,2,3,0.0,5 3 6
139,1,sigma_1p0__kernel_9__order_2,1.0,9,2,472,0.8505333333333334,0.0,0.0004856612649746239,0.0010371885728091002,0.8819429104379184,0,0,1,0.0,6
140,1,sigma_1p0__kernel_9__order_2,1.0,9,2,475,0.8495833333333334,0.032008491456508636,0.00043879109822834533,0.0005076037487015128,0.9393469760023881,2,2,3,0.0,4 2 6
141,1,sigma_1p0__kernel_9__order_2,1.0,9,2,476,0.8492666666666666,0.0,0.0004872930876445025,0.0017319965409114957,0.8891542722049139,0,0,1,0.0,6
142,1,sigma_1p0__kernel_9__order_2,1.0,9,2,481,0.8476833333333333,0.5435150861740112,0.0005466022877953947,0.00026785070076584816,0.9713053481296751,5,5,6,0.0,4 2 3 1 5
143,1,sigma_1p0__kernel_9__order_2,1.0,9,2,482,0.8473666666666666,0.0,0.00040298799285665154,0.002031223848462105,0.8132610107804167,0,0,1,0.0,6
144,1,sigma_1p0__kernel_9__order_2,1.0,9,2,484,0.8467333333333333,0.15604844689369202,0.00039085633761715144,0.0002772342413663864,0.9526389875182357,1,1,2,0.0,2 6
145,1,sigma_1p0__kernel_9__order_2,1.0,9,2,489,0.8451500000000001,0.4323948621749878,0.0004362989508081228,0.00020874995971098542,0.973509264722307,5,5,6,0.0,1 5 4 2 3
146,1,sigma_1p0__kernel_9__order_2,1.0,9,2,493,0.8438833333333333,0.004589103162288666,0.00048385294212494045,0.0004558584769256413,0.96605819220988,3,3,4,0.0,5 1 3 6
147,1,sigma_1p0__kernel_9__order_2,1.0,9,2,495,0.84325,0.14780637621879578,0.0005785140383522958,0.0004186356964055449,0.9436479770400152,1,1,2,0.0,4 6
148,1,sigma_1p0__kernel_9__order_2,1.0,9,2,497,0.8426166666666667,0.14025714993476868,0.0005069930339232087,0.0018857376417145133,0.8483197841523094,1,1,2,0.0,5 6
149,1,sigma_1p0__kernel_9__order_2,1.0,9,2,500,0.8416666666666667,0.19846230745315552,0.00041172227550608415,0.0003450324875302613,0.9713003191738151,2,2,3,0.0,4 5 6
150,1,sigma_1p0__kernel_9__order_2,1.0,9,2,503,0.8407166666666667,0.19846230745315552,0.003321142711987098,0.0003450324875302613,0.9713003191738151,2,2,3,0.0,5 4 6
151,1,sigma_1p0__kernel_9__order_2,1.0,9,2,508,0.8391333333333333,-0.10152818262577057,0.002209180314093828,0.000258144544204697,0.9784430868737621,5,5,6,0.0,4 2 3 1 5
152,1,sigma_1p0__kernel_9__order_2,1.0,9,2,510,0.8385,0.3491842448711395,0.0018299055518582463,0.0009983577765524387,0.9042346423821841,1,1,2,0.0,4 6
