episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,k_effective,cost,actions
1,9,0.99715,-0.3922080397605896,,0.00032435840694233775,0.9418037795460606,8,8,0.8888888888888888,2 4 1 3 6 5 8 9 10
2,13,0.9958833333333333,0.3499082624912262,,0.001641782815568149,0.8947336059816704,3,3,0.3333333333333333,6 9 3 10
3,15,0.99525,0.3139503598213196,,0.0015999481547623873,0.8522264220210304,1,1,0.1111111111111111,3 10
4,23,0.9927166666666667,0.3455469012260437,,0.0007323177997022867,0.9542107897479526,7,7,0.7777777777777778,3 7 6 5 1 4 2 10
5,30,0.9905,0.46411600708961487,,0.0007128708530217409,0.9383255882049145,6,6,0.6666666666666666,3 6 8 4 9 2 10
6,39,0.98765,-0.4695297181606293,,0.0003227495471946895,0.9422542529355615,9,9,1.0,4 9 7 3 2 8 1 5 6
7,43,0.9863833333333334,-0.02792184054851532,,0.0012438967823982239,0.8985593384054271,3,3,0.3333333333333333,7 1 8 10
8,44,0.9860666666666666,0.0,,0.002853183075785637,0.7414969990470676,0,0,0.0,10
9,47,0.9851166666666666,0.34997326135635376,,0.0018800413236021996,0.8636380960848116,2,2,0.2222222222222222,6 2 10
10,54,0.9829,0.3663112223148346,,0.0013231018092483282,0.9227314549105133,6,6,0.6666666666666666,7 4 9 1 2 8 10
11,57,0.98195,0.33720076084136963,,0.0017430883599445224,0.894905380417419,2,2,0.2222222222222222,5 6 10
12,59,0.9813166666666666,0.0703786164522171,,0.0036091823130846024,0.7892652449151556,1,1,0.1111111111111111,8 10
13,67,0.9787833333333333,-0.23753777146339417,,0.0017414321191608906,0.84199660503517,7,7,0.7777777777777778,8 6 3 9 7 5 1 10
14,73,0.9768833333333333,0.1191859096288681,,0.0008425233536399901,0.9350967998046087,5,5,0.5555555555555556,5 6 4 2 3 10
15,79,0.9749833333333333,0.274988055229187,,0.0011544128647074103,0.8951188551171214,5,5,0.5555555555555556,4 1 5 2 3 10
16,83,0.9737166666666667,0.33161991834640503,,0.0019317232072353363,0.866556325858718,3,3,0.3333333333333333,6 1 9 10
17,92,0.9708666666666667,-0.23026904463768005,,0.000999124487861991,0.9201696858465601,8,8,0.8888888888888888,9 8 3 5 2 7 1 4 10
18,101,0.9680166666666666,-0.20497283339500427,,0.00044532932224683464,0.9571940156849329,8,8,0.8888888888888888,4 6 2 5 7 3 8 9 10
19,102,0.9677,0.0,,0.0038083093240857124,0.7457163336772752,0,0,0.0,10
20,108,0.9658,0.4657537043094635,,0.00038231845246627927,0.9450580046626249,5,5,0.5555555555555556,9 7 4 6 5 10
21,111,0.96485,0.047489233314991,,0.003237823722884059,0.7985308185866485,2,2,0.2222222222222222,6 9 10
22,118,0.9626333333333333,0.32634711265563965,,0.00033716141479089856,0.9594791735855777,6,6,0.6666666666666666,3 1 8 4 2 6 10
23,125,0.9604166666666667,-0.2576143741607666,,0.00035778022720478475,0.9464885465597,6,6,0.6666666666666666,4 1 9 3 6 2 10
24,134,0.9575666666666667,-0.10071161389350891,0.009260469182793583,0.0003566162195056677,0.956461872431526,9,9,1.0,3 8 5 7 4 6 2 1 9
25,142,0.9550333333333333,-0.046782657504081726,0.005727036856114864,0.0008154003298841417,0.9081014290398848,7,7,0.7777777777777778,8 3 6 4 7 1 9 10
26,146,0.9537666666666667,0.07163165509700775,0.0040670716552995145,0.0022611753083765507,0.8357485211293759,3,3,0.3333333333333333,4 9 1 10
27,155,0.9509166666666666,-0.2763326168060303,0.0033385956711653206,0.0005691624246537685,0.9564310865439076,9,9,1.0,3 5 6 7 8 1 9 4 2
28,159,0.94965,0.06734118610620499,0.002081153099425137,0.0014884080737829208,0.8598131097401365,3,3,0.3333333333333333,9 3 2 10
29,162,0.9487,0.2789715528488159,0.0019915663093949356,0.0022798648569732904,0.839843460937849,2,2,0.2222222222222222,9 2 10
30,171,0.94585,-0.2708909511566162,0.001415586655235125,0.0004373207048047334,0.9572884005612907,9,9,1.0,6 8 2 7 9 5 3 4 1
31,172,0.9455333333333333,0.0,0.0012985942885279655,0.002334018237888813,0.8169348388184947,0,0,0.0,10
32,180,0.9430000000000001,-0.33179453015327454,0.001242929691215977,0.0004444359219633043,0.9473238726114405,7,7,0.7777777777777778,2 1 4 3 6 9 7 10
33,189,0.94015,-0.29212695360183716,0.0010005502392434413,0.0006862235022708774,0.9224581763803889,9,9,1.0,9 7 8 3 5 4 6 2 1
34,193,0.9388833333333333,0.29540151357650757,0.0008560872520320117,0.0008813481545075774,0.910147237437517,3,3,0.3333333333333333,9 2 1 10
35,202,0.9360333333333334,0.18719482421875,0.000888422351433999,0.0017511985497549176,0.878610873069973,8,8,0.8888888888888888,8 5 7 1 2 6 4 9 10
36,209,0.9338166666666666,-0.14278431236743927,0.0007574095964498286,0.0009978718589991331,0.8990229025890655,6,6,0.6666666666666666,3 5 8 7 9 1 10
37,213,0.93255,0.06767897307872772,0.0006861332367407158,0.001085766707547009,0.9302082319747254,3,3,0.3333333333333333,5 3 6 10
38,222,0.9297,-0.29254311323165894,0.000681942539005023,0.0009589410037733614,0.9241511436726335,9,9,1.0,2 3 8 5 9 4 1 6 7
39,230,0.9271666666666667,-0.3174697756767273,0.0006880874570924789,0.00094456976512447,0.9204233768755984,7,7,0.7777777777777778,7 3 2 1 5 6 8 10
40,238,0.9246333333333333,0.31706368923187256,0.0005757466788054444,0.00043218559585511684,0.9557965873041845,7,7,0.7777777777777778,5 3 1 8 7 4 9 10
41,244,0.9227333333333334,-0.17586800456047058,0.0005757468752563,0.0008099168771877885,0.9364694828581724,5,5,0.5555555555555556,1 2 6 7 5 10
42,246,0.9221,0.2873018682003021,0.0006278078944887966,0.001458622980862856,0.9080632996881618,1,1,0.1111111111111111,1 10
43,254,0.9195666666666666,0.3727428913116455,0.0024848589237080887,0.0011734133586287498,0.9268115878052008,7,7,0.7777777777777778,3 4 7 2 9 8 1 10
44,258,0.9183,-0.0591747984290123,0.002400253026280552,0.0006183232762850821,0.9215477908674659,3,3,0.3333333333333333,4 1 9 10
45,259,0.9179833333333334,0.0,0.002088279463350773,0.0027021863497793674,0.7732141219232731,0,0,0.0,10
46,264,0.9164,0.3338969051837921,0.0015649448614567518,0.0006448078202083707,0.928309553620648,4,4,0.4444444444444444,7 2 3 8 10
47,265,0.9160833333333334,0.0,0.0015104555059224367,0.002936835866421461,0.7407296949868255,0,0,0.0,10
48,274,0.9132333333333333,0.18235954642295837,0.001157625384318332,0.0015413134824484587,0.8921966055202144,9,9,1.0,5 1 6 8 7 3 2 4 9
49,283,0.9103833333333333,0.4834892451763153,0.0008313121506944299,0.000620282138697803,0.9500066053994912,8,8,0.8888888888888888,3 5 4 6 2 1 8 9 10
50,291,0.90785,-0.3309038579463959,0.0006520419774460606,0.00034535976010374725,0.9497961610130408,7,7,0.7777777777777778,9 8 1 2 3 7 5 10
51,300,0.905,-0.2278527021408081,0.0006332421584779189,0.0007307766936719418,0.9475547913705551,8,8,0.8888888888888888,1 8 4 3 9 2 7 6 10
52,302,0.9043666666666667,0.05891522765159607,0.0006273299513850361,0.0021661692298948765,0.797616597628232,1,1,0.1111111111111111,9 10
53,308,0.9024666666666666,0.37571460008621216,0.0005914730330308279,0.0009796896483749151,0.9419737255176381,5,5,0.5555555555555556,4 1 2 8 3 10
54,315,0.90025,-0.010463133454322815,0.0005845397868792393,0.0016750916838645935,0.8951880828467476,6,6,0.6666666666666666,6 9 4 8 1 5 10
