episode,global_step,epsilon,scalar_return,loss,mse,ssim,k,k_effective,cost,actions
1,8,0.9974666666666666,-0.19213616847991943,,0.0008803467499092221,0.9116375419387636,7,7,0.7777777777777778,9 5 4 7 6 1 3 10
2,12,0.9962,-0.11374745517969131,,0.0024632413405925035,0.8727926057403493,3,3,0.3333333333333333,2 9 7 10
3,19,0.9939833333333333,-0.25481119751930237,,0.0008358745253644884,0.9238273709232827,6,6,0.6666666666666666,5 7 2 8 4 6 10
4,27,0.99145,-0.03563784062862396,,0.0006761352997273207,0.9250739186063107,7,7,0.7777777777777778,4 7 8 1 3 6 9 10
5,31,0.9901833333333333,-0.06894519925117493,,0.0019464704673737288,0.9085893293712001,3,3,0.3333333333333333,7 6 4 10
6,36,0.9886,-0.13669484853744507,,0.0013030280824750662,0.8804977570220774,4,4,0.4444444444444444,3 1 6 5 10
7,37,0.9882833333333333,0.0,,0.002123134210705757,0.8024349885059169,0,0,0.0,10
8,40,0.9873333333333333,0.4005667567253113,,0.0018395876977592707,0.8848597635288017,2,2,0.2222222222222222,3 2 10
9,42,0.9867,0.08833713084459305,,0.001595725305378437,0.7958671826510452,1,1,0.1111111111111111,1 10
10,51,0.98385,-0.2708909511566162,,0.0004373207048047334,0.9572884005612907,9,9,1.0,5 3 2 6 4 7 1 9 8
11,53,0.9832166666666666,0.19573456048965454,,0.0008657135767862201,0.8540978063602226,1,1,0.1111111111111111,1 10
12,62,0.9803666666666667,0.2056962251663208,,0.0007213626522570848,0.9197463281762728,9,9,1.0,8 6 3 5 7 1 2 9 4
13,71,0.9775166666666667,-0.22340206801891327,,0.001234311843290925,0.9258452933303808,8,8,0.8888888888888888,8 7 5 6 9 1 2 3 10
14,76,0.9759333333333333,-0.10214255005121231,,0.00035791832488030195,0.9464149356738849,4,4,0.4444444444444444,4 9 3 6 10
15,84,0.9734,-0.0002110004425048828,,0.0006216689944267273,0.9440997291830292,7,7,0.7777777777777778,7 6 8 4 3 5 1 10
16,88,0.9721333333333333,0.41316235065460205,,0.0007346005295403302,0.907443233932879,3,3,0.3333333333333333,7 6 5 10
17,94,0.9702333333333333,-0.08312059938907623,,0.0012553178239613771,0.9141816711330102,5,5,0.5555555555555556,9 4 7 1 8 10
18,98,0.9689666666666666,-0.03695806860923767,,0.00142957572825253,0.8866066503184588,3,3,0.3333333333333333,8 3 2 10
19,102,0.9677,0.4322364628314972,,0.000876380130648613,0.9366322098815909,3,3,0.3333333333333333,8 4 3 10
20,111,0.96485,-0.0672903060913086,,0.0003558170283213258,0.9533081674299398,8,8,0.8888888888888888,5 9 1 7 4 8 2 6 10
21,116,0.9632666666666667,0.3665201663970947,,0.0008599220309406519,0.9231766429015488,4,4,0.4444444444444444,3 4 9 6 10
22,120,0.962,-0.030619539320468903,,0.0012285453267395496,0.8915985134274086,3,3,0.3333333333333333,8 6 2 10
23,129,0.95915,0.4463367462158203,0.012869352474808693,0.00030655122827738523,0.9707374561591324,9,9,1.0,5 3 1 7 4 6 2 9 8
24,131,0.9585166666666667,0.1489560604095459,0.012401699554175138,0.00251277768984437,0.8207721866968484,1,1,0.1111111111111111,7 10
25,133,0.9578833333333333,0.04002941772341728,0.009922671131789684,0.0017836694605648518,0.8476207488693749,1,1,0.1111111111111111,4 10
26,139,0.9559833333333333,0.03566266596317291,0.007749682913223903,0.0012723196996375918,0.8654855663282409,5,5,0.5555555555555556,4 9 3 2 8 10
27,141,0.95535,0.3279784917831421,0.005896017653867602,0.002625853754580021,0.7953278319987687,1,1,0.1111111111111111,1 10
28,148,0.9531333333333334,-0.11021047830581665,0.005573147309145757,0.00038434233283624053,0.9314432476384744,6,6,0.6666666666666666,2 4 1 7 9 5 10
29,150,0.9525,0.06062532961368561,0.00478954054415226,0.0011297360761091113,0.8922865877058644,1,1,0.1111111111111111,4 10
30,151,0.9521833333333334,0.0,0.003079682355746627,0.003237640717998147,0.7251322270458505,0,0,0.0,10
31,156,0.9506,-0.1363130807876587,0.0032778738532215357,0.0013272581854835153,0.8947839973921866,4,4,0.4444444444444444,4 1 5 8 10
32,165,0.94775,0.2417985498905182,0.0023317847064592773,0.0005965800955891609,0.9353524377208544,9,9,1.0,1 4 6 8 7 3 5 2 9
33,171,0.94585,-0.11712154000997543,0.001673455679944406,0.0013104365207254887,0.8727846347087912,5,5,0.5555555555555556,2 4 1 8 6 10
34,172,0.9455333333333333,0.0,0.001462429529055953,0.002123134210705757,0.8024349885059169,0,0,0.0,10
35,178,0.9436333333333333,0.08479906618595123,0.001096669235266745,0.0004891410935670137,0.9408563100660882,5,5,0.5555555555555556,5 9 1 3 6 10
36,179,0.9433166666666667,0.0,0.0009593425202183425,0.00443423492833972,0.8034664750460194,0,0,0.0,10
37,183,0.94205,0.16940297186374664,0.0010811611282406375,0.000907931593246758,0.9169935179468993,3,3,0.3333333333333333,2 3 5 10
38,188,0.9404666666666667,0.4388272762298584,0.0010062426095828413,0.0009407330071553588,0.90915965612238,4,4,0.4444444444444444,5 7 9 8 10
39,193,0.9388833333333333,0.027285493910312653,0.0008012982783839106,0.001123709138482809,0.8565821003492182,4,4,0.4444444444444444,9 2 1 7 10
40,195,0.93825,0.07931260019540787,0.0008805085672065616,0.001576390815898776,0.8479372110006297,1,1,0.1111111111111111,2 10
41,199,0.9369833333333334,0.3166344165802002,0.0008177702693501487,0.0013876090524718165,0.9113379234157937,3,3,0.3333333333333333,3 7 8 10
42,208,0.9341333333333334,-0.2967532277107239,0.0007202181990982757,0.0002061943378066644,0.9657234065899101,9,9,1.0,4 8 9 5 1 7 2 3 6
43,215,0.9319166666666667,0.03076978027820587,0.0007118001147838575,0.000869490671902895,0.9413507482597292,6,6,0.6666666666666666,4 9 8 1 7 6 10
44,220,0.9303333333333333,-0.10485127568244934,0.0006141095887869597,0.0009914743714034557,0.9211234338005715,4,4,0.4444444444444444,9 3 8 5 10
45,225,0.92875,0.38630610704421997,0.0006387471570633352,0.0009267110726796091,0.9308407659444174,4,4,0.4444444444444444,2 4 7 5 10
46,229,0.9274833333333333,0.0017592906951904297,0.0006997163000050932,0.0010367290815338492,0.8998594436701498,3,3,0.3333333333333333,5 8 1 10
47,238,0.9246333333333333,0.48412013053894043,0.0006153021499307619,0.0006730165332555771,0.9500856429480202,8,8,0.8888888888888888,2 7 6 3 4 9 1 5 10
48,242,0.9233666666666667,0.3719697594642639,0.000632440103800036,0.002176689449697733,0.8466581865728752,3,3,0.3333333333333333,1 8 2 10
49,246,0.9221,0.15461911261081696,0.0006252799794310704,0.0008142340811900795,0.9077227959513452,3,3,0.3333333333333333,4 8 2 10
50,254,0.9195666666666666,-0.030717194080352783,0.002803067814966198,0.001152909710071981,0.9101744921751737,7,7,0.7777777777777778,2 1 8 5 7 9 6 10
51,256,0.9189333333333334,0.1744457483291626,0.002374945324845612,0.0022530120331794024,0.8331594644036857,1,1,0.1111111111111111,3 10
52,265,0.9160833333333334,-0.09630244970321655,0.0023185217287391424,0.0007898719632066786,0.9395107461070901,9,9,1.0,3 9 6 5 1 7 2 4 8
53,266,0.9157666666666666,0.0,0.002183971693739295,0.004365483298897743,0.6879303724639002,0,0,0.0,10
54,270,0.9145,0.10829034447669983,0.0018359051318839192,0.0010486911050975323,0.8864262423098229,3,3,0.3333333333333333,9 1 4 10
55,278,0.9119666666666667,0.3037495017051697,0.0015663547383155674,0.0006155027076601982,0.9335081196355763,7,7,0.7777777777777778,3 2 7 1 6 4 5 10
56,279,0.91165,0.0,0.001363940304145217,0.002123134210705757,0.8024349885059169,0,0,0.0,10
57,281,0.9110166666666667,0.0316045917570591,0.0012484301696531475,0.0017726975493133068,0.8321077360613238,1,1,0.1111111111111111,2 10
58,290,0.9081666666666667,0.28484275937080383,0.001211844417007847,0.0006159080658107996,0.9413019511206396,8,8,0.8888888888888888,4 5 9 8 2 7 3 1 10
59,297,0.90595,0.3669930696487427,0.0010494351154193282,0.0006656200275756419,0.9478111458625578,6,6,0.6666666666666666,1 4 5 9 7 3 10
60,304,0.9037333333333334,0.3684810698032379,0.0009071137423494033,0.0006511855171993375,0.9479284386430711,6,6,0.6666666666666666,9 3 8 5 2 4 10
61,306,0.9031,0.15498942136764526,0.0008779845375102013,0.0014541057171300054,0.82685870170044,1,1,0.1111111111111111,6 10
62,309,0.90215,0.17899015545845032,0.0010216879503180583,0.0009589267428964376,0.8919144415880214,2,2,0.2222222222222222,7 5 10
63,311,0.9015166666666666,0.15408769249916077,0.0008163494640029967,0.0015999481547623873,0.8522264220210304,1,1,0.1111111111111111,3 10
64,319,0.8989833333333334,-0.16399863362312317,0.0007581676982226782,0.0014104312285780907,0.9236257681523435,7,7,0.7777777777777778,8 5 4 2 6 7 1 10
65,327,0.89645,-0.333013117313385,0.0007645459118066356,0.0008403334650211036,0.9235004273450332,7,7,0.7777777777777778,8 7 1 4 6 9 5 10
66,330,0.8955,-0.03621100261807442,0.0006341347082828482,0.0024746176786720753,0.8729806409309331,2,2,0.2222222222222222,7 2 10
67,331,0.8951833333333333,0.0,0.0008504245197400451,0.0015377991367131472,0.8204179049738628,0,0,0.0,10
68,332,0.8948666666666667,0.0,0.0010355166159570217,0.0027669486589729786,0.7466122237300333,0,0,0.0,10
