method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels,preference_id,preference_name,preference,actions
random,0,17,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0019948105327785015,0.8265588329695209,0.8039793850953574,0.9980051894672215,0.8265588329695209,0.8888888888888888,0.8888888888888888,0 8,H00 H21,8,H21,,,,
random,0,18,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0020333132706582546,0.8090718447803281,0.7425124946166082,0.9979666867293417,0.8090718447803281,0.8888888888888888,0.8888888888888888,0 2,H00 H10,2,H10,,,,
random,0,19,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0018720426596701145,0.8260503636526916,0.8014154802106902,0.9981279573403299,0.8260503636526916,0.8888888888888888,0.8888888888888888,0 5,H00 H20,5,H20,,,,
random,0,0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012178780743852258,0.8824826356346911,0.8694709274609117,0.9987821219256148,0.8824826356346911,0.6666666666666667,0.6666666666666667,0 1 3 8,H00 H01 H02 H21,1 3 8,H01 H02 H21,,,,
random,0,1,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011191738303750753,0.8926536943032611,0.8595058562943491,0.9988808261696249,0.8926536943032611,0.6666666666666667,0.6666666666666667,0 2 4 8,H00 H10 H11 H21,2 4 8,H10 H11 H21,,,,
random,0,2,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001458367332816124,0.8559932462188917,0.8590887461584898,0.9985416326671839,0.8559932462188917,0.6666666666666667,0.6666666666666667,0 3 7 9,H00 H02 H12 H30,3 7 9,H02 H12 H30,,,,
random,0,3,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012789239408448339,0.8768893596932168,0.8490995418486621,0.9987210760591552,0.8768893596932168,0.6666666666666667,0.6666666666666667,0 2 5 7,H00 H10 H20 H12,2 5 7,H10 H20 H12,,,,
random,0,4,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010343550238758326,0.8981555828140266,0.8852784758636778,0.9989656449761242,0.8981555828140266,0.6666666666666667,0.6666666666666667,0 3 4 6,H00 H02 H11 H03,3 4 6,H02 H11 H03,,,,
random,0,5,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011858214857056737,0.8774509405715593,0.8600539151078865,0.9988141785142943,0.8774509405715593,0.6666666666666667,0.6666666666666667,0 1 2 5,H00 H01 H10 H20,1 2 5,H01 H10 H20,,,,
random,0,6,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011457662330940366,0.8944328570656487,0.8660908919733514,0.998854233766906,0.8944328570656487,0.6666666666666667,0.6666666666666667,0 4 8 9,H00 H11 H21 H30,4 8 9,H11 H21 H30,,,,
random,0,7,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0009916489943861961,0.904931983247169,0.8799589604683009,0.9990083510056138,0.904931983247169,0.6666666666666667,0.6666666666666667,0 4 7 8,H00 H11 H12 H21,4 7 8,H11 H12 H21,,,,
random,0,8,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001191108487546444,0.8756388623852119,0.8682075134913513,0.9988088915124536,0.8756388623852119,0.6666666666666667,0.6666666666666667,0 2 5 6,H00 H10 H20 H03,2 5 6,H10 H20 H03,,,,
random,0,9,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001027816440910101,0.896647275592711,0.8972806308476412,0.9989721835590899,0.896647275592711,0.6666666666666667,0.6666666666666667,0 5 6 7,H00 H20 H03 H12,5 6 7,H20 H03 H12,,,,
random,0,10,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011780806817114353,0.8884123399871425,0.8718812758368539,0.9988219193182886,0.8884123399871425,0.6666666666666667,0.6666666666666667,0 1 7 8,H00 H01 H12 H21,1 7 8,H01 H12 H21,,,,
random,0,11,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013009338872507215,0.8683790923533662,0.857078097520402,0.9986990661127493,0.8683790923533662,0.6666666666666667,0.6666666666666667,0 1 5 9,H00 H01 H20 H30,1 5 9,H01 H20 H30,,,,
random,0,12,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013041504425927997,0.8720877581501909,0.8510085683874595,0.9986958495574072,0.8720877581501909,0.6666666666666667,0.6666666666666667,0 2 6 8,H00 H10 H03 H21,2 6 8,H10 H03 H21,,,,
random,0,13,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001191108487546444,0.8756388623852119,0.8682075134913513,0.9988088915124536,0.8756388623852119,0.6666666666666667,0.6666666666666667,0 2 5 6,H00 H10 H20 H03,2 5 6,H10 H20 H03,,,,
random,0,14,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0019222904229536653,0.8278522546825029,0.774314404943167,0.9980777095770463,0.8278522546825029,0.6666666666666667,0.6666666666666667,0 2 7 9,H00 H10 H12 H30,2 7 9,H10 H12 H30,,,,
random,0,15,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012068722862750292,0.8847831692568754,0.8696342983192958,0.998793127713725,0.8847831692568754,0.6666666666666667,0.6666666666666667,0 2 7 8,H00 H10 H12 H21,2 7 8,H10 H12 H21,,,,
random,0,16,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012812539935112,0.8779840102501205,0.8529135897983425,0.9987187460064888,0.8779840102501205,0.6666666666666667,0.6666666666666667,0 2 4 6,H00 H10 H11 H03,2 4 6,H10 H11 H03,,,,
random,0,17,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010374663397669792,0.8945105731593584,0.9004814875361378,0.998962533660233,0.8945105731593584,0.6666666666666667,0.6666666666666667,0 3 5 7,H00 H02 H20 H12,3 5 7,H02 H20 H12,,,,
random,0,18,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010521920630708337,0.8936350637433361,0.8945474099281404,0.9989478079369292,0.8936350637433361,0.6666666666666667,0.6666666666666667,0 3 7 8,H00 H02 H12 H21,3 7 8,H02 H12 H21,,,,
random,0,19,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001430552452802658,0.8591926162453384,0.8580741551034407,0.9985694475471973,0.8591926162453384,0.6666666666666667,0.6666666666666667,0 2 3 9,H00 H10 H02 H30,2 3 9,H10 H02 H30,,,,
random,0,0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0007905688835307956,0.9190278874707988,0.9155074133847974,0.9992094311164692,0.9190278874707988,0.4444444444444444,0.4444444444444444,0 1 3 4 8 9,H00 H01 H02 H11 H21 H30,1 3 4 8 9,H01 H02 H11 H21 H30,,,,
random,0,1,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0012865726603195071,0.8737314970341348,0.8480135640525827,0.9987134273396805,0.8737314970341348,0.4444444444444444,0.4444444444444444,0 1 2 6 8 9,H00 H01 H10 H03 H21 H30,1 2 6 8 9,H01 H10 H03 H21 H30,,,,
random,0,2,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0010675250086933374,0.8887984307923583,0.8767305839983605,0.9989324749913067,0.8887984307923583,0.4444444444444444,0.4444444444444444,0 1 2 3 6 9,H00 H01 H10 H02 H03 H30,1 2 3 6 9,H01 H10 H02 H03 H30,,,,
random,0,3,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0007391900871880352,0.9213430346405038,0.9245080720531887,0.999260809912812,0.9213430346405038,0.4444444444444444,0.4444444444444444,0 2 3 4 5 8,H00 H10 H02 H11 H20 H21,2 3 4 5 8,H10 H02 H11 H20 H21,,,,
random,0,4,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.001120610861107707,0.8945213133706207,0.8741977186463831,0.9988793891388923,0.8945213133706207,0.4444444444444444,0.4444444444444444,0 2 4 6 7 9,H00 H10 H11 H03 H12 H30,2 4 6 7 9,H10 H11 H03 H12 H30,,,,
random,0,5,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009865723550319672,0.9061900948337085,0.882591327530484,0.999013427644968,0.9061900948337085,0.4444444444444444,0.4444444444444444,0 2 4 7 8 9,H00 H10 H11 H12 H21 H30,2 4 7 8 9,H10 H11 H12 H21 H30,,,,
random,0,6,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0007905688835307956,0.9190278874707988,0.9155074133847974,0.9992094311164692,0.9190278874707988,0.4444444444444444,0.4444444444444444,0 1 3 4 8 9,H00 H01 H02 H11 H21 H30,1 3 4 8 9,H01 H02 H11 H21 H30,,,,
random,0,7,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.001103613874875009,0.8958492458451376,0.8681552492093271,0.998896386125125,0.8958492458451376,0.4444444444444444,0.4444444444444444,0 2 4 6 8 9,H00 H10 H11 H03 H21 H30,2 4 6 8 9,H10 H11 H03 H21 H30,,,,
random,0,8,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0007946031983010471,0.9193848004380815,0.9249902717282482,0.999205396801699,0.9193848004380815,0.4444444444444444,0.4444444444444444,0 1 3 4 5 8,H00 H01 H02 H11 H20 H21,1 3 4 5 8,H01 H02 H11 H20 H21,,,,
random,0,9,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008707448141649365,0.9127333252895601,0.9003876685010787,0.9991292551858351,0.9127333252895601,0.4444444444444444,0.4444444444444444,0 1 2 4 5 7,H00 H01 H10 H11 H20 H12,1 2 4 5 7,H01 H10 H11 H20 H12,,,,
random,0,10,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0010350239463150501,0.8987855263559344,0.882497936704704,0.998964976053685,0.8987855263559344,0.4444444444444444,0.4444444444444444,0 1 4 5 8 9,H00 H01 H11 H20 H21 H30,1 4 5 8 9,H01 H11 H20 H21 H30,,,,
random,0,11,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008174818940460682,0.9161878614625523,0.907305822664492,0.9991825181059539,0.9161878614625523,0.4444444444444444,0.4444444444444444,0 2 3 4 7 8,H00 H10 H02 H11 H12 H21,2 3 4 7 8,H10 H02 H11 H12 H21,,,,
random,0,12,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008738543838262558,0.9068101881233606,0.9157566310358612,0.9991261456161737,0.9068101881233606,0.4444444444444444,0.4444444444444444,0 3 5 6 7 9,H00 H02 H20 H03 H12 H30,3 5 6 7 9,H02 H20 H03 H12 H30,,,,
random,0,13,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009206966497004032,0.9071635994152139,0.8930458140125885,0.9990793033502996,0.9071635994152139,0.4444444444444444,0.4444444444444444,0 1 3 4 6 7,H00 H01 H02 H11 H03 H12,1 3 4 6 7,H01 H02 H11 H03 H12,,,,
random,0,14,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0010605334537103772,0.8909957993168751,0.8775322685304137,0.9989394665462896,0.8909957993168751,0.4444444444444444,0.4444444444444444,0 1 2 3 6 7,H00 H01 H10 H02 H03 H12,1 2 3 6 7,H01 H10 H02 H03 H12,,,,
random,0,15,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009518221486359835,0.9029672676863483,0.8937841294539027,0.999048177851364,0.9029672676863483,0.4444444444444444,0.4444444444444444,0 2 3 4 6 7,H00 H10 H02 H11 H03 H12,2 3 4 6 7,H10 H02 H11 H03 H12,,,,
random,0,16,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.00075093301711604,0.9221298643050098,0.9304857555792067,0.999249066982884,0.9221298643050098,0.4444444444444444,0.4444444444444444,0 1 3 4 5 6,H00 H01 H02 H11 H20 H03,1 3 4 5 6,H01 H02 H11 H20 H03,,,,
random,0,17,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0010675250086933374,0.8887984307923583,0.8767305839983605,0.9989324749913067,0.8887984307923583,0.4444444444444444,0.4444444444444444,0 1 2 3 6 9,H00 H01 H10 H02 H03 H30,1 2 3 6 9,H01 H10 H02 H03 H30,,,,
random,0,18,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008709821850061417,0.9068194559191693,0.9142724098357468,0.9991290178149939,0.9068194559191693,0.4444444444444444,0.4444444444444444,0 2 3 5 6 7,H00 H10 H02 H20 H03 H12,2 3 5 6 7,H10 H02 H20 H03 H12,,,,
random,0,19,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009011965594254434,0.9058944786523383,0.9108638414415685,0.9990988034405746,0.9058944786523383,0.4444444444444444,0.4444444444444444,0 1 3 5 7 8,H00 H01 H02 H20 H12 H21,1 3 5 7 8,H01 H02 H20 H12 H21,,,,
random,1,0,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.002431177534162998,0.8122732420313514,0.6671539736067754,0.997568822465837,0.8122732420313514,0.8888888888888888,0.8888888888888888,0 9,H00 H30,9,H30,,,,
random,1,1,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0022876765578985214,0.8398364322674189,0.7367447741212323,0.9977123234421015,0.8398364322674189,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,1,2,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0019894838333129883,0.839338971118085,0.7361329056373285,0.998010516166687,0.839338971118085,0.8888888888888888,0.8888888888888888,0 3,H00 H02,3,H02,,,,
random,1,3,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.002431177534162998,0.8122732420313514,0.6671539736067754,0.997568822465837,0.8122732420313514,0.8888888888888888,0.8888888888888888,0 9,H00 H30,9,H30,,,,
random,1,4,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0022876765578985214,0.8398364322674189,0.7367447741212323,0.9977123234421015,0.8398364322674189,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,1,5,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0021186196245253086,0.8365849448671381,0.7081241118149179,0.9978813803754747,0.8365849448671381,0.8888888888888888,0.8888888888888888,0 7,H00 H12,7,H12,,,,
random,1,6,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0019894838333129883,0.839338971118085,0.7361329056373285,0.998010516166687,0.839338971118085,0.8888888888888888,0.8888888888888888,0 3,H00 H02,3,H02,,,,
random,1,7,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0022876765578985214,0.8398364322674189,0.7367447741212323,0.9977123234421015,0.8398364322674189,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,1,8,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0022876765578985214,0.8398364322674189,0.7367447741212323,0.9977123234421015,0.8398364322674189,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,1,9,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0023672403767704964,0.8345260529221876,0.7575750079983313,0.9976327596232295,0.8345260529221876,0.8888888888888888,0.8888888888888888,0 8,H00 H21,8,H21,,,,
random,1,10,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0025450370740145445,0.8160950589778874,0.681670268296484,0.9974549629259855,0.8160950589778874,0.8888888888888888,0.8888888888888888,0 1,H00 H01,1,H01,,,,
random,1,11,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0025450370740145445,0.8160950589778874,0.681670268296484,0.9974549629259855,0.8160950589778874,0.8888888888888888,0.8888888888888888,0 1,H00 H01,1,H01,,,,
random,1,12,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0022876765578985214,0.8398364322674189,0.7367447741212323,0.9977123234421015,0.8398364322674189,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,1,13,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.002431177534162998,0.8122732420313514,0.6671539736067754,0.997568822465837,0.8122732420313514,0.8888888888888888,0.8888888888888888,0 9,H00 H30,9,H30,,,,
random,1,14,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0025450370740145445,0.8160950589778874,0.681670268296484,0.9974549629259855,0.8160950589778874,0.8888888888888888,0.8888888888888888,0 1,H00 H01,1,H01,,,,
random,1,15,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0021186196245253086,0.8365849448671381,0.7081241118149179,0.9978813803754747,0.8365849448671381,0.8888888888888888,0.8888888888888888,0 7,H00 H12,7,H12,,,,
random,1,16,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0023672403767704964,0.8345260529221876,0.7575750079983313,0.9976327596232295,0.8345260529221876,0.8888888888888888,0.8888888888888888,0 8,H00 H21,8,H21,,,,
random,1,17,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0019894838333129883,0.839338971118085,0.7361329056373285,0.998010516166687,0.839338971118085,0.8888888888888888,0.8888888888888888,0 3,H00 H02,3,H02,,,,
random,1,18,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.002431177534162998,0.8122732420313514,0.6671539736067754,0.997568822465837,0.8122732420313514,0.8888888888888888,0.8888888888888888,0 9,H00 H30,9,H30,,,,
random,1,19,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0027228526305407286,0.8027593275791258,0.6782166174890034,0.9972771473694593,0.8027593275791258,0.8888888888888888,0.8888888888888888,0 6,H00 H03,6,H03,,,,
random,1,0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0014198193093761802,0.8931378779421238,0.8089198580810939,0.9985801806906238,0.8931378779421238,0.6666666666666667,0.6666666666666667,0 3 4 7,H00 H02 H11 H12,3 4 7,H02 H11 H12,,,,
random,1,1,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001583371195010841,0.8859228212629997,0.7913618941649181,0.9984166288049892,0.8859228212629997,0.6666666666666667,0.6666666666666667,0 2 4 7,H00 H10 H11 H12,2 4 7,H10 H11 H12,,,,
random,1,2,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001464997068978846,0.8904941115488478,0.8008658061620171,0.9985350029310212,0.8904941115488478,0.6666666666666667,0.6666666666666667,0 3 4 6,H00 H02 H11 H03,3 4 6,H02 H11 H03,,,,
random,1,3,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0014559407718479633,0.8948995265378822,0.7975756832672058,0.998544059228152,0.8948995265378822,0.6666666666666667,0.6666666666666667,0 1 4 7,H00 H01 H11 H12,1 4 7,H01 H11 H12,,,,
random,1,4,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012700519291684031,0.8989353607121886,0.8365935079951935,0.9987299480708316,0.8989353607121886,0.6666666666666667,0.6666666666666667,0 2 5 6,H00 H10 H20 H03,2 5 6,H10 H20 H03,,,,
random,1,5,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016370727680623531,0.8784467469054794,0.7715914400267839,0.9983629272319376,0.8784467469054794,0.6666666666666667,0.6666666666666667,0 1 6 7,H00 H01 H03 H12,1 6 7,H01 H03 H12,,,,
random,1,6,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0017382679507136345,0.8755316742641606,0.8097925563324557,0.9982617320492864,0.8755316742641606,0.6666666666666667,0.6666666666666667,0 6 8 9,H00 H03 H21 H30,6 8 9,H03 H21 H30,,,,
random,1,7,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0014204673934727907,0.8850640691329551,0.8021982098373039,0.9985795326065272,0.8850640691329551,0.6666666666666667,0.6666666666666667,0 2 5 9,H00 H10 H20 H30,2 5 9,H10 H20 H30,,,,
random,1,8,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0019818288274109364,0.8677247855878755,0.7787411670843445,0.9980181711725891,0.8677247855878755,0.6666666666666667,0.6666666666666667,0 4 6 8,H00 H11 H03 H21,4 6 8,H11 H03 H21,,,,
random,1,9,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016233291244134307,0.880236522134008,0.7689895559654081,0.9983766708755866,0.880236522134008,0.6666666666666667,0.6666666666666667,0 1 2 7,H00 H01 H10 H12,1 2 7,H01 H10 H12,,,,
random,1,10,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0014067764859646559,0.8935724775020064,0.8093359985497032,0.9985932235140353,0.8935724775020064,0.6666666666666667,0.6666666666666667,0 2 3 4,H00 H10 H02 H11,2 3 4,H10 H02 H11,,,,
random,1,11,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0016845455393195152,0.8756052606720278,0.7526651122083489,0.9983154544606805,0.8756052606720278,0.6666666666666667,0.6666666666666667,0 1 2 9,H00 H01 H10 H30,1 2 9,H01 H10 H30,,,,
random,1,12,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0017382679507136345,0.8755316742641606,0.8097925563324557,0.9982617320492864,0.8755316742641606,0.6666666666666667,0.6666666666666667,0 6 8 9,H00 H03 H21 H30,6 8 9,H03 H21 H30,,,,
random,1,13,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012417753459885716,0.8966395197952262,0.8543625150853537,0.9987582246540114,0.8966395197952262,0.6666666666666667,0.6666666666666667,0 3 5 7,H00 H02 H20 H12,3 5 7,H02 H20 H12,,,,
random,1,14,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012347509618848562,0.9004933347883463,0.838696620017821,0.9987652490381151,0.9004933347883463,0.6666666666666667,0.6666666666666667,0 1 2 5,H00 H01 H10 H20,1 2 5,H01 H10 H20,,,,
random,1,15,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013754715910181403,0.8891519518053064,0.8177717782067138,0.9986245284089819,0.8891519518053064,0.6666666666666667,0.6666666666666667,0 2 5 7,H00 H10 H20 H12,2 5 7,H10 H20 H12,,,,
random,1,16,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0017732934793457389,0.8609594527220046,0.7705817585651229,0.9982267065206543,0.8609594527220046,0.6666666666666667,0.6666666666666667,0 3 7 9,H00 H02 H12 H30,3 7 9,H02 H12 H30,,,,
random,1,17,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001638110727071762,0.8741227868372988,0.7833884851107498,0.9983618892729282,0.8741227868372988,0.6666666666666667,0.6666666666666667,0 3 6 9,H00 H02 H03 H30,3 6 9,H02 H03 H30,,,,
