episode,seed,hermite_config,sigma,kernel_size,max_order,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
1,3,sigma_1p0__kernel_9__order_2,1.0,9,2,5,0.9984166666666666,-0.0987882912158966,,0.00013534293975681067,0.9771839583316966,5,5,6,0.0,2 3 1 4 5
2,3,sigma_1p0__kernel_9__order_2,1.0,9,2,10,0.9968333333333333,0.587512731552124,,0.00033691912540234625,0.9785110062601734,4,4,5,0.0,1 4 3 5 6
3,3,sigma_1p0__kernel_9__order_2,1.0,9,2,13,0.9958833333333333,0.43563979864120483,,0.0006284154951572418,0.9411568316884613,2,2,3,0.0,5 2 6
4,3,sigma_1p0__kernel_9__order_2,1.0,9,2,15,0.99525,0.3135484457015991,,0.0011799174826592207,0.9317995696976409,1,1,2,0.0,2 6
5,3,sigma_1p0__kernel_9__order_2,1.0,9,2,20,0.9936666666666667,0.5858900547027588,,0.00022222872939892113,0.9795374109472871,5,5,6,0.0,2 5 4 3 1
6,3,sigma_1p0__kernel_9__order_2,1.0,9,2,23,0.9927166666666667,0.037917815148830414,,0.00033193203853443265,0.9418074901832554,2,2,3,0.0,2 1 6
7,3,sigma_1p0__kernel_9__order_2,1.0,9,2,28,0.9911333333333333,-0.02657383680343628,,0.0003236685588490218,0.971904341534542,4,4,5,0.0,2 4 5 3 6
8,3,sigma_1p0__kernel_9__order_2,1.0,9,2,30,0.9905,0.155115008354187,,0.0009984041098505259,0.9054249167247419,1,1,2,0.0,2 6
9,3,sigma_1p0__kernel_9__order_2,1.0,9,2,32,0.9898666666666667,0.298298180103302,,0.0011614365503191948,0.9154221579237585,1,1,2,0.0,2 6
10,3,sigma_1p0__kernel_9__order_2,1.0,9,2,36,0.9886,0.470178484916687,,0.0007079782662913203,0.9593047053153393,3,3,4,0.0,4 2 1 6
11,3,sigma_1p0__kernel_9__order_2,1.0,9,2,41,0.9870166666666667,0.45172378420829773,,0.0002711522101890296,0.9798690636291232,5,5,6,0.0,1 3 2 5 4
12,3,sigma_1p0__kernel_9__order_2,1.0,9,2,43,0.9863833333333334,0.11969786882400513,,0.0014786127721890807,0.866908831803148,1,1,2,0.0,5 6
13,3,sigma_1p0__kernel_9__order_2,1.0,9,2,44,0.9860666666666666,0.0,,0.002674042247235775,0.7187610580613581,0,0,1,0.0,6
14,3,sigma_1p0__kernel_9__order_2,1.0,9,2,47,0.9851166666666666,0.22531288862228394,,0.0008018948137760162,0.9401933246609997,2,2,3,0.0,4 1 6
15,3,sigma_1p0__kernel_9__order_2,1.0,9,2,50,0.9841666666666666,0.3168520927429199,,0.0009526443900540471,0.9151682938746976,2,2,3,0.0,4 2 6
16,3,sigma_1p0__kernel_9__order_2,1.0,9,2,54,0.9829,0.49800360202789307,,0.0006353504722937942,0.9558196590325212,3,3,4,0.0,1 2 5 6
17,3,sigma_1p0__kernel_9__order_2,1.0,9,2,57,0.98195,0.14683887362480164,,0.0008435813942924142,0.9386159586282746,2,2,3,0.0,3 4 6
18,3,sigma_1p0__kernel_9__order_2,1.0,9,2,59,0.9813166666666666,0.1246737614274025,,0.0007158037042245269,0.927573984092396,1,1,2,0.0,5 6
