episode,seed,hermite_config,sigma,kernel_size,max_order,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
38,0,sigma_1p0__kernel_9__order_3,1.0,9,3,217,0.9312833333333334,0.4059716761112213,0.0007198087647945309,0.00048371031880378723,0.9490543771158643,5,5,6,0.0,2 9 5 4 8 10
39,0,sigma_1p0__kernel_9__order_3,1.0,9,3,220,0.9303333333333333,0.13611219823360443,0.0007065125973895192,0.000886710942722857,0.9191434819618955,2,2,3,0.0,9 6 10
40,0,sigma_1p0__kernel_9__order_3,1.0,9,3,229,0.9274833333333333,0.1962060183286667,0.0006207936934919821,0.0002780583454295993,0.9707297273821837,8,8,9,0.0,3 4 2 6 8 5 9 7 10
41,0,sigma_1p0__kernel_9__order_3,1.0,9,3,238,0.9246333333333333,0.17129062116146088,0.000589643116755825,0.0002678717137314379,0.9717053752060311,9,9,10,0.0,7 3 2 8 9 6 1 5 4
42,0,sigma_1p0__kernel_9__order_3,1.0,9,3,241,0.9236833333333333,0.34228360652923584,0.0005232350085861981,0.0008658201550133526,0.9103486768981081,2,2,3,0.0,1 3 10
43,0,sigma_1p0__kernel_9__order_3,1.0,9,3,244,0.9227333333333334,0.47730371356010437,0.000666198223674049,0.0004982741083949804,0.9407878964430654,2,2,3,0.0,2 5 10
44,0,sigma_1p0__kernel_9__order_3,1.0,9,3,247,0.9217833333333334,0.4133482575416565,0.00042145307331035536,0.001127124298363924,0.9139673099382454,2,2,3,0.0,9 8 10
45,0,sigma_1p0__kernel_9__order_3,1.0,9,3,255,0.91925,0.5300583243370056,0.003154584475851152,0.0003223208477720618,0.9630697784540061,7,7,8,0.0,3 2 7 8 9 5 6 10
46,0,sigma_1p0__kernel_9__order_3,1.0,9,3,261,0.91735,0.13105988502502441,0.002605716115795076,0.00035350717371329665,0.9633972995098365,5,5,6,0.0,4 1 9 5 6 10
47,0,sigma_1p0__kernel_9__order_3,1.0,9,3,269,0.9148166666666666,0.24225081503391266,0.0014308056561276317,0.0001323754695476964,0.9862931909196867,7,7,8,0.0,1 9 7 8 6 5 4 10
48,0,sigma_1p0__kernel_9__order_3,1.0,9,3,270,0.9145,0.0,0.0017073808703571558,0.0012056378182023764,0.8928408563695184,0,0,1,0.0,10
49,0,sigma_1p0__kernel_9__order_3,1.0,9,3,272,0.9138666666666666,0.2770423889160156,0.001195568300317973,0.0009479798609390855,0.9298883305505964,1,1,2,0.0,1 10
50,0,sigma_1p0__kernel_9__order_3,1.0,9,3,275,0.9129166666666667,0.20328226685523987,0.0012958228665714462,0.0006811415660195053,0.9515955737137483,2,2,3,0.0,4 2 10
51,0,sigma_1p0__kernel_9__order_3,1.0,9,3,281,0.9110166666666667,0.16000013053417206,0.0009182725916616619,0.000579642306547612,0.9679195346680606,5,5,6,0.0,4 3 6 2 8 10
52,0,sigma_1p0__kernel_9__order_3,1.0,9,3,282,0.9107000000000001,0.0,0.0006842316943220794,0.0011310902191326022,0.850055396317656,0,0,1,0.0,10
53,0,sigma_1p0__kernel_9__order_3,1.0,9,3,289,0.9084833333333333,0.23310750722885132,0.0007717838494240173,0.0006365930312313139,0.9527297429075989,6,6,7,0.0,4 3 9 1 6 5 10
54,0,sigma_1p0__kernel_9__order_3,1.0,9,3,296,0.9062666666666667,-0.024989977478981018,0.0005639470016051616,0.00042524561285972595,0.9559063338691216,6,6,7,0.0,6 5 9 1 4 8 10
55,0,sigma_1p0__kernel_9__order_3,1.0,9,3,305,0.9034166666666666,-0.03692583739757538,0.0005525260672180189,8.901013643480837e-05,0.992357904984041,8,8,9,0.0,8 6 3 9 7 4 2 5 10
56,0,sigma_1p0__kernel_9__order_3,1.0,9,3,312,0.9012,-0.012502238154411316,0.0004797655066275703,0.00036947126500308514,0.9621072542033071,6,6,7,0.0,5 6 8 2 4 1 10
57,0,sigma_1p0__kernel_9__order_3,1.0,9,3,319,0.8989833333333334,0.3868246376514435,0.0004921835539529898,0.0003642745432443917,0.9569634596743,6,6,7,0.0,7 9 6 2 3 8 10
58,0,sigma_1p0__kernel_9__order_3,1.0,9,3,325,0.8970833333333333,0.14808902144432068,0.0004027110068515564,0.0004110365407541394,0.9702143570259834,5,5,6,0.0,6 4 1 7 2 10
59,0,sigma_1p0__kernel_9__order_3,1.0,9,3,334,0.8942333333333333,-0.08319251984357834,0.00044617846530551714,0.0004963227547705173,0.9558929677490106,8,8,9,0.0,4 8 3 9 5 6 7 1 10
60,0,sigma_1p0__kernel_9__order_3,1.0,9,3,337,0.8932833333333333,0.14484260976314545,0.00047998583371130127,0.0007670667255297303,0.9412847305520678,2,2,3,0.0,3 6 10
61,0,sigma_1p0__kernel_9__order_3,1.0,9,3,343,0.8913833333333333,0.021653085947036743,0.0003974086236363898,0.0004375595599412918,0.9568187366023784,5,5,6,0.0,4 8 2 9 5 10
62,0,sigma_1p0__kernel_9__order_3,1.0,9,3,352,0.8885333333333334,0.052241891622543335,0.0003536203908475323,0.0002154077374143526,0.9822439313572737,9,9,10,0.0,4 6 7 8 2 1 9 3 5
63,0,sigma_1p0__kernel_9__order_3,1.0,9,3,361,0.8856833333333334,0.03289023041725159,0.0004779880012695988,0.000289235234959051,0.9736024184367319,9,9,10,0.0,3 7 6 5 8 9 2 1 4
64,0,sigma_1p0__kernel_9__order_3,1.0,9,3,363,0.88505,0.24558128416538239,0.0004463241493795067,0.0007201321423053741,0.9079266205235128,1,1,2,0.0,3 10
65,0,sigma_1p0__kernel_9__order_3,1.0,9,3,372,0.8822,-0.09776344150304794,0.00042905690174342855,0.0005630505620501935,0.9426807529435856,8,8,9,0.0,6 3 1 7 2 9 5 8 10
66,0,sigma_1p0__kernel_9__order_3,1.0,9,3,381,0.87935,0.569778323173523,0.0003937777526314474,0.00031703224522061646,0.9733865735399029,8,8,9,0.0,2 8 4 6 3 5 9 1 10
67,0,sigma_1p0__kernel_9__order_3,1.0,9,3,384,0.8784,0.23643945157527924,0.0003017176447125773,0.0004981844103895128,0.947371873822989,2,2,3,0.0,7 6 10
68,0,sigma_1p0__kernel_9__order_3,1.0,9,3,385,0.8780833333333333,0.0,0.00023723009508103132,0.0016718236729502678,0.8375962150773736,0,0,1,0.0,10
69,0,sigma_1p0__kernel_9__order_3,1.0,9,3,394,0.8752333333333333,-0.062821164727211,0.0004327493887912068,0.00023596262326464057,0.9707374808231234,8,8,9,0.0,2 7 3 6 5 4 8 9 10
70,0,sigma_1p0__kernel_9__order_3,1.0,9,3,403,0.8723833333333333,0.20526880025863647,0.000407155541728975,9.828113252297044e-05,0.9907218743022642,9,9,10,0.0,4 7 3 1 5 9 6 2 8
71,0,sigma_1p0__kernel_9__order_3,1.0,9,3,405,0.87175,0.291675865650177,0.0003592200228013098,0.0006473676185123622,0.9180280146289808,1,1,2,0.0,7 10
72,0,sigma_1p0__kernel_9__order_3,1.0,9,3,406,0.8714333333333333,0.0,0.00030466460157185793,0.0013044682564213872,0.862803267578591,0,0,1,0.0,10
73,0,sigma_1p0__kernel_9__order_3,1.0,9,3,409,0.8704833333333333,0.22727817296981812,0.0003950083046220243,0.0007278234697878361,0.9205835781610536,2,2,3,0.0,5 2 10
74,0,sigma_1p0__kernel_9__order_3,1.0,9,3,414,0.8689,0.27375468611717224,0.0003521407721564174,0.000324986525811255,0.9692982786936368,4,4,5,0.0,4 8 7 6 10
75,0,sigma_1p0__kernel_9__order_3,1.0,9,3,416,0.8682666666666667,0.13953933119773865,0.0004576501378323883,0.0009786066366359591,0.9106318191243126,1,1,2,0.0,7 10
76,0,sigma_1p0__kernel_9__order_3,1.0,9,3,420,0.867,0.053288139402866364,0.00031842592943576165,0.0008199111325666308,0.9110704132939349,3,3,4,0.0,5 2 6 10
77,0,sigma_1p0__kernel_9__order_3,1.0,9,3,426,0.8651,0.5736909508705139,0.0003844215437614669,0.0003964971983805299,0.9575609350743106,5,5,6,0.0,8 1 7 5 2 10
78,0,sigma_1p0__kernel_9__order_3,1.0,9,3,428,0.8644666666666667,0.11402685940265656,0.00034946188679896295,0.0010219656396657228,0.9112541051791908,1,1,2,0.0,2 10
79,0,sigma_1p0__kernel_9__order_3,1.0,9,3,429,0.86415,0.0,0.00041813787538558245,0.0011536136735230684,0.9010127445552211,0,0,1,0.0,10
80,0,sigma_1p0__kernel_9__order_3,1.0,9,3,431,0.8635166666666667,0.2874405086040497,0.00035266314807813615,0.0004898960469290614,0.923794390560614,1,1,2,0.0,7 10
81,0,sigma_1p0__kernel_9__order_3,1.0,9,3,434,0.8625666666666667,0.11402814090251923,0.00041052125743590295,0.0008693974232301116,0.929940278762586,2,2,3,0.0,9 3 10
82,0,sigma_1p0__kernel_9__order_3,1.0,9,3,443,0.8597166666666667,0.20201647281646729,0.0003637218598871388,0.0002257755259051919,0.9808581033090349,8,8,9,0.0,5 8 1 9 3 6 4 2 10
83,0,sigma_1p0__kernel_9__order_3,1.0,9,3,451,0.8571833333333333,0.4797612130641937,0.00031415456578542944,0.00024366907018702477,0.9822965792151042,7,7,8,0.0,5 6 2 4 7 1 8 10
84,0,sigma_1p0__kernel_9__order_3,1.0,9,3,456,0.8556,0.5524196624755859,0.0003541481040883809,0.0001552785251988098,0.9846139574660415,4,4,5,0.0,4 6 5 3 10
85,0,sigma_1p0__kernel_9__order_3,1.0,9,3,462,0.8537,0.14620037376880646,0.00032557067364299047,0.0003860867000184953,0.9667515151920273,5,5,6,0.0,4 5 7 6 1 10
86,0,sigma_1p0__kernel_9__order_3,1.0,9,3,464,0.8530666666666666,0.16509732604026794,0.00034530994889792055,0.0007107271230779588,0.9194315349268999,1,1,2,0.0,3 10
87,0,sigma_1p0__kernel_9__order_3,1.0,9,3,472,0.8505333333333334,0.23052038252353668,0.00032382802237407304,0.00023060796956997365,0.9833421548042229,7,7,8,0.0,4 6 5 1 7 9 8 10
88,0,sigma_1p0__kernel_9__order_3,1.0,9,3,478,0.8486333333333334,0.5211830139160156,0.0003110889665549621,0.0002654434647411108,0.9805639037302076,5,5,6,0.0,3 4 6 2 5 10
89,0,sigma_1p0__kernel_9__order_3,1.0,9,3,484,0.8467333333333333,0.1618063598871231,0.0002772882532250757,0.0005895672948099673,0.9699677677557103,5,5,6,0.0,2 1 4 7 5 10
90,0,sigma_1p0__kernel_9__order_3,1.0,9,3,492,0.8442000000000001,0.4446690082550049,0.00031811536609893665,0.0002363825187785551,0.9719307852485942,7,7,8,0.0,6 7 9 8 4 3 5 10
91,0,sigma_1p0__kernel_9__order_3,1.0,9,3,498,0.8423,0.4724730849266052,0.0003190925296318407,0.0003790293703787029,0.9693055492554493,5,5,6,0.0,2 3 7 5 8 10
92,0,sigma_1p0__kernel_9__order_3,1.0,9,3,505,0.8400833333333333,-0.010110452771186829,0.0020967136785787132,0.0004918220802210271,0.9483952789293884,6,6,7,0.0,9 4 7 8 1 5 10
93,0,sigma_1p0__kernel_9__order_3,1.0,9,3,511,0.8381833333333333,0.4638851284980774,0.0016993701186341543,0.00036617129808291793,0.974453038466246,5,5,6,0.0,4 9 8 6 5 10
94,0,sigma_1p0__kernel_9__order_3,1.0,9,3,520,0.8353333333333334,0.413269579410553,0.0014096250524744391,0.00039827145519666374,0.9578556943237427,9,9,10,0.0,4 9 3 8 6 5 7 2 1
95,0,sigma_1p0__kernel_9__order_3,1.0,9,3,524,0.8340666666666667,0.1768454611301422,0.0009734280465636402,0.000532185600604862,0.9516935943316903,3,3,4,0.0,8 2 7 10
96,0,sigma_1p0__kernel_9__order_3,1.0,9,3,532,0.8315333333333333,0.09692411124706268,0.000960292003583163,0.00037131289718672633,0.9744805765208676,7,7,8,0.0,1 7 2 8 4 9 6 10
97,0,sigma_1p0__kernel_9__order_3,1.0,9,3,537,0.82995,0.37888339161872864,0.0008342165732756257,0.000754227745346725,0.9238101453226897,4,4,5,0.0,7 3 2 6 10
98,0,sigma_1p0__kernel_9__order_3,1.0,9,3,546,0.8271,0.5042811036109924,0.0007896641359871461,0.00037147593684494495,0.954038445061509,8,8,9,0.0,9 4 5 1 3 6 8 7 10
99,0,sigma_1p0__kernel_9__order_3,1.0,9,3,550,0.8258333333333334,0.39587292075157166,0.0008848714205669239,0.00043667922727763653,0.9490176316674059,3,3,4,0.0,3 4 7 10
100,0,sigma_1p0__kernel_9__order_3,1.0,9,3,557,0.8236166666666667,0.014742009341716766,0.0007480484782718122,0.00024526036577299237,0.9712698102068249,6,6,7,0.0,9 7 5 3 4 8 10
101,0,sigma_1p0__kernel_9__order_3,1.0,9,3,558,0.8233,0.0,0.0008447925793007016,0.001600863877683878,0.8081826047216598,0,0,1,0.0,10
102,0,sigma_1p0__kernel_9__order_3,1.0,9,3,559,0.8229833333333334,0.0,0.0007289443165063858,0.0011222397442907095,0.8815270427716331,0,0,1,0.0,10
103,0,sigma_1p0__kernel_9__order_3,1.0,9,3,563,0.8217166666666667,0.4108853340148926,0.0006479892763309181,0.0004891074495390058,0.9577109084667264,3,3,4,0.0,4 7 2 10
104,0,sigma_1p0__kernel_9__order_3,1.0,9,3,572,0.8188666666666666,0.4284459948539734,0.0006520846638725036,0.0004171483451500535,0.9584387377276574,8,8,9,0.0,2 4 5 7 1 6 8 3 10
105,0,sigma_1p0__kernel_9__order_3,1.0,9,3,581,0.8160166666666667,0.04608234763145447,0.0005890410490489254,0.00014514954818878323,0.9833842798908031,9,9,10,0.0,1 3 6 7 8 5 4 9 2
106,0,sigma_1p0__kernel_9__order_3,1.0,9,3,582,0.8157,0.0,0.0008710860274732113,0.0018314453773200512,0.7879006373170014,0,0,1,0.0,10
107,0,sigma_1p0__kernel_9__order_3,1.0,9,3,591,0.81285,0.501811683177948,0.0006441216941715942,0.0003557624004315585,0.955898276779371,9,9,10,0.0,8 9 3 7 5 2 6 4 1
108,0,sigma_1p0__kernel_9__order_3,1.0,9,3,599,0.8103166666666667,0.5607580542564392,0.0005974988234811462,0.00037148900446482003,0.9590581218389779,7,7,8,0.0,8 5 3 2 1 9 6 10
109,0,sigma_1p0__kernel_9__order_3,1.0,9,3,604,0.8087333333333333,0.1641092151403427,0.0005422727961558848,0.00039034176734276116,0.9660086823133452,4,4,5,0.0,7 1 9 5 10
110,0,sigma_1p0__kernel_9__order_3,1.0,9,3,609,0.80715,0.4264615774154663,0.00041005389066413046,0.0005671105463989079,0.957398667665781,4,4,5,0.0,7 8 9 6 10
111,0,sigma_1p0__kernel_9__order_3,1.0,9,3,615,0.80525,0.23313461244106293,0.0004887005391841134,0.0004082436498720199,0.9693845285459307,5,5,6,0.0,4 6 9 7 1 10
112,0,sigma_1p0__kernel_9__order_3,1.0,9,3,622,0.8030333333333333,0.48677343130111694,0.0005555436530682657,0.0005530884955078363,0.9550091786560349,6,6,7,0.0,4 6 1 8 9 5 10
113,0,sigma_1p0__kernel_9__order_3,1.0,9,3,627,0.80145,0.08240144699811935,0.0005052927299402654,0.0001824932696763426,0.9761219155419879,4,4,5,0.0,6 8 4 3 10
114,0,sigma_1p0__kernel_9__order_3,1.0,9,3,629,0.8008166666666667,0.14606976509094238,0.0004641292616724968,0.002283622045069933,0.8607063029608141,1,1,2,0.0,8 10
115,0,sigma_1p0__kernel_9__order_3,1.0,9,3,632,0.7998666666666667,0.07570856064558029,0.0004549179575406015,0.0009242728119716048,0.8998701619017564,2,2,3,0.0,6 7 10
116,0,sigma_1p0__kernel_9__order_3,1.0,9,3,641,0.7970166666666667,0.07716475427150726,0.000518055247893143,0.00015028304187580943,0.9825928458029252,8,8,9,0.0,6 1 2 9 3 8 4 5 10
117,0,sigma_1p0__kernel_9__order_3,1.0,9,3,642,0.7967,0.0,0.0006043773610144854,0.0016718236729502678,0.8375962150773736,0,0,1,0.0,10
118,0,sigma_1p0__kernel_9__order_3,1.0,9,3,649,0.7944833333333333,0.40215039253234863,0.0004777150004104312,0.0006764489226043224,0.9461985805230249,6,6,7,0.0,6 9 1 8 7 4 10
119,0,sigma_1p0__kernel_9__order_3,1.0,9,3,650,0.7941666666666667,0.0,0.000520855188369751,0.003263943362981081,0.8303306931906627,0,0,1,0.0,10
120,0,sigma_1p0__kernel_9__order_3,1.0,9,3,658,0.7916333333333334,0.560758113861084,0.0005663202136929613,0.00037148900446482003,0.9590581218389779,7,7,8,0.0,9 1 6 2 8 3 5 10
121,0,sigma_1p0__kernel_9__order_3,1.0,9,3,667,0.7887833333333334,0.2020294964313507,0.0004307544246936838,0.00022595078917220235,0.9808750832619479,8,8,9,0.0,4 7 3 9 5 1 2 6 10
122,0,sigma_1p0__kernel_9__order_3,1.0,9,3,674,0.7865666666666666,0.2465009242296219,0.00045517837861552835,0.00029552236082963645,0.9687859477490789,6,6,7,0.0,4 9 2 3 8 5 10
123,0,sigma_1p0__kernel_9__order_3,1.0,9,3,678,0.7853,0.082373708486557,0.0004064355161972344,0.0005039703682996333,0.9546104815614705,3,3,4,0.0,6 4 7 10
124,0,sigma_1p0__kernel_9__order_3,1.0,9,3,687,0.78245,0.5580781102180481,0.0004384412087448355,0.00014230827218852937,0.9811940424932736,8,8,9,0.0,1 9 2 8 7 3 6 5 10
125,0,sigma_1p0__kernel_9__order_3,1.0,9,3,696,0.7796,-0.09032531082630157,0.0004481695003859285,0.0002763218944892287,0.9753459633707858,9,9,10,0.0,1 3 7 9 6 4 8 5 2
126,0,sigma_1p0__kernel_9__order_3,1.0,9,3,703,0.7773833333333333,0.4746061861515045,0.0004507270891086331,0.00046367524191737175,0.9421887447023222,6,6,7,0.0,3 1 8 5 2 7 10
127,0,sigma_1p0__kernel_9__order_3,1.0,9,3,712,0.7745333333333333,0.08300212025642395,0.0005045848310045484,0.00025734383962117136,0.9808119018069346,8,8,9,0.0,1 7 6 4 5 3 9 2 10
128,0,sigma_1p0__kernel_9__order_3,1.0,9,3,721,0.7716833333333333,0.1628943830728531,0.000456745484067748,0.0002711126580834389,0.9704678033995714,8,8,9,0.0,7 6 3 5 9 1 2 8 10
129,0,sigma_1p0__kernel_9__order_3,1.0,9,3,727,0.7697833333333333,0.017896689474582672,0.0004232848441461101,0.0005682435585185885,0.9418588913401299,5,5,6,0.0,3 6 7 5 8 10
130,0,sigma_1p0__kernel_9__order_3,1.0,9,3,730,0.7688333333333334,0.3342741131782532,0.0004830058993926893,0.0008058553794398904,0.9238075539026759,2,2,3,0.0,4 2 10
131,0,sigma_1p0__kernel_9__order_3,1.0,9,3,735,0.76725,0.07389289140701294,0.0005185080459341407,0.00044960714876651764,0.9575570168839623,4,4,5,0.0,4 3 5 2 10
132,0,sigma_1p0__kernel_9__order_3,1.0,9,3,739,0.7659833333333333,0.2254183441400528,0.0004283783709979616,0.00026945280842483044,0.9741904012300738,3,3,4,0.0,4 7 5 10
133,0,sigma_1p0__kernel_9__order_3,1.0,9,3,746,0.7637666666666667,-0.010110467672348022,0.0004522623327959861,0.0004918220802210271,0.9483952789293884,6,6,7,0.0,1 7 9 5 4 8 10
134,0,sigma_1p0__kernel_9__order_3,1.0,9,3,755,0.7609166666666667,0.5523591041564941,0.0013397900782163357,0.00015491657541133463,0.9823457747166279,8,8,9,0.0,9 1 7 4 2 6 5 8 10
135,0,sigma_1p0__kernel_9__order_3,1.0,9,3,763,0.7583833333333333,0.09700442850589752,0.0020299058232922107,0.0005770627176389098,0.9708997032623937,7,7,8,0.0,8 7 2 1 6 4 5 10
136,0,sigma_1p0__kernel_9__order_3,1.0,9,3,766,0.7574333333333333,0.09614817053079605,0.0014588054812823732,0.0009188886033371091,0.927516539805922,2,2,3,0.0,1 4 10
137,0,sigma_1p0__kernel_9__order_3,1.0,9,3,775,0.7545833333333334,0.5049114227294922,0.001355311619893958,0.00040246432763524354,0.9635273918385454,9,9,10,0.0,1 3 6 2 4 8 5 9 7
138,0,sigma_1p0__kernel_9__order_3,1.0,9,3,783,0.75205,0.4465978741645813,0.0012247977283550426,0.00016449042595922947,0.972909815972682,7,7,8,0.0,4 9 6 7 3 1 8 10
139,0,sigma_1p0__kernel_9__order_3,1.0,9,3,785,0.7514166666666666,0.04267871752381325,0.0010383054323028773,0.0009732163744047284,0.9129097734917926,1,1,2,0.0,9 10
140,0,sigma_1p0__kernel_9__order_3,1.0,9,3,786,0.7511,0.0,0.0007659928523935378,0.002473224652931094,0.8109631681998618,0,0,1,0.0,10
141,0,sigma_1p0__kernel_9__order_3,1.0,9,3,791,0.7495166666666666,0.31146252155303955,0.0010404332424513996,0.00023917538055684417,0.9828938242938374,4,4,5,0.0,4 1 7 5 10
142,0,sigma_1p0__kernel_9__order_3,1.0,9,3,799,0.7469833333333333,0.10984119772911072,0.0010736998738138936,0.00014468120934907347,0.982412679672383,7,7,8,0.0,7 8 2 5 3 4 9 10
143,0,sigma_1p0__kernel_9__order_3,1.0,9,3,800,0.7466666666666667,0.0,0.0008629346848465502,0.003263943362981081,0.8303306931906627,0,0,1,0.0,10
