method,image_id,repeat,k_budget,k,k_total,k_effective,cost,k_norm,k_norm_effective,mse,ssim,edge_corr,obj_mse,obj_ssim,obj_cost,obj_k,selected_indices,selected_labels,selected_detail_indices,selected_detail_labels,preference_id,preference_name,preference,actions
random,0,13,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0018176216399297118,0.8245035325499267,0.8512730603034993,0.9981823783600703,0.8245035325499267,0.8888888888888888,0.8888888888888888,0 8,H00 H21,8,H21,,,,
random,0,14,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0015645247185602784,0.8433240845613403,0.8150286536931863,0.9984354752814397,0.8433240845613403,0.8888888888888888,0.8888888888888888,0 3,H00 H02,3,H02,,,,
random,0,15,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0017911437898874283,0.8343429234140197,0.833620090254296,0.9982088562101126,0.8343429234140197,0.8888888888888888,0.8888888888888888,0 4,H00 H11,4,H11,,,,
random,0,16,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.00222460157237947,0.7963941310760515,0.7849879663763359,0.9977753984276205,0.7963941310760515,0.8888888888888888,0.8888888888888888,0 6,H00 H03,6,H03,,,,
random,0,17,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0014749233378097415,0.8280715619376666,0.8812393286114562,0.9985250766621903,0.8280715619376666,0.8888888888888888,0.8888888888888888,0 5,H00 H20,5,H20,,,,
random,0,18,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0021586897782981396,0.8058185255637793,0.782418204063819,0.9978413102217019,0.8058185255637793,0.8888888888888888,0.8888888888888888,0 1,H00 H01,1,H01,,,,
random,0,19,1,1,2,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0021586897782981396,0.8058185255637793,0.782418204063819,0.9978413102217019,0.8058185255637793,0.8888888888888888,0.8888888888888888,0 1,H00 H01,1,H01,,,,
random,0,0,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010455417213961482,0.888803689670832,0.89822573868497,0.9989544582786039,0.888803689670832,0.6666666666666667,0.6666666666666667,0 7 8 9,H00 H12 H21 H30,7 8 9,H12 H21 H30,,,,
random,0,1,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000941829290241003,0.8995565750440151,0.8995130298362402,0.999058170709759,0.8995565750440151,0.6666666666666667,0.6666666666666667,0 3 4 8,H00 H02 H11 H21,3 4 8,H02 H11 H21,,,,
random,0,2,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013018159661442041,0.8637531926361545,0.877502014904706,0.9986981840338558,0.8637531926361545,0.6666666666666667,0.6666666666666667,0 1 4 9,H00 H01 H11 H30,1 4 9,H01 H11 H30,,,,
random,0,3,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000943772669415921,0.8957175710609495,0.9055067494735992,0.9990562273305841,0.8957175710609495,0.6666666666666667,0.6666666666666667,0 2 3 8,H00 H10 H02 H21,2 3 8,H10 H02 H21,,,,
random,0,4,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001315426779910922,0.8729485024107835,0.8469180571431648,0.9986845732200891,0.8729485024107835,0.6666666666666667,0.6666666666666667,0 1 7 9,H00 H01 H12 H30,1 7 9,H01 H12 H30,,,,
random,0,5,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013018159661442041,0.8637531926361545,0.877502014904706,0.9986981840338558,0.8637531926361545,0.6666666666666667,0.6666666666666667,0 1 4 9,H00 H01 H11 H30,1 4 9,H01 H11 H30,,,,
random,0,6,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013672778150066733,0.861766505844705,0.8345688727869608,0.9986327221849933,0.861766505844705,0.6666666666666667,0.6666666666666667,0 1 3 6,H00 H01 H02 H03,1 3 6,H01 H02 H03,,,,
random,0,7,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013700069393962622,0.8587632210754682,0.8400498235917994,0.9986299930606037,0.8587632210754682,0.6666666666666667,0.6666666666666667,0 2 6 9,H00 H10 H03 H30,2 6 9,H10 H03 H30,,,,
random,0,8,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0009368322789669037,0.8960684656600748,0.9113126508169922,0.9990631677210331,0.8960684656600748,0.6666666666666667,0.6666666666666667,0 3 5 9,H00 H02 H20 H30,3 5 9,H02 H20 H30,,,,
random,0,9,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0007988078286871314,0.9074955373276002,0.9289315773587559,0.9992011921713129,0.9074955373276002,0.6666666666666667,0.6666666666666667,0 4 5 7,H00 H11 H20 H12,4 5 7,H11 H20 H12,,,,
random,0,10,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0015744655393064022,0.8596909136891223,0.8552404428305824,0.9984255344606936,0.8596909136891223,0.6666666666666667,0.6666666666666667,0 4 6 8,H00 H11 H03 H21,4 6 8,H11 H03 H21,,,,
random,0,11,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0007988078286871314,0.9074955373276002,0.9289315773587559,0.9992011921713129,0.9074955373276002,0.6666666666666667,0.6666666666666667,0 4 5 7,H00 H11 H20 H12,4 5 7,H11 H20 H12,,,,
random,0,12,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010798644507303834,0.8903315089793608,0.8781469276818786,0.9989201355492696,0.8903315089793608,0.6666666666666667,0.6666666666666667,0 4 6 7,H00 H11 H03 H12,4 6 7,H11 H03 H12,,,,
random,0,13,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0009636165923438966,0.8929488859654323,0.9077127031752266,0.9990363834076561,0.8929488859654323,0.6666666666666667,0.6666666666666667,0 3 5 7,H00 H02 H20 H12,3 5 7,H02 H20 H12,,,,
random,0,14,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0008553279330953956,0.8983888790170872,0.9272228600997153,0.9991446720669046,0.8983888790170872,0.6666666666666667,0.6666666666666667,0 5 7 8,H00 H20 H12 H21,5 7 8,H20 H12 H21,,,,
random,0,15,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013052929425612092,0.86696488283548,0.8460480213692048,0.9986947070574388,0.86696488283548,0.6666666666666667,0.6666666666666667,0 1 2 6,H00 H01 H10 H03,1 2 6,H01 H10 H03,,,,
random,0,16,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001314983586780727,0.8726223503393381,0.8454781420634084,0.9986850164132193,0.8726223503393381,0.6666666666666667,0.6666666666666667,0 1 6 7,H00 H01 H03 H12,1 6 7,H01 H03 H12,,,,
random,0,17,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.000891731062438339,0.8942256796391909,0.919373017857886,0.9991082689375617,0.8942256796391909,0.6666666666666667,0.6666666666666667,0 2 5 8,H00 H10 H20 H21,2 5 8,H10 H20 H21,,,,
random,0,18,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011410192819312215,0.8808927427840006,0.8722962071223899,0.9988589807180688,0.8808927427840006,0.6666666666666667,0.6666666666666667,0 1 2 4,H00 H01 H10 H11,1 2 4,H01 H10 H11,,,,
random,0,19,3,3,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010455417213961482,0.888803689670832,0.89822573868497,0.9989544582786039,0.888803689670832,0.6666666666666667,0.6666666666666667,0 7 8 9,H00 H12 H21 H30,7 8 9,H12 H21 H30,,,,
random,0,0,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0009398089023306966,0.9018604406880992,0.9012136089327053,0.9990601910976693,0.9018604406880992,0.4444444444444444,0.4444444444444444,0 1 2 4 7 8,H00 H01 H10 H11 H12 H21,1 2 4 7 8,H01 H10 H11 H12 H21,,,,
random,0,1,5,5,6,5,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0008256238070316613,0.9043898212144265,0.9241551239378437,0.9991743761929683,0.9043898212144265,0.4444444444444444,0.4444444444444444,0 2 4 5 6 9,H00 H10 H11 H20 H03 H30,2 4 5 6 9,H10 H11 H20 H03 H30,,,,
