episode,seed,hermite_config,sigma,kernel_size,max_order,global_step,epsilon,scalar_return,loss,mse,ssim,k,paid_k,total_k,cost,actions
52,2,sigma_1p0__kernel_9__order_2,1.0,9,2,168,0.9468,0.050873033702373505,0.001419571926817298,0.0005763855879195035,0.9482994763342294,2,2,3,0.0,1 3 6
53,2,sigma_1p0__kernel_9__order_2,1.0,9,2,173,0.9452166666666667,0.396163672208786,0.001279652281664312,0.0003885505720973015,0.9628183320784824,5,5,6,0.0,1 5 2 4 3
54,2,sigma_1p0__kernel_9__order_2,1.0,9,2,176,0.9442666666666667,0.16077223420143127,0.0011907184574132164,0.0003682529495563358,0.9565913310622205,2,2,3,0.0,2 3 6
55,2,sigma_1p0__kernel_9__order_2,1.0,9,2,178,0.9436333333333333,0.16514042019844055,0.0009966940560843796,0.0007811702089384198,0.9221345090731429,1,1,2,0.0,2 6
56,2,sigma_1p0__kernel_9__order_2,1.0,9,2,183,0.94205,0.09224122762680054,0.001074655307456851,0.00016717196558602154,0.9808081303070898,4,4,5,0.0,5 2 1 4 6
57,2,sigma_1p0__kernel_9__order_2,1.0,9,2,188,0.9404666666666667,0.0045081377029418945,0.000968227069824934,0.0005213909898884594,0.9506770570659467,5,5,6,0.0,3 2 5 4 1
58,2,sigma_1p0__kernel_9__order_2,1.0,9,2,192,0.9392,0.470178484916687,0.0008553040970582515,0.0007079782662913203,0.9593047053153393,3,3,4,0.0,4 2 1 6
59,2,sigma_1p0__kernel_9__order_2,1.0,9,2,193,0.9388833333333333,0.0,0.000981679535470903,0.001876086462289095,0.8569328601380166,0,0,1,0.0,6
60,2,sigma_1p0__kernel_9__order_2,1.0,9,2,198,0.9373,0.5681328773498535,0.0007826579618267715,0.0003357348614372313,0.9786668139710296,5,5,6,0.0,1 4 2 5 3
61,2,sigma_1p0__kernel_9__order_2,1.0,9,2,200,0.9366666666666666,0.05330332741141319,0.0010368850198574364,0.0013363865436986089,0.8523541646483537,1,1,2,0.0,5 6
62,2,sigma_1p0__kernel_9__order_2,1.0,9,2,203,0.9357166666666666,0.3356928527355194,0.0009580081872021159,0.0008728245738893747,0.9347764084760131,2,2,3,0.0,2 4 6
63,2,sigma_1p0__kernel_9__order_2,1.0,9,2,207,0.93445,0.189016193151474,0.0008290262339869514,0.0005400257068686187,0.9478815046275272,3,3,4,0.0,2 3 5 6
64,2,sigma_1p0__kernel_9__order_2,1.0,9,2,210,0.9335,0.052293561398983,0.0008679232172047099,0.0004227212630212307,0.9537503333777791,2,2,3,0.0,2 5 6
65,2,sigma_1p0__kernel_9__order_2,1.0,9,2,214,0.9322333333333334,0.2335982471704483,0.0007991531601874158,0.0003405463066883385,0.9615002803407016,3,3,4,0.0,3 5 4 6
66,2,sigma_1p0__kernel_9__order_2,1.0,9,2,217,0.9312833333333334,0.08618317544460297,0.0007015257336509725,0.0006192013388499618,0.9572043673586051,2,2,3,0.0,4 1 6
67,2,sigma_1p0__kernel_9__order_2,1.0,9,2,222,0.9297,0.20084574818611145,0.0006112575647421181,0.0003509352100081742,0.9700188536139362,4,4,5,0.0,5 3 1 4 6
68,2,sigma_1p0__kernel_9__order_2,1.0,9,2,224,0.9290666666666667,0.04080964997410774,0.0005555371171794832,0.0018720407970249653,0.879915942411923,1,1,2,0.0,5 6
69,2,sigma_1p0__kernel_9__order_2,1.0,9,2,226,0.9284333333333333,0.214499369263649,0.0007908433908596635,0.0013542722444981337,0.9097240260679288,1,1,2,0.0,4 6
70,2,sigma_1p0__kernel_9__order_2,1.0,9,2,229,0.9274833333333333,0.06049001216888428,0.0006407891438963512,0.0015590970870107412,0.8553022277429612,2,2,3,0.0,5 2 6
71,2,sigma_1p0__kernel_9__order_2,1.0,9,2,231,0.92685,0.20472931861877441,0.0005482024280354381,0.00039112078957259655,0.957063443436067,1,1,2,0.0,1 6
72,2,sigma_1p0__kernel_9__order_2,1.0,9,2,236,0.9252666666666667,0.16109591722488403,0.0006790171784814448,7.915995956864208e-05,0.9850375777936577,5,5,6,0.0,5 1 4 3 2
73,2,sigma_1p0__kernel_9__order_2,1.0,9,2,237,0.92495,0.0,0.00042474688962101936,0.0026746829971671104,0.792789371044117,0,0,1,0.0,6
74,2,sigma_1p0__kernel_9__order_2,1.0,9,2,239,0.9243166666666667,0.1558450162410736,0.0007516782497987151,0.0009312776965089142,0.9101065431724831,1,1,2,0.0,4 6
75,2,sigma_1p0__kernel_9__order_2,1.0,9,2,243,0.92305,0.0993083119392395,0.0006126624211901799,0.0005655045388266444,0.9557392544397701,3,3,4,0.0,5 4 2 6
76,2,sigma_1p0__kernel_9__order_2,1.0,9,2,246,0.9221,0.18867099285125732,0.0005658982263412327,0.0012454056413844228,0.921324484608403,2,2,3,0.0,2 4 6
77,2,sigma_1p0__kernel_9__order_2,1.0,9,2,250,0.9208333333333334,0.2256457656621933,0.0006220407522050664,0.0001854102301876992,0.9767401868856194,3,3,4,0.0,1 5 3 6
78,2,sigma_1p0__kernel_9__order_2,1.0,9,2,252,0.9202,0.04298851266503334,0.008206128142774105,0.0008294241852127016,0.9027035090713523,1,1,2,0.0,5 6
79,2,sigma_1p0__kernel_9__order_2,1.0,9,2,255,0.91925,0.32450878620147705,0.005273311398923397,0.0008941222913563251,0.9315180170054101,2,2,3,0.0,2 1 6
80,2,sigma_1p0__kernel_9__order_2,1.0,9,2,260,0.9176666666666666,0.1498698890209198,0.003985604550689459,0.00034784965100698173,0.9687446950625863,5,5,6,0.0,5 3 2 1 4
81,2,sigma_1p0__kernel_9__order_2,1.0,9,2,262,0.9170333333333334,0.09038740396499634,0.003371155122295022,0.001391595578752458,0.9003257152804934,1,1,2,0.0,2 6
82,2,sigma_1p0__kernel_9__order_2,1.0,9,2,263,0.9167166666666666,0.0,0.0021161031909286976,0.0011481661349534988,0.8678097875875185,0,0,1,0.0,6
83,2,sigma_1p0__kernel_9__order_2,1.0,9,2,265,0.9160833333333334,0.19240382313728333,0.0026380671188235283,0.0009171569836325943,0.9217558099703329,1,1,2,0.0,4 6
84,2,sigma_1p0__kernel_9__order_2,1.0,9,2,266,0.9157666666666666,0.0,0.0036355159245431423,0.0006994256982579827,0.9030935556476096,0,0,1,0.0,6
85,2,sigma_1p0__kernel_9__order_2,1.0,9,2,268,0.9151333333333334,0.31154316663742065,0.0028584342217072845,0.0009400860872119665,0.9057685846239151,1,1,2,0.0,4 6
86,2,sigma_1p0__kernel_9__order_2,1.0,9,2,272,0.9138666666666666,0.02162281423807144,0.001820932433474809,0.0006959517486393452,0.9577997550988453,3,3,4,0.0,3 1 4 6
87,2,sigma_1p0__kernel_9__order_2,1.0,9,2,277,0.9122833333333333,0.1994989812374115,0.001940742041915655,0.0003495359269436449,0.9686675396494293,4,4,5,0.0,4 5 3 2 6
88,2,sigma_1p0__kernel_9__order_2,1.0,9,2,279,0.91165,0.18063358962535858,0.0017457884387113154,0.0009999063331633806,0.9221012124550328,1,1,2,0.0,1 6
89,2,sigma_1p0__kernel_9__order_2,1.0,9,2,282,0.9107000000000001,0.32450583577156067,0.0016772452897081773,0.0008658201550133526,0.9103486768981081,2,2,3,0.0,1 3 6
90,2,sigma_1p0__kernel_9__order_2,1.0,9,2,287,0.9091166666666667,0.06940968334674835,0.0013170042308047413,0.00027618923923000693,0.9788623308844856,4,4,5,0.0,4 2 3 1 6
91,2,sigma_1p0__kernel_9__order_2,1.0,9,2,288,0.9088,0.0,0.0012541376054286957,0.002674042247235775,0.7187610580613581,0,0,1,0.0,6
92,2,sigma_1p0__kernel_9__order_2,1.0,9,2,291,0.90785,0.37019872665405273,0.0012470510167380173,0.0003266244020778686,0.9722770383043323,2,2,3,0.0,2 1 6
93,2,sigma_1p0__kernel_9__order_2,1.0,9,2,296,0.9062666666666667,0.10496363043785095,0.0012319303117692471,0.00022795081895310432,0.9836518599360508,4,4,5,0.0,2 4 5 3 6
94,2,sigma_1p0__kernel_9__order_2,1.0,9,2,297,0.90595,0.0,0.0012411217903718352,0.0015215640887618065,0.8407745299623852,0,0,1,0.0,6
95,2,sigma_1p0__kernel_9__order_2,1.0,9,2,302,0.9043666666666667,0.5878334045410156,0.001277699088677764,0.00022662525589112192,0.9768648725556703,5,5,6,0.0,5 3 4 1 2
96,2,sigma_1p0__kernel_9__order_2,1.0,9,2,304,0.9037333333333334,0.23200277984142303,0.001516985532362014,0.0012155445292592049,0.902867727451177,1,1,2,0.0,3 6
97,2,sigma_1p0__kernel_9__order_2,1.0,9,2,306,0.9031,0.27147820591926575,0.0016678173560649157,0.0009993528947234154,0.9180667906219979,1,1,2,0.0,5 6
98,2,sigma_1p0__kernel_9__order_2,1.0,9,2,310,0.9018333333333334,0.5381305813789368,0.0011387229606043547,0.0005127511685714126,0.9671717510070302,3,3,4,0.0,2 5 3 6
99,2,sigma_1p0__kernel_9__order_2,1.0,9,2,315,0.90025,0.13385264575481415,0.0011004906962625682,0.0003393667284399271,0.9615388679164202,5,5,6,0.0,1 4 3 5 2
100,2,sigma_1p0__kernel_9__order_2,1.0,9,2,320,0.8986666666666667,0.5743309259414673,0.0010096101090312005,0.00020874995971098542,0.973509264722307,5,5,6,0.0,3 1 5 2 4
101,2,sigma_1p0__kernel_9__order_2,1.0,9,2,324,0.8974,0.15954472124576569,0.0011648840154521167,0.0005713964346796274,0.938492993555086,3,3,4,0.0,3 4 1 6
102,2,sigma_1p0__kernel_9__order_2,1.0,9,2,329,0.8958166666666667,0.0645214319229126,0.001102333888411522,0.0005233342526480556,0.9508944874569579,4,4,5,0.0,3 4 1 5 6
103,2,sigma_1p0__kernel_9__order_2,1.0,9,2,333,0.89455,0.21230007708072662,0.0011082084092777222,0.0007758010178804398,0.9459706131329009,3,3,4,0.0,2 4 5 6
104,2,sigma_1p0__kernel_9__order_2,1.0,9,2,338,0.8929666666666667,0.17797677218914032,0.0010305424686521292,0.00011217205610591918,0.9870819063163966,5,5,6,0.0,4 2 5 1 3
105,2,sigma_1p0__kernel_9__order_2,1.0,9,2,343,0.8913833333333333,0.45903146266937256,0.00111541849328205,0.00023128712200559676,0.9815408256121964,5,5,6,0.0,4 2 3 1 5
106,2,sigma_1p0__kernel_9__order_2,1.0,9,2,344,0.8910666666666667,0.0,0.0006829273188486695,0.0011481661349534988,0.8678097875875185,0,0,1,0.0,6
107,2,sigma_1p0__kernel_9__order_2,1.0,9,2,345,0.89075,0.0,0.0011500467080622911,0.002473224652931094,0.8109631681998618,0,0,1,0.0,6
108,2,sigma_1p0__kernel_9__order_2,1.0,9,2,349,0.8894833333333334,0.0033646151423454285,0.0009075904526980594,0.0008974028751254082,0.9474998555554788,3,3,4,0.0,3 1 2 6
109,2,sigma_1p0__kernel_9__order_2,1.0,9,2,354,0.8879,0.1498698890209198,0.0010912141995504498,0.00034784965100698173,0.9687446950625863,5,5,6,0.0,1 3 5 4 2
110,2,sigma_1p0__kernel_9__order_2,1.0,9,2,359,0.8863166666666666,0.30343782901763916,0.0011081326636485755,0.0008392449235543609,0.9295983732313662,4,4,5,0.0,3 2 4 1 6
111,2,sigma_1p0__kernel_9__order_2,1.0,9,2,363,0.88505,0.17806750535964966,0.0010274152009515092,0.00011739555338863283,0.9893193590265392,3,3,4,0.0,4 3 5 6
112,2,sigma_1p0__kernel_9__order_2,1.0,9,2,367,0.8837833333333334,-0.043863311409950256,0.001018150316667743,0.0010377262951806188,0.8912037994079159,3,3,4,0.0,1 3 2 6
113,2,sigma_1p0__kernel_9__order_2,1.0,9,2,372,0.8822,0.02166600525379181,0.0010017593391239642,0.00035670067882165313,0.9703575982208342,5,5,6,0.0,2 4 1 3 5
114,2,sigma_1p0__kernel_9__order_2,1.0,9,2,377,0.8806166666666666,0.18306471407413483,0.0008778414689004421,0.000357194512616843,0.9721934463691485,5,5,6,0.0,4 2 1 3 5
115,2,sigma_1p0__kernel_9__order_2,1.0,9,2,378,0.8803,0.0,0.000831713667139411,0.0020327731035649776,0.8700103696355957,0,0,1,0.0,6
116,2,sigma_1p0__kernel_9__order_2,1.0,9,2,379,0.8799833333333333,0.0,0.0010784671176224947,0.0015325190033763647,0.8707035052081776,0,0,1,0.0,6
117,2,sigma_1p0__kernel_9__order_2,1.0,9,2,384,0.8784,0.08101564645767212,0.0008998395642265677,0.0003612028667703271,0.9702479499131973,4,4,5,0.0,5 2 4 3 6
118,2,sigma_1p0__kernel_9__order_2,1.0,9,2,388,0.8771333333333333,0.16465821862220764,0.0009606077364878729,0.00018319244554731995,0.9712805772702986,3,3,4,0.0,1 2 3 6
119,2,sigma_1p0__kernel_9__order_2,1.0,9,2,390,0.8765000000000001,0.21095751225948334,0.001002938486635685,0.0007043007062748075,0.925328645168601,1,1,2,0.0,1 6
120,2,sigma_1p0__kernel_9__order_2,1.0,9,2,391,0.8761833333333333,0.0,0.0009710178710520267,0.002130668144673109,0.8688772391266545,0,0,1,0.0,6
121,2,sigma_1p0__kernel_9__order_2,1.0,9,2,395,0.8749166666666667,0.008849941194057465,0.0009520621533738449,0.00022932587307877839,0.9627374834984577,3,3,4,0.0,1 5 3 6
122,2,sigma_1p0__kernel_9__order_2,1.0,9,2,396,0.8746,0.0,0.0006400900892913342,0.0018314453773200512,0.7879006373170014,0,0,1,0.0,6
123,2,sigma_1p0__kernel_9__order_2,1.0,9,2,400,0.8733333333333333,0.19943715631961823,0.0008785624813754112,0.0005204674089327455,0.9535275746079319,3,3,4,0.0,5 1 3 6
124,2,sigma_1p0__kernel_9__order_2,1.0,9,2,405,0.87175,0.5524597764015198,0.0009389904793351888,0.000419755931943655,0.9689572031624111,4,4,5,0.0,3 1 2 5 6
125,2,sigma_1p0__kernel_9__order_2,1.0,9,2,410,0.8701666666666666,0.021666020154953003,0.0008989438181743025,0.00035670067882165313,0.9703575982208342,5,5,6,0.0,4 5 3 1 2
126,2,sigma_1p0__kernel_9__order_2,1.0,9,2,412,0.8695333333333333,0.09176288545131683,0.0009375826048199087,0.00043160049244761467,0.9395199907449706,1,1,2,0.0,3 6
127,2,sigma_1p0__kernel_9__order_2,1.0,9,2,414,0.8689,0.33568546175956726,0.0007342470344156027,0.0010458785109221935,0.8895152893258473,1,1,2,0.0,4 6
128,2,sigma_1p0__kernel_9__order_2,1.0,9,2,419,0.8673166666666667,0.5681328177452087,0.0009248942486010491,0.0003357348614372313,0.9786668139710296,5,5,6,0.0,3 4 5 2 1
129,2,sigma_1p0__kernel_9__order_2,1.0,9,2,423,0.86605,0.3616740107536316,0.0010708674526540563,0.0007690779166296124,0.9263902725419306,3,3,4,0.0,1 5 2 6
130,2,sigma_1p0__kernel_9__order_2,1.0,9,2,428,0.8644666666666667,0.5187743306159973,0.0009686362231150269,0.0002648760564625263,0.9685548641912719,5,5,6,0.0,3 5 2 4 1
131,2,sigma_1p0__kernel_9__order_2,1.0,9,2,429,0.86415,0.0,0.001291473163291812,0.0013345880433917046,0.8443903372037213,0,0,1,0.0,6
132,2,sigma_1p0__kernel_9__order_2,1.0,9,2,432,0.8632,0.0621614009141922,0.0008580449308889607,0.00104024657048285,0.9423726100583121,2,2,3,0.0,4 5 6
133,2,sigma_1p0__kernel_9__order_2,1.0,9,2,434,0.8625666666666667,0.25346216559410095,0.0008221714233513921,0.001311954576522112,0.8983739310439219,1,1,2,0.0,4 6
134,2,sigma_1p0__kernel_9__order_2,1.0,9,2,439,0.8609833333333333,0.4647652506828308,0.0007982375333085656,0.00048601313028484583,0.9562057949487435,5,5,6,0.0,3 1 5 2 4
135,2,sigma_1p0__kernel_9__order_2,1.0,9,2,441,0.86035,0.2764096260070801,0.0009190836281049997,0.0006388679030351341,0.9342161625907197,1,1,2,0.0,2 6
136,2,sigma_1p0__kernel_9__order_2,1.0,9,2,444,0.8594,0.26758676767349243,0.0008583246381022036,0.00019469985272735357,0.974917552186958,2,2,3,0.0,3 5 6
137,2,sigma_1p0__kernel_9__order_2,1.0,9,2,449,0.8578166666666667,0.19093084335327148,0.0008864730945788324,0.00015950106899254024,0.9843590594783833,5,5,6,0.0,3 5 4 2 1
138,2,sigma_1p0__kernel_9__order_2,1.0,9,2,452,0.8568666666666667,0.15365242958068848,0.0007531273683222631,0.000893463846296072,0.9271570535179551,2,2,3,0.0,3 2 6
139,2,sigma_1p0__kernel_9__order_2,1.0,9,2,454,0.8562333333333334,0.16102412343025208,0.0009721399110276252,0.0003033298416994512,0.95530721747209,1,1,2,0.0,4 6
140,2,sigma_1p0__kernel_9__order_2,1.0,9,2,459,0.85465,0.09757670760154724,0.0008715001051314176,0.0001059018395608291,0.984426758040571,4,4,5,0.0,2 3 5 4 6
141,2,sigma_1p0__kernel_9__order_2,1.0,9,2,461,0.8540166666666666,0.0844758078455925,0.0006804168806411326,0.0018063823226839304,0.830667160903231,1,1,2,0.0,3 6
142,2,sigma_1p0__kernel_9__order_2,1.0,9,2,466,0.8524333333333334,0.18354570865631104,0.000796726276166737,0.00034035852877423167,0.9614471761458836,4,4,5,0.0,2 3 5 4 6
143,2,sigma_1p0__kernel_9__order_2,1.0,9,2,471,0.85085,0.1997929960489273,0.0009004699706565589,0.0003485918277874589,0.9687668210012876,4,4,5,0.0,5 4 1 3 6
144,2,sigma_1p0__kernel_9__order_2,1.0,9,2,473,0.8502166666666666,0.07216545939445496,0.000862761284224689,0.0009983577765524387,0.9042346423821841,1,1,2,0.0,4 6
145,2,sigma_1p0__kernel_9__order_2,1.0,9,2,477,0.84895,0.025726161897182465,0.0007318839197978377,0.00040969462133944035,0.9698019472972959,3,3,4,0.0,4 1 3 6
146,2,sigma_1p0__kernel_9__order_2,1.0,9,2,480,0.848,0.17139238119125366,0.0006834384791242579,0.000433855049777776,0.9663908290770902,2,2,3,0.0,4 3 6
147,2,sigma_1p0__kernel_9__order_2,1.0,9,2,485,0.8464166666666667,0.5878334045410156,0.0006632122793234884,0.00022662525589112192,0.9768648725556703,5,5,6,0.0,4 1 2 3 5
148,2,sigma_1p0__kernel_9__order_2,1.0,9,2,490,0.8448333333333333,0.15215295553207397,0.0007403326453641057,0.0002668093075044453,0.9731276430251624,5,5,6,0.0,3 4 1 2 5
149,2,sigma_1p0__kernel_9__order_2,1.0,9,2,494,0.8435666666666667,0.010088741779327393,0.0007198008097475395,0.00030921786674298346,0.9651775205248743,3,3,4,0.0,4 3 1 6
150,2,sigma_1p0__kernel_9__order_2,1.0,9,2,499,0.8419833333333333,0.09801128506660461,0.000788117095362395,0.00010461072088219225,0.9844584478847195,4,4,5,0.0,4 3 5 1 6
151,2,sigma_1p0__kernel_9__order_2,1.0,9,2,501,0.84135,0.3223767876625061,0.002634790784213692,0.0012152254348620772,0.9245094693355554,1,1,2,0.0,3 6
152,2,sigma_1p0__kernel_9__order_2,1.0,9,2,505,0.8400833333333333,0.17467550933361053,0.003151536046061665,0.000507558579556644,0.9414494374986211,3,3,4,0.0,1 5 2 6
